0.054219	0.129366	0.057565	0.036849	0.070868	0.053422	0.059334	0.033909	0.100093	0.046516	0.078528	0.033407	0.030798	0.023569	0.026569	0.044861	0.031572	0.037189	0.019118	0.032248	0.002702	0.008861	0.032790	0.034889	0.185530	0.188570	0.061114	0.077637	0.377340	0.027883	0.002684	0.004820	0.048955	0.035583	0.054137	0.142647	0.154606	0.184816	0.159554	0.201585	0.012499	0.000798	0.009099	0.031643	0.024690	0.039848	0.063347	0.040728	0.062191	0.247850	0.416214	0.059900	0.004490	0.047551	0.063924	0.053149	0.044970	0.076878	0.075319	0.082018	0.237694	0.199984	0.114873	0.003642	0.075127	0.064117	0.081908	0.056412	0.097039	0.141765	0.231819	0.162615	0.085575	0.002887	0.000737	0.141687	0.179379	0.184083	0.086643	0.079759	0.066756	0.067298	0.117379	0.056607	0.019513	0.000895	0.064327	0.220216	0.170987	0.117114	0.040776	0.085611	0.014773	0.055669	0.107830	0.122697	0.000000	0.035240	0.036619	0.092360	0.161187	0.059775	0.061906	0.155460	0.070859	0.285059	0.018691	0.022843	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.043884	0.038137	0.016516	0.055726	0.052546	0.025930	0.052407	0.043370	0.053916	0.028096	0.030693	0.023587	0.037247	0.062802	0.040281	0.044772	0.064144	0.053904	0.079736	0.152308	0.024202	0.042410	0.081996	0.111967	0.161337	0.109943	0.083669	0.072261	0.115421	0.123455	0.073337	0.070138	0.056823	0.072172	0.128262	0.067959	0.096797	0.116726	0.087206	0.095283	0.128143	0.080491	0.087961	0.076595	0.073054	0.120277	0.114024	0.133379	0.047567	0.105925	0.115479	0.078072	0.047668	0.076309	0.091318	0.073184	0.087561	0.123914	0.084783	0.120838	0.086189	0.096291	0.097866	0.061746	0.082567	0.089909	0.103881	0.096974	0.101924	0.088912	0.087489	0.095524	0.102129	0.080714	0.069976	0.038889	0.104909	0.126669	0.049594	0.116166	0.103230	0.087366	0.104525	0.093751	0.099412	0.075488	0.026126	0.047296	0.072202	0.078326	0.096702	0.118776	0.124650	0.165780	0.100931	0.094312	0.074899	0.063993	0.060193	0.081992	0.120381	0.092611	0.108776	0.148070	0.103722	0.109057	0.068701	0.042504	0.041175	0.055819	0.069366	0.083165	0.109592	0.117813	0.118520	0.122529	0.099005	0.107035	0.075981	0.062188	0.052621	0.074821	0.081821	0.088794	0.127292	0.143568	0.091640	0.129056	0.094162	0.054038
0.103261	0.170495	0.022763	0.025389	0.030204	0.028738	0.021514	0.013202	0.066651	0.030870	0.066234	0.034266	0.023508	0.059677	0.036245	0.027717	0.074917	0.038022	0.028466	0.097862	0.013171	0.036360	0.122659	0.081617	0.181404	0.117195	0.106884	0.103549	0.092659	0.068484	0.076018	0.096327	0.041282	0.127933	0.054779	0.103826	0.055590	0.213051	0.117735	0.058545	0.054346	0.076586	0.051920	0.109999	0.078167	0.062852	0.140819	0.090447	0.159191	0.103946	0.102196	0.070040	0.030423	0.067490	0.134680	0.087370	0.133682	0.092342	0.071573	0.048937	0.069713	0.120011	0.100309	0.073891	0.080508	0.165958	0.100318	0.059615	0.146986	0.099890	0.136106	0.066414	0.030292	0.079527	0.034385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.089164	0.022598	0.000000	0.053218	0.026030	0.072358	0.071493	0.076548	0.121888	0.021062	0.076877	0.142490	0.061291	0.063342	0.007876	0.035974	0.003138	0.026457	0.002484	0.025712	0.004875	0.000000	0.234960	0.102717	0.180845	0.164958	0.000000	0.086846	0.062332	0.024726	0.137741	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082148	0.116175	0.050857	0.185941	0.109152	0.030764	0.107409	0.026284	0.096930	0.040682	0.153658	0.138092	0.041641	0.136792	0.126454	0.046103	0.149211	0.055336	0.107733	0.061684	0.059542	0.077413	0.095671	0.114600	0.107840	0.062280	0.102199	0.088040	0.079887	0.073577	0.079143	0.078506	0.118258	0.130853	0.106044	0.141549	0.112198	0.057263	0.102875	0.129334	0.034792	0.075485	0.050113	0.059494	0.075532	0.112322	0.064157	0.076481	0.086192	0.069627	0.102069	0.158275	0.069368	0.052483	0.133494	0.096747	0.042963	0.113516	0.140782	0.074876	0.166423	0.068019	0.092360	0.087582	0.116733	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.017722	0.003928	0.013768	0.000000	0.004127	0.083908	0.019570	0.000000	0.011498	0.087238	0.007842	0.042510	0.055325	0.058092	0.057977	0.086779	0.099769	0.105562	0.090950	0.153435	0.031971	0.071352	0.155114	0.181313	0.092951	0.116376	0.053376	0.146291	0.036259	0.060361	0.054636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071675	0.095556	0.134463	0.112230	0.067154	0.110762	0.061399	0.110079	0.108095	0.094605	0.033982	0.020860	0.054053	0.026695	0.112954	0.151577	0.055338	0.103578	0.085462	0.232375	0.148542	0.008567	0.039217	0.059128	0.098592	0.096295	0.204898	0.114539	0.108533	0.128695	0.072111	0.064063	0.013930	0.022729	0.035085	0.113840	0.067678	0.132784	0.103031	0.105712	0.113862	0.205707	0.097540	0.002034	0.048518	0.058817	0.086152	0.127950	0.091831	0.098607	0.107892	0.149955	0.127294	0.075178	0.027806
0.011291	0.002295	0.001014	0.014996	0.008378	0.001725	0.019049	0.016979	0.028701	0.007601	0.018698	0.067666	0.093759	0.157400	0.069346	0.078068	0.099783	0.092400	0.095987	0.114865	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023880	0.064030	0.014816	0.018328	0.117224	0.160669	0.025318	0.057943	0.205619	0.282977	0.029197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052476	0.118269	0.120793	0.121053	0.103831	0.047563	0.035213	0.172947	0.197191	0.021585	0.009078	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.103353	0.120626	0.168400	0.085096	0.092159	0.039042	0.116178	0.091482	0.078379	0.055484	0.049800	0.056822	0.078039	0.065375	0.105455	0.139164	0.049315	0.131412	0.102180	0.112135	0.078243	0.081859	0.086682	0.039851	0.329889	0.242601	0.065671	0.028508	0.065482	0.049612	0.036646	0.033899	0.021158	0.076111	0.109211	0.085978	0.115348	0.117082	0.068290	0.088132	0.127479	0.059780	0.079915	0.072673	0.057174	0.090525	0.249389	0.141395	0.098604	0.068728	0.065785	0.115376	0.057125	0.037854	0.018044
0.006976	0.006364	0.001524	0.023115	0.053953	0.009132	0.043378	0.046044	0.080646	0.029519	0.039126	0.115851	0.133079	0.112280	0.039657	0.084368	0.041976	0.042025	0.037468	0.053518	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052480	0.083139	0.094774	0.085836	0.109231	0.065285	0.129816	0.113915	0.097393	0.119756	0.048375	0.062933	0.103952	0.158177	0.116256	0.025051	0.000000	0.128270	0.129718	0.094034	0.089756	0.091853	0.084491	0.123927	0.101771	0.085428	0.104253	0.087492	0.099315	0.124795	0.073730	0.048520	0.066278	0.101458	0.152061	0.064263	0.062612	0.140535	0.103907	0.111985	0.036900	0.077979	0.044637	0.103663	0.074107	0.107704	0.099567	0.111487	0.090079	0.114379	0.107569	0.085489	0.095991	0.048994	0.064634	0.019310	0.045550	0.064198	0.055935	0.180950	0.059154	0.165847	0.112827	0.091319	0.122571	0.082339	0.046117	0.038639	0.070466	0.100390	0.229315	0.193138	0.164479	0.059427	0.026553	0.033945	0.037532	0.006485	0.009652	0.050776	0.084924	0.204891	0.164445	0.092463	0.106283	0.112776	0.121937	0.045369	0.045475	0.098825	0.093673	0.064469	0.104665	0.172939	0.112289	0.104787	0.074270	0.046140	0.082468
0.102822	0.015812	0.002222	0.007725	0.005643	0.011298	0.010604	0.012711	0.036542	0.020310	0.007975	0.047340	0.091052	0.095536	0.059408	0.070414	0.097977	0.100716	0.103197	0.100696	0.043601	0.031614	0.100485	0.148840	0.114118	0.019368	0.227681	0.076029	0.043805	0.116930	0.077528	0.083830	0.082506	0.068297	0.077144	0.109207	0.107549	0.148636	0.097797	0.136770	0.063439	0.024825	0.020580	0.085821	0.000000	0.123949	0.201298	0.000000	0.034025	0.233361	0.258133	0.000000	0.042833	0.063926	0.064842	0.096896	0.097064	0.112415	0.053707	0.174002	0.074291	0.099426	0.092381	0.071050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053795	0.067008	0.000000	0.169052	0.074602	0.184077	0.104231	0.077146	0.130630	0.107296	0.032163	0.004902	0.052790	0.064439	0.034032	0.185291	0.056076	0.183612	0.105872	0.154443	0.094031	0.064511	0.037964	0.032286	0.099849	0.150985	0.131557	0.097455	0.131164	0.097855	0.106501	0.079857	0.034526	0.012103	0.034158	0.123791	0.103714	0.084624	0.087804	0.152146	0.131138	0.115190	0.088465	0.066867	0.053480	0.087112	0.131006	0.088982	0.072277	0.162251	0.137686	0.069302	0.094817	0.042188	0.060900
0.019933	0.019233	0.025578	0.030179	0.028172	0.008136	0.042584	0.018007	0.039275	0.018468	0.034376	0.109223	0.059004	0.051982	0.057473	0.074620	0.060200	0.061187	0.053282	0.189088	0.069530	0.143918	0.066963	0.107286	0.139670	0.055997	0.082476	0.082197	0.077672	0.119889	0.054402	0.172857	0.083137	0.098278	0.081793	0.194183	0.082374	0.113007	0.034530	0.078658	0.000000	0.061182	0.117365	0.109203	0.072993	0.052034	0.081224	0.129963	0.092037	0.097691	0.117471	0.094059	0.035960	0.102462	0.076231	0.072869	0.138739	0.116585	0.066964	0.132814	0.088906	0.045569	0.076317	0.082543	0.055089	0.130959	0.120926	0.082272	0.119979	0.082443	0.152195	0.069439	0.058947	0.077042	0.050710	0.119250	0.108636	0.196636	0.086522	0.055428	0.052554	0.080322	0.067701	0.110429	0.032999	0.089524	0.061052	0.056101	0.076510	0.059257	0.095397	0.045966	0.141214	0.102190	0.115645	0.151940	0.094727	0.081600	0.061961	0.124360	0.082059	0.085801	0.115679	0.139964	0.099099	0.124847	0.051328	0.033303	0.083707	0.086840	0.096700	0.098070	0.102801	0.093474	0.105933	0.112036	0.028656	0.119106	0.072676	0.109268	0.123915	0.131710	0.160417	0.025390	0.085210	0.122130	0.032731	0.091303	0.057688	0.060238
0.094843	0.020740	0.000000	0.041600	0.078453	0.047725	0.093883	0.008710	0.028811	0.021658	0.014758	0.008478	0.016350	0.013013	0.070652	0.023861	0.022301	0.120267	0.051135	0.222764	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.049715	0.013897	0.202134	0.146185	0.014249	0.009500	0.164358	0.079095	0.164293	0.069604	0.086971	0.030567	0.118976	0.063383	0.055781	0.092659	0.102887	0.144705	0.073306	0.116183	0.070187	0.131365	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
