Soil	Soil_ID	Unit	Expected_pH	NO3_mM	Chloramphenicol	Time_point
Soil1	Soil1_Acidic4	-100	8.68	1.69561049	None	Soil1_T0
Soil1	Soil1_Acidic4	-40	7.78	2.140594578	None	Soil1_T0
Soil1	Soil1_Acidic4	-21	6.88	1.916041659	None	Soil1_T0
Soil1	Soil1_Acidic4	-14	5.98	1.933237549	None	Soil1_T0
Soil1	Soil1_Acidic4	-8	5.08	2.033391217	None	Soil1_T0
Soil1	Soil1_Acidic4	6	3.73	1.923924337	None	Soil1_T0
Soil1	Soil1_Acidic4	-100	8.68	2.049452037	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-40	7.78	2.111274068	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-21	6.88	3.042751979	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-14	5.98	2.380444165	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-8	5.08	2.520328852	CHL	Soil1_T0
Soil1	Soil1_Acidic4	6	3.73	2.025112748	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-60	8.23	1.950545346	None	Soil1_T0
Soil1	Soil1_Acidic4	-26	7.33	2.079588596	None	Soil1_T0
Soil1	Soil1_Acidic4	-18	6.43	1.873573324	None	Soil1_T0
Soil1	Soil1_Acidic4	-11	5.53	1.932232017	None	Soil1_T0
Soil1	Soil1_Acidic4	-5	4.63	2.006469331	None	Soil1_T0
Soil1	Soil1_Acidic4	22	3.28	1.849066418	None	Soil1_T0
Soil1	Soil1_Acidic4	-60	8.23	2.329435582	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-26	7.33	2.078548792	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-18	6.43	2.955845401	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-11	5.53	2.43469323	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-5	4.63	2.500914083	CHL	Soil1_T0
Soil1	Soil1_Acidic4	22	3.28	2.069909019	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-100	8.68	1.717851845	None	Soil1_T0
Soil1	Soil1_Acidic4	-40	7.78	2.042180069	None	Soil1_T0
Soil1	Soil1_Acidic4	-21	6.88	1.924717301	None	Soil1_T0
Soil1	Soil1_Acidic4	-14	5.98	1.892633596	None	Soil1_T0
Soil1	Soil1_Acidic4	-8	5.08	1.896326921	None	Soil1_T0
Soil1	Soil1_Acidic4	6	3.73	1.840150177	None	Soil1_T0
Soil1	Soil1_Acidic4	-100	8.68	2.115489964	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-40	7.78	2.046274159	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-21	6.88	2.997503824	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-14	5.98	2.454238501	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-8	5.08	2.433368267	CHL	Soil1_T0
Soil1	Soil1_Acidic4	6	3.73	2.06088817	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-60	8.23	1.935712452	None	Soil1_T0
Soil1	Soil1_Acidic4	-26	7.33	1.989833441	None	Soil1_T0
Soil1	Soil1_Acidic4	-18	6.43	1.856262237	None	Soil1_T0
Soil1	Soil1_Acidic4	-11	5.53	1.981255323	None	Soil1_T0
Soil1	Soil1_Acidic4	-5	4.63	1.90987569	None	Soil1_T0
Soil1	Soil1_Acidic4	22	3.28	1.797765899	None	Soil1_T0
Soil1	Soil1_Acidic4	-60	8.23	2.236290433	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-26	7.33	2.084471695	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-18	6.43	3.00606778	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-11	5.53	2.398233175	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-5	4.63	2.44558926	CHL	Soil1_T0
Soil1	Soil1_Acidic4	22	3.28	2.002572566	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-100	8.68	1.686325455	None	Soil1_T0
Soil1	Soil1_Acidic4	-40	7.78	1.937571996	None	Soil1_T0
Soil1	Soil1_Acidic4	-21	6.88	1.864948082	None	Soil1_T0
Soil1	Soil1_Acidic4	-14	5.98	1.910833272	None	Soil1_T0
Soil1	Soil1_Acidic4	-8	5.08	1.931038775	None	Soil1_T0
Soil1	Soil1_Acidic4	6	3.73	1.838370489	None	Soil1_T0
Soil1	Soil1_Acidic4	-100	8.68	2.119899101	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-40	7.78	1.996695466	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-21	6.88	2.974858438	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-14	5.98	2.372199894	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-8	5.08	2.401680093	CHL	Soil1_T0
Soil1	Soil1_Acidic4	6	3.73	2.000270174	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-60	8.23	1.889159292	None	Soil1_T0
Soil1	Soil1_Acidic4	-26	7.33	2.09962135	None	Soil1_T0
Soil1	Soil1_Acidic4	-18	6.43	1.893419516	None	Soil1_T0
Soil1	Soil1_Acidic4	-11	5.53	1.918848463	None	Soil1_T0
Soil1	Soil1_Acidic4	-5	4.63	1.902596905	None	Soil1_T0
Soil1	Soil1_Acidic4	22	3.28	1.884589352	None	Soil1_T0
Soil1	Soil1_Acidic4	-60	8.23	2.242131523	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-26	7.33	2.035250566	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-18	6.43	2.980316759	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-11	5.53	2.443862375	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-5	4.63	2.412421068	CHL	Soil1_T0
Soil1	Soil1_Acidic4	22	3.28	2.055650449	CHL	Soil1_T0
Soil1	Soil1_Acidic4	0	4.18	1.997679006	None	Soil1_T0
Soil1	Soil1_Acidic4	0	4.18	2.049906565	None	Soil1_T0
Soil1	Soil1_Acidic4	0	4.18	2.320490742	CHL	Soil1_T0
Soil1	Soil1_Acidic4	0	4.18	2.45696077	CHL	Soil1_T0
Soil1	Soil1_Acidic4	0	4.18	1.990221461	None	Soil1_T0
Soil1	Soil1_Acidic4	0	4.18	2.452736684	CHL	Soil1_T0
Soil1	Soil1_Acidic4	-100	8.68	1.824421483	None	Soil1_T1
Soil1	Soil1_Acidic4	-40	7.78	2.000511697	None	Soil1_T1
Soil1	Soil1_Acidic4	-21	6.88	1.891526812	None	Soil1_T1
Soil1	Soil1_Acidic4	-14	5.98	1.932465212	None	Soil1_T1
Soil1	Soil1_Acidic4	-8	5.08	1.911649105	None	Soil1_T1
Soil1	Soil1_Acidic4	6	3.73	1.763281867	None	Soil1_T1
Soil1	Soil1_Acidic4	-100	8.68	2.142932641	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-40	7.78	1.9812613	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-21	6.88	3.020850692	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-14	5.98	2.44258483	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-8	5.08	2.460103361	CHL	Soil1_T1
Soil1	Soil1_Acidic4	6	3.73	2.021766875	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-60	8.23	1.937925848	None	Soil1_T1
Soil1	Soil1_Acidic4	-26	7.33	1.953542466	None	Soil1_T1
Soil1	Soil1_Acidic4	-18	6.43	1.88298534	None	Soil1_T1
Soil1	Soil1_Acidic4	-11	5.53	1.857781619	None	Soil1_T1
Soil1	Soil1_Acidic4	-5	4.63	1.863615291	None	Soil1_T1
Soil1	Soil1_Acidic4	22	3.28	1.855443449	None	Soil1_T1
Soil1	Soil1_Acidic4	-60	8.23	2.228693093	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-26	7.33	1.971607059	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-18	6.43	2.974590445	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-11	5.53	2.396606753	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-5	4.63	2.390847742	CHL	Soil1_T1
Soil1	Soil1_Acidic4	22	3.28	2.09573341	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-100	8.68	1.834290587	None	Soil1_T1
Soil1	Soil1_Acidic4	-40	7.78	1.910138405	None	Soil1_T1
Soil1	Soil1_Acidic4	-21	6.88	1.829723776	None	Soil1_T1
Soil1	Soil1_Acidic4	-14	5.98	1.842497728	None	Soil1_T1
Soil1	Soil1_Acidic4	-8	5.08	1.835565838	None	Soil1_T1
Soil1	Soil1_Acidic4	6	3.73	1.798875153	None	Soil1_T1
Soil1	Soil1_Acidic4	-100	8.68	2.134000137	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-40	7.78	1.952303088	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-21	6.88	2.884927494	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-14	5.98	2.418502172	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-8	5.08	2.411922682	CHL	Soil1_T1
Soil1	Soil1_Acidic4	6	3.73	2.019643928	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-60	8.23	1.894593983	None	Soil1_T1
Soil1	Soil1_Acidic4	-26	7.33	1.875932049	None	Soil1_T1
Soil1	Soil1_Acidic4	-18	6.43	1.880288764	None	Soil1_T1
Soil1	Soil1_Acidic4	-11	5.53	1.857936145	None	Soil1_T1
Soil1	Soil1_Acidic4	-5	4.63	1.842026326	None	Soil1_T1
Soil1	Soil1_Acidic4	22	3.28	1.81380867	None	Soil1_T1
Soil1	Soil1_Acidic4	-60	8.23	2.177172311	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-26	7.33	1.938754144	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-18	6.43	2.908558281	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-11	5.53	2.385677119	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-5	4.63	2.35813751	CHL	Soil1_T1
Soil1	Soil1_Acidic4	22	3.28	2.076855156	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-100	8.68	1.768859219	None	Soil1_T1
Soil1	Soil1_Acidic4	-40	7.78	1.884390139	None	Soil1_T1
Soil1	Soil1_Acidic4	-21	6.88	1.830340399	None	Soil1_T1
Soil1	Soil1_Acidic4	-14	5.98	1.842619528	None	Soil1_T1
Soil1	Soil1_Acidic4	-8	5.08	1.910921608	None	Soil1_T1
Soil1	Soil1_Acidic4	6	3.73	1.751088892	None	Soil1_T1
Soil1	Soil1_Acidic4	-100	8.68	2.10642148	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-40	7.78	1.971538251	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-21	6.88	2.89215906	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-14	5.98	2.416177417	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-8	5.08	2.492424339	CHL	Soil1_T1
Soil1	Soil1_Acidic4	6	3.73	2.001884383	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-60	8.23	1.86323102	None	Soil1_T1
Soil1	Soil1_Acidic4	-26	7.33	2.005515021	None	Soil1_T1
Soil1	Soil1_Acidic4	-18	6.43	1.917498998	None	Soil1_T1
Soil1	Soil1_Acidic4	-11	5.53	1.852495775	None	Soil1_T1
Soil1	Soil1_Acidic4	-5	4.63	1.863961675	None	Soil1_T1
Soil1	Soil1_Acidic4	22	3.28	1.838016699	None	Soil1_T1
Soil1	Soil1_Acidic4	-60	8.23	2.245982508	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-26	7.33	1.980329703	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-18	6.43	2.941935077	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-11	5.53	2.386183342	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-5	4.63	2.421241387	CHL	Soil1_T1
Soil1	Soil1_Acidic4	22	3.28	2.093603491	CHL	Soil1_T1
Soil1	Soil1_Acidic4	0	4.18	1.931091651	None	Soil1_T1
Soil1	Soil1_Acidic4	0	4.18	1.921181641	None	Soil1_T1
Soil1	Soil1_Acidic4	0	4.18	2.379893496	CHL	Soil1_T1
Soil1	Soil1_Acidic4	0	4.18	2.433608353	CHL	Soil1_T1
Soil1	Soil1_Acidic4	0	4.18	1.895775576	None	Soil1_T1
Soil1	Soil1_Acidic4	0	4.18	2.368907835	CHL	Soil1_T1
Soil1	Soil1_Acidic4	-100	8.68	1.790570068	None	Soil1_T2
Soil1	Soil1_Acidic4	-40	7.78	1.856607612	None	Soil1_T2
Soil1	Soil1_Acidic4	-21	6.88	1.785943389	None	Soil1_T2
Soil1	Soil1_Acidic4	-14	5.98	1.833614537	None	Soil1_T2
Soil1	Soil1_Acidic4	-8	5.08	1.890050953	None	Soil1_T2
Soil1	Soil1_Acidic4	6	3.73	1.753463626	None	Soil1_T2
Soil1	Soil1_Acidic4	-100	8.68	2.190295285	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-40	7.78	1.92902349	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-21	6.88	2.931246159	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-14	5.98	2.431150001	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-8	5.08	2.362756395	CHL	Soil1_T2
Soil1	Soil1_Acidic4	6	3.73	1.960611235	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-60	8.23	1.746585539	None	Soil1_T2
Soil1	Soil1_Acidic4	-26	7.33	1.79461348	None	Soil1_T2
Soil1	Soil1_Acidic4	-18	6.43	1.698779288	None	Soil1_T2
Soil1	Soil1_Acidic4	-11	5.53	1.78604968	None	Soil1_T2
Soil1	Soil1_Acidic4	-5	4.63	1.829789835	None	Soil1_T2
Soil1	Soil1_Acidic4	22	3.28	1.801965861	None	Soil1_T2
Soil1	Soil1_Acidic4	-60	8.23	2.172664142	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-26	7.33	1.94992807	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-18	6.43	2.887060019	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-11	5.53	2.334023387	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-5	4.63	2.381487316	CHL	Soil1_T2
Soil1	Soil1_Acidic4	22	3.28	2.042772804	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-100	8.68	1.748374848	None	Soil1_T2
Soil1	Soil1_Acidic4	-40	7.78	1.760534433	None	Soil1_T2
Soil1	Soil1_Acidic4	-21	6.88	1.748822171	None	Soil1_T2
Soil1	Soil1_Acidic4	-14	5.98	1.764666621	None	Soil1_T2
Soil1	Soil1_Acidic4	-8	5.08	1.781905653	None	Soil1_T2
Soil1	Soil1_Acidic4	6	3.73	1.745158205	None	Soil1_T2
Soil1	Soil1_Acidic4	-100	8.68	2.151623163	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-40	7.78	1.888528769	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-21	6.88	2.803846629	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-14	5.98	2.404957008	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-8	5.08	2.358808212	CHL	Soil1_T2
Soil1	Soil1_Acidic4	6	3.73	1.94343429	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-60	8.23	1.775254642	None	Soil1_T2
Soil1	Soil1_Acidic4	-26	7.33	1.729422825	None	Soil1_T2
Soil1	Soil1_Acidic4	-18	6.43	1.747107996	None	Soil1_T2
Soil1	Soil1_Acidic4	-11	5.53	1.736977554	None	Soil1_T2
Soil1	Soil1_Acidic4	-5	4.63	1.78411895	None	Soil1_T2
Soil1	Soil1_Acidic4	22	3.28	1.797709727	None	Soil1_T2
Soil1	Soil1_Acidic4	-60	8.23	2.093860453	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-26	7.33	1.937302182	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-18	6.43	2.814502005	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-11	5.53	2.370090799	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-5	4.63	2.341578694	CHL	Soil1_T2
Soil1	Soil1_Acidic4	22	3.28	1.988896728	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-100	8.68	1.764696719	None	Soil1_T2
Soil1	Soil1_Acidic4	-40	7.78	1.75023739	None	Soil1_T2
Soil1	Soil1_Acidic4	-21	6.88	1.732250678	None	Soil1_T2
Soil1	Soil1_Acidic4	-14	5.98	1.78425161	None	Soil1_T2
Soil1	Soil1_Acidic4	-8	5.08	1.813363019	None	Soil1_T2
Soil1	Soil1_Acidic4	6	3.73	1.772283591	None	Soil1_T2
Soil1	Soil1_Acidic4	-100	8.68	2.120215345	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-40	7.78	1.910418545	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-21	6.88	2.824248345	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-14	5.98	2.376339775	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-8	5.08	2.375737015	CHL	Soil1_T2
Soil1	Soil1_Acidic4	6	3.73	1.927349607	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-60	8.23	1.758024028	None	Soil1_T2
Soil1	Soil1_Acidic4	-26	7.33	1.808575673	None	Soil1_T2
Soil1	Soil1_Acidic4	-18	6.43	1.784281184	None	Soil1_T2
Soil1	Soil1_Acidic4	-11	5.53	1.817135546	None	Soil1_T2
Soil1	Soil1_Acidic4	-5	4.63	1.820470806	None	Soil1_T2
Soil1	Soil1_Acidic4	22	3.28	1.829323196	None	Soil1_T2
Soil1	Soil1_Acidic4	-60	8.23	2.191220115	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-26	7.33	1.932355433	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-18	6.43	2.838655585	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-11	5.53	2.386495373	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-5	4.63	2.362458003	CHL	Soil1_T2
Soil1	Soil1_Acidic4	22	3.28	2.020727496	CHL	Soil1_T2
Soil1	Soil1_Acidic4	0	4.18	1.909480116	None	Soil1_T2
Soil1	Soil1_Acidic4	0	4.18	1.813724901	None	Soil1_T2
Soil1	Soil1_Acidic4	0	4.18	2.366043187	CHL	Soil1_T2
Soil1	Soil1_Acidic4	0	4.18	2.336613504	CHL	Soil1_T2
Soil1	Soil1_Acidic4	0	4.18	1.890060581	None	Soil1_T2
Soil1	Soil1_Acidic4	0	4.18	2.393701957	CHL	Soil1_T2
Soil1	Soil1_Acidic4	-100	8.68	1.777950216	None	Soil1_T3
Soil1	Soil1_Acidic4	-40	7.78	1.511308128	None	Soil1_T3
Soil1	Soil1_Acidic4	-21	6.88	1.575662926	None	Soil1_T3
Soil1	Soil1_Acidic4	-14	5.98	1.558083958	None	Soil1_T3
Soil1	Soil1_Acidic4	-8	5.08	1.600500331	None	Soil1_T3
Soil1	Soil1_Acidic4	6	3.73	1.634527624	None	Soil1_T3
Soil1	Soil1_Acidic4	-100	8.68	2.176312658	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-40	7.78	1.824747224	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-21	6.88	2.653459499	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-14	5.98	2.220665096	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-8	5.08	2.163799262	CHL	Soil1_T3
Soil1	Soil1_Acidic4	6	3.73	1.881657105	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-60	8.23	1.346885786	None	Soil1_T3
Soil1	Soil1_Acidic4	-26	7.33	1.542230067	None	Soil1_T3
Soil1	Soil1_Acidic4	-18	6.43	1.563543737	None	Soil1_T3
Soil1	Soil1_Acidic4	-11	5.53	1.533993582	None	Soil1_T3
Soil1	Soil1_Acidic4	-5	4.63	1.61567343	None	Soil1_T3
Soil1	Soil1_Acidic4	22	3.28	1.789367418	None	Soil1_T3
Soil1	Soil1_Acidic4	-60	8.23	2.172130568	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-26	7.33	1.849735843	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-18	6.43	2.602582906	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-11	5.53	2.204901634	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-5	4.63	2.241755846	CHL	Soil1_T3
Soil1	Soil1_Acidic4	22	3.28	2.06267774	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-100	8.68	1.618321591	None	Soil1_T3
Soil1	Soil1_Acidic4	-40	7.78	1.489028305	None	Soil1_T3
Soil1	Soil1_Acidic4	-21	6.88	1.523457657	None	Soil1_T3
Soil1	Soil1_Acidic4	-14	5.98	1.497205204	None	Soil1_T3
Soil1	Soil1_Acidic4	-8	5.08	1.533119821	None	Soil1_T3
Soil1	Soil1_Acidic4	6	3.73	1.629314905	None	Soil1_T3
Soil1	Soil1_Acidic4	-100	8.68	2.162212175	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-40	7.78	1.803214544	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-21	6.88	2.617436528	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-14	5.98	2.178066686	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-8	5.08	2.169518012	CHL	Soil1_T3
Soil1	Soil1_Acidic4	6	3.73	1.87149663	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-60	8.23	1.349640453	None	Soil1_T3
Soil1	Soil1_Acidic4	-26	7.33	1.52657279	None	Soil1_T3
Soil1	Soil1_Acidic4	-18	6.43	1.511400717	None	Soil1_T3
Soil1	Soil1_Acidic4	-11	5.53	1.534870991	None	Soil1_T3
Soil1	Soil1_Acidic4	-5	4.63	1.586818279	None	Soil1_T3
Soil1	Soil1_Acidic4	22	3.28	1.72460193	None	Soil1_T3
Soil1	Soil1_Acidic4	-60	8.23	2.11520402	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-26	7.33	1.773394736	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-18	6.43	2.563896854	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-11	5.53	2.173835136	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-5	4.63	2.173020431	CHL	Soil1_T3
Soil1	Soil1_Acidic4	22	3.28	2.004549023	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-100	8.68	1.697867108	None	Soil1_T3
Soil1	Soil1_Acidic4	-40	7.78	1.452293291	None	Soil1_T3
Soil1	Soil1_Acidic4	-21	6.88	1.503954622	None	Soil1_T3
Soil1	Soil1_Acidic4	-14	5.98	1.481039821	None	Soil1_T3
Soil1	Soil1_Acidic4	-8	5.08	1.545889793	None	Soil1_T3
Soil1	Soil1_Acidic4	6	3.73	1.608274694	None	Soil1_T3
Soil1	Soil1_Acidic4	-100	8.68	2.116423262	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-40	7.78	1.820947806	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-21	6.88	2.605982161	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-14	5.98	2.141208639	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-8	5.08	2.186522606	CHL	Soil1_T3
Soil1	Soil1_Acidic4	6	3.73	1.82562824	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-60	8.23	1.308964951	None	Soil1_T3
Soil1	Soil1_Acidic4	-26	7.33	1.479518889	None	Soil1_T3
Soil1	Soil1_Acidic4	-18	6.43	1.549962308	None	Soil1_T3
Soil1	Soil1_Acidic4	-11	5.53	1.536542914	None	Soil1_T3
Soil1	Soil1_Acidic4	-5	4.63	1.569950592	None	Soil1_T3
Soil1	Soil1_Acidic4	22	3.28	1.756623956	None	Soil1_T3
Soil1	Soil1_Acidic4	-60	8.23	2.183475256	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-26	7.33	1.82997219	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-18	6.43	2.571892292	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-11	5.53	2.15113992	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-5	4.63	2.187894007	CHL	Soil1_T3
Soil1	Soil1_Acidic4	22	3.28	2.020236394	CHL	Soil1_T3
Soil1	Soil1_Acidic4	0	4.18	1.643016644	None	Soil1_T3
Soil1	Soil1_Acidic4	0	4.18	1.641343625	None	Soil1_T3
Soil1	Soil1_Acidic4	0	4.18	2.187920544	CHL	Soil1_T3
Soil1	Soil1_Acidic4	0	4.18	2.237652064	CHL	Soil1_T3
Soil1	Soil1_Acidic4	0	4.18	1.661300333	None	Soil1_T3
Soil1	Soil1_Acidic4	0	4.18	2.200150251	CHL	Soil1_T3
Soil1	Soil1_Acidic4	-100	8.68	0.6612205475	None	Soil1_T4
Soil1	Soil1_Acidic4	-40	7.78	0.6616704715	None	Soil1_T4
Soil1	Soil1_Acidic4	-21	6.88	1.244792965	None	Soil1_T4
Soil1	Soil1_Acidic4	-14	5.98	1.300709206	None	Soil1_T4
Soil1	Soil1_Acidic4	-8	5.08	1.374473226	None	Soil1_T4
Soil1	Soil1_Acidic4	6	3.73	1.578328868	None	Soil1_T4
Soil1	Soil1_Acidic4	-100	8.68	2.185477451	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-40	7.78	1.817083041	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-21	6.88	2.544518382	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-14	5.98	2.108527667	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-8	5.08	2.13433313	CHL	Soil1_T4
Soil1	Soil1_Acidic4	6	3.73	1.829796777	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-60	8.23	0.09604033803	None	Soil1_T4
Soil1	Soil1_Acidic4	-26	7.33	1.252684451	None	Soil1_T4
Soil1	Soil1_Acidic4	-18	6.43	1.202277496	None	Soil1_T4
Soil1	Soil1_Acidic4	-11	5.53	1.333912636	None	Soil1_T4
Soil1	Soil1_Acidic4	-5	4.63	1.439110669	None	Soil1_T4
Soil1	Soil1_Acidic4	22	3.28	1.786329775	None	Soil1_T4
Soil1	Soil1_Acidic4	-60	8.23	2.21320061	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-26	7.33	1.826841185	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-18	6.43	2.438759562	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-11	5.53	2.104870983	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-5	4.63	2.164208364	CHL	Soil1_T4
Soil1	Soil1_Acidic4	22	3.28	2.033795161	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-100	8.68	0.2431018382	None	Soil1_T4
Soil1	Soil1_Acidic4	-40	7.78	0.7008224935	None	Soil1_T4
Soil1	Soil1_Acidic4	-21	6.88	1.241512015	None	Soil1_T4
Soil1	Soil1_Acidic4	-14	5.98	1.27456379	None	Soil1_T4
Soil1	Soil1_Acidic4	-8	5.08	1.360893213	None	Soil1_T4
Soil1	Soil1_Acidic4	6	3.73	1.510968322	None	Soil1_T4
Soil1	Soil1_Acidic4	-100	8.68	2.168824485	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-40	7.78	1.764568496	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-21	6.88	2.504733162	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-14	5.98	2.088945751	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-8	5.08	2.109394449	CHL	Soil1_T4
Soil1	Soil1_Acidic4	6	3.73	1.801411595	CHL	Soil1_T4
Soil1	Soil1_Acidic4	-60	8.23	0.0600334457	None	Soil1_T4
Soil1	Soil1_Acidic4	-26	7.33	1.26465354	None	Soil1_T4
