Soil	Soil_ID	Unit	Expected_pH	NO3_mM	Chloramphenicol	Time_point
Soil18	Soil18_Neutral1	55	5.31	1.967254778	None	Soil18_T2
Soil18	Soil18_Neutral1	60	4.86	2.253758477	None	Soil18_T2
Soil18	Soil18_Neutral1	65	4.41	2.247943337	None	Soil18_T2
Soil18	Soil18_Neutral1	75	3.96	2.121273565	None	Soil18_T2
Soil18	Soil18_Neutral1	90	3.51	2.0368466	None	Soil18_T2
Soil18	Soil18_Neutral1	-100	8.91	2.019520239	None	Soil18_T2
Soil18	Soil18_Neutral1	-60	8.46	2.054210191	None	Soil18_T2
Soil18	Soil18_Neutral1	30	7.56	1.797016253	None	Soil18_T2
Soil18	Soil18_Neutral1	34	7.11	1.823389403	None	Soil18_T2
Soil18	Soil18_Neutral1	40	6.66	2.024690463	None	Soil18_T2
Soil18	Soil18_Neutral1	45	6.21	2.048042412	None	Soil18_T2
Soil18	Soil18_Neutral1	50	5.76	1.957707775	None	Soil18_T2
Soil18	Soil18_Neutral1	55	5.31	2.051505151	None	Soil18_T2
Soil18	Soil18_Neutral1	60	4.86	2.205304021	None	Soil18_T2
Soil18	Soil18_Neutral1	65	4.41	2.300368492	None	Soil18_T2
Soil18	Soil18_Neutral1	75	3.96	2.09638267	None	Soil18_T2
Soil18	Soil18_Neutral1	90	3.51	2.139573395	None	Soil18_T2
Soil18	Soil18_Neutral1	-100	8.91	1.984154587	None	Soil18_T2
Soil18	Soil18_Neutral1	-60	8.46	2.090913242	None	Soil18_T2
Soil18	Soil18_Neutral1	30	7.56	1.888865126	None	Soil18_T2
Soil18	Soil18_Neutral1	34	7.11	1.821296406	None	Soil18_T2
Soil18	Soil18_Neutral1	40	6.66	2.000261855	None	Soil18_T2
Soil18	Soil18_Neutral1	45	6.21	1.92623961	None	Soil18_T2
Soil18	Soil18_Neutral1	50	5.76	2.051505151	None	Soil18_T2
Soil18	Soil18_Neutral1	55	5.31	2.016003981	None	Soil18_T2
Soil18	Soil18_Neutral1	60	4.86	2.267411916	None	Soil18_T2
Soil18	Soil18_Neutral1	65	4.41	2.281141706	None	Soil18_T2
Soil18	Soil18_Neutral1	75	3.96	2.054067447	None	Soil18_T2
Soil18	Soil18_Neutral1	90	3.51	2.032831781	None	Soil18_T2
Soil18	Soil18_Neutral1	0	8.01	1.985724038	None	Soil18_T2
Soil18	Soil18_Neutral1	0	8.01	2.024144915	None	Soil18_T2
Soil18	Soil18_Neutral1	0	8.01	1.985286423	None	Soil18_T2
Soil18	Soil18_Neutral1	-100	8.91	2.065709273	CHL	Soil18_T2
Soil18	Soil18_Neutral1	-60	8.46	1.98296644	CHL	Soil18_T2
Soil18	Soil18_Neutral1	30	7.56	1.896369015	CHL	Soil18_T2
Soil18	Soil18_Neutral1	34	7.11	1.831236071	CHL	Soil18_T2
Soil18	Soil18_Neutral1	40	6.66	2.006273417	CHL	Soil18_T2
Soil18	Soil18_Neutral1	45	6.21	2.097200131	CHL	Soil18_T2
Soil18	Soil18_Neutral1	50	5.76	2.021165298	CHL	Soil18_T2
Soil18	Soil18_Neutral1	55	5.31	2.052483151	CHL	Soil18_T2
Soil18	Soil18_Neutral1	60	4.86	2.139326321	CHL	Soil18_T2
Soil18	Soil18_Neutral1	65	4.41	2.137409954	CHL	Soil18_T2
Soil18	Soil18_Neutral1	75	3.96	2.048646396	CHL	Soil18_T2
Soil18	Soil18_Neutral1	90	3.51	2.076973635	CHL	Soil18_T2
Soil18	Soil18_Neutral1	-100	8.91	1.947228641	CHL	Soil18_T2
Soil18	Soil18_Neutral1	-60	8.46	2.06165403	CHL	Soil18_T2
Soil18	Soil18_Neutral1	30	7.56	1.848307426	CHL	Soil18_T2
Soil18	Soil18_Neutral1	34	7.11	1.857105394	CHL	Soil18_T2
Soil18	Soil18_Neutral1	40	6.66	2.072601258	CHL	Soil18_T2
Soil18	Soil18_Neutral1	45	6.21	2.058103486	CHL	Soil18_T2
Soil18	Soil18_Neutral1	50	5.76	2.079729611	CHL	Soil18_T2
Soil18	Soil18_Neutral1	55	5.31	2.069725125	CHL	Soil18_T2
Soil18	Soil18_Neutral1	60	4.86	2.142149756	CHL	Soil18_T2
Soil18	Soil18_Neutral1	65	4.41	2.14961186	CHL	Soil18_T2
Soil18	Soil18_Neutral1	75	3.96	2.070028074	CHL	Soil18_T2
Soil18	Soil18_Neutral1	90	3.51	2.110371585	CHL	Soil18_T2
Soil18	Soil18_Neutral1	-100	8.91	2.001645693	CHL	Soil18_T2
Soil18	Soil18_Neutral1	-60	8.46	2.033635883	CHL	Soil18_T2
Soil18	Soil18_Neutral1	30	7.56	1.771999224	CHL	Soil18_T2
Soil18	Soil18_Neutral1	34	7.11	1.801722019	CHL	Soil18_T2
Soil18	Soil18_Neutral1	40	6.66	2.017271033	CHL	Soil18_T2
Soil18	Soil18_Neutral1	45	6.21	2.055433664	CHL	Soil18_T2
Soil18	Soil18_Neutral1	50	5.76	2.000647432	CHL	Soil18_T2
Soil18	Soil18_Neutral1	55	5.31	2.009143005	CHL	Soil18_T2
Soil18	Soil18_Neutral1	60	4.86	2.088208734	CHL	Soil18_T2
Soil18	Soil18_Neutral1	65	4.41	2.058511313	CHL	Soil18_T2
Soil18	Soil18_Neutral1	75	3.96	2.179389924	CHL	Soil18_T2
Soil18	Soil18_Neutral1	90	3.51	2.06880582	CHL	Soil18_T2
Soil18	Soil18_Neutral1	0	8.01	1.99478031	CHL	Soil18_T2
Soil18	Soil18_Neutral1	0	8.01	1.990766109	CHL	Soil18_T2
Soil18	Soil18_Neutral1	0	8.01	1.928564481	CHL	Soil18_T2
Soil18	Soil18_Neutral1	-100	8.91	2.014699839	None	Soil18_T3
Soil18	Soil18_Neutral1	-60	8.46	2.031955164	None	Soil18_T3
Soil18	Soil18_Neutral1	30	7.56	1.670036586	None	Soil18_T3
Soil18	Soil18_Neutral1	34	7.11	1.682573678	None	Soil18_T3
Soil18	Soil18_Neutral1	40	6.66	1.875315173	None	Soil18_T3
Soil18	Soil18_Neutral1	45	6.21	1.964852732	None	Soil18_T3
Soil18	Soil18_Neutral1	50	5.76	1.937124061	None	Soil18_T3
Soil18	Soil18_Neutral1	55	5.31	1.993426656	None	Soil18_T3
Soil18	Soil18_Neutral1	60	4.86	2.198122696	None	Soil18_T3
Soil18	Soil18_Neutral1	65	4.41	2.249934466	None	Soil18_T3
Soil18	Soil18_Neutral1	75	3.96	2.054671867	None	Soil18_T3
Soil18	Soil18_Neutral1	90	3.51	2.059646229	None	Soil18_T3
Soil18	Soil18_Neutral1	-100	8.91	2.012096004	None	Soil18_T3
Soil18	Soil18_Neutral1	-60	8.46	2.035223961	None	Soil18_T3
Soil18	Soil18_Neutral1	30	7.56	1.614742957	None	Soil18_T3
Soil18	Soil18_Neutral1	34	7.11	1.620533978	None	Soil18_T3
Soil18	Soil18_Neutral1	40	6.66	1.867892998	None	Soil18_T3
Soil18	Soil18_Neutral1	45	6.21	1.947306559	None	Soil18_T3
Soil18	Soil18_Neutral1	50	5.76	1.942665035	None	Soil18_T3
Soil18	Soil18_Neutral1	55	5.31	1.96302777	None	Soil18_T3
Soil18	Soil18_Neutral1	60	4.86	2.198779827	None	Soil18_T3
Soil18	Soil18_Neutral1	65	4.41	2.183223925	None	Soil18_T3
Soil18	Soil18_Neutral1	75	3.96	2.059884933	None	Soil18_T3
Soil18	Soil18_Neutral1	90	3.51	2.0599522	None	Soil18_T3
Soil18	Soil18_Neutral1	-100	8.91	2.005495557	None	Soil18_T3
Soil18	Soil18_Neutral1	-60	8.46	1.96974819	None	Soil18_T3
Soil18	Soil18_Neutral1	30	7.56	1.637263129	None	Soil18_T3
Soil18	Soil18_Neutral1	34	7.11	1.671863415	None	Soil18_T3
Soil18	Soil18_Neutral1	40	6.66	1.842517794	None	Soil18_T3
Soil18	Soil18_Neutral1	45	6.21	1.854038359	None	Soil18_T3
Soil18	Soil18_Neutral1	50	5.76	1.952306954	None	Soil18_T3
Soil18	Soil18_Neutral1	55	5.31	1.922234276	None	Soil18_T3
Soil18	Soil18_Neutral1	60	4.86	2.154851824	None	Soil18_T3
Soil18	Soil18_Neutral1	65	4.41	2.261302106	None	Soil18_T3
Soil18	Soil18_Neutral1	75	3.96	1.983166413	None	Soil18_T3
Soil18	Soil18_Neutral1	90	3.51	2.066802969	None	Soil18_T3
Soil18	Soil18_Neutral1	0	8.01	1.767054719	None	Soil18_T3
Soil18	Soil18_Neutral1	0	8.01	1.81641964	None	Soil18_T3
Soil18	Soil18_Neutral1	0	8.01	1.787266366	None	Soil18_T3
Soil18	Soil18_Neutral1	-100	8.91	1.892360273	CHL	Soil18_T3
Soil18	Soil18_Neutral1	-60	8.46	1.935789062	CHL	Soil18_T3
Soil18	Soil18_Neutral1	30	7.56	1.635401663	CHL	Soil18_T3
Soil18	Soil18_Neutral1	34	7.11	1.73583837	CHL	Soil18_T3
Soil18	Soil18_Neutral1	40	6.66	1.88102146	CHL	Soil18_T3
Soil18	Soil18_Neutral1	45	6.21	1.992743447	CHL	Soil18_T3
Soil18	Soil18_Neutral1	50	5.76	1.933251122	CHL	Soil18_T3
Soil18	Soil18_Neutral1	55	5.31	2.008289679	CHL	Soil18_T3
Soil18	Soil18_Neutral1	60	4.86	2.093543945	CHL	Soil18_T3
Soil18	Soil18_Neutral1	65	4.41	2.143074864	CHL	Soil18_T3
Soil18	Soil18_Neutral1	75	3.96	2.112523801	CHL	Soil18_T3
Soil18	Soil18_Neutral1	90	3.51	2.065953202	CHL	Soil18_T3
Soil18	Soil18_Neutral1	-100	8.91	1.861179477	CHL	Soil18_T3
Soil18	Soil18_Neutral1	-60	8.46	1.957061611	CHL	Soil18_T3
Soil18	Soil18_Neutral1	30	7.56	1.758412425	CHL	Soil18_T3
Soil18	Soil18_Neutral1	34	7.11	1.781797971	CHL	Soil18_T3
Soil18	Soil18_Neutral1	40	6.66	1.955031353	CHL	Soil18_T3
Soil18	Soil18_Neutral1	45	6.21	1.982398062	CHL	Soil18_T3
Soil18	Soil18_Neutral1	50	5.76	1.997168078	CHL	Soil18_T3
Soil18	Soil18_Neutral1	55	5.31	2.032858573	CHL	Soil18_T3
Soil18	Soil18_Neutral1	60	4.86	2.087522937	CHL	Soil18_T3
Soil18	Soil18_Neutral1	65	4.41	2.108334328	CHL	Soil18_T3
Soil18	Soil18_Neutral1	75	3.96	2.025044582	CHL	Soil18_T3
Soil18	Soil18_Neutral1	90	3.51	2.104679153	CHL	Soil18_T3
Soil18	Soil18_Neutral1	-100	8.91	1.871003262	CHL	Soil18_T3
Soil18	Soil18_Neutral1	-60	8.46	1.990807419	CHL	Soil18_T3
Soil18	Soil18_Neutral1	30	7.56	1.651975077	CHL	Soil18_T3
Soil18	Soil18_Neutral1	34	7.11	1.760302055	CHL	Soil18_T3
Soil18	Soil18_Neutral1	40	6.66	1.873612055	CHL	Soil18_T3
Soil18	Soil18_Neutral1	45	6.21	1.96670002	CHL	Soil18_T3
Soil18	Soil18_Neutral1	50	5.76	1.925453978	CHL	Soil18_T3
Soil18	Soil18_Neutral1	55	5.31	2.00623439	CHL	Soil18_T3
Soil18	Soil18_Neutral1	60	4.86	2.016331718	CHL	Soil18_T3
Soil18	Soil18_Neutral1	65	4.41	2.02516593	CHL	Soil18_T3
Soil18	Soil18_Neutral1	75	3.96	2.10924146	CHL	Soil18_T3
Soil18	Soil18_Neutral1	90	3.51	2.062859543	CHL	Soil18_T3
Soil18	Soil18_Neutral1	0	8.01	1.824056318	CHL	Soil18_T3
Soil18	Soil18_Neutral1	0	8.01	1.855479646	CHL	Soil18_T3
Soil18	Soil18_Neutral1	0	8.01	1.778477193	CHL	Soil18_T3
Soil18	Soil18_Neutral1	-100	8.91	1.93588141	None	Soil18_T4
Soil18	Soil18_Neutral1	-60	8.46	1.982319738	None	Soil18_T4
Soil18	Soil18_Neutral1	30	7.56	1.602030733	None	Soil18_T4
Soil18	Soil18_Neutral1	34	7.11	1.654942571	None	Soil18_T4
Soil18	Soil18_Neutral1	40	6.66	1.861144921	None	Soil18_T4
Soil18	Soil18_Neutral1	45	6.21	1.925858109	None	Soil18_T4
Soil18	Soil18_Neutral1	50	5.76	2.016156827	None	Soil18_T4
Soil18	Soil18_Neutral1	55	5.31	1.954723626	None	Soil18_T4
Soil18	Soil18_Neutral1	60	4.86	2.2717253	None	Soil18_T4
Soil18	Soil18_Neutral1	65	4.41	2.338846941	None	Soil18_T4
Soil18	Soil18_Neutral1	75	3.96	2.017297547	None	Soil18_T4
Soil18	Soil18_Neutral1	90	3.51	2.065406239	None	Soil18_T4
Soil18	Soil18_Neutral1	-100	8.91	2.038080837	None	Soil18_T4
Soil18	Soil18_Neutral1	-60	8.46	1.95469225	None	Soil18_T4
Soil18	Soil18_Neutral1	30	7.56	1.601788232	None	Soil18_T4
Soil18	Soil18_Neutral1	34	7.11	1.552521285	None	Soil18_T4
Soil18	Soil18_Neutral1	40	6.66	1.862495001	None	Soil18_T4
Soil18	Soil18_Neutral1	45	6.21	1.899298986	None	Soil18_T4
Soil18	Soil18_Neutral1	50	5.76	2.020012828	None	Soil18_T4
Soil18	Soil18_Neutral1	55	5.31	1.982701753	None	Soil18_T4
Soil18	Soil18_Neutral1	60	4.86	2.289884874	None	Soil18_T4
Soil18	Soil18_Neutral1	65	4.41	2.203980336	None	Soil18_T4
Soil18	Soil18_Neutral1	75	3.96	2.073011282	None	Soil18_T4
Soil18	Soil18_Neutral1	90	3.51	2.149331978	None	Soil18_T4
Soil18	Soil18_Neutral1	-100	8.91	2.018639873	None	Soil18_T4
Soil18	Soil18_Neutral1	-60	8.46	2.029829901	None	Soil18_T4
Soil18	Soil18_Neutral1	30	7.56	1.670102663	None	Soil18_T4
Soil18	Soil18_Neutral1	34	7.11	1.679210193	None	Soil18_T4
Soil18	Soil18_Neutral1	40	6.66	1.841052258	None	Soil18_T4
Soil18	Soil18_Neutral1	45	6.21	1.886169414	None	Soil18_T4
Soil18	Soil18_Neutral1	50	5.76	2.05977866	None	Soil18_T4
Soil18	Soil18_Neutral1	55	5.31	2.074339552	None	Soil18_T4
Soil18	Soil18_Neutral1	60	4.86	2.44302505	None	Soil18_T4
Soil18	Soil18_Neutral1	65	4.41	2.422147395	None	Soil18_T4
Soil18	Soil18_Neutral1	75	3.96	2.151246529	None	Soil18_T4
Soil18	Soil18_Neutral1	90	3.51	2.058623151	None	Soil18_T4
Soil18	Soil18_Neutral1	0	8.01	1.793734096	None	Soil18_T4
Soil18	Soil18_Neutral1	0	8.01	1.727777474	None	Soil18_T4
Soil18	Soil18_Neutral1	0	8.01	1.680985326	None	Soil18_T4
Soil18	Soil18_Neutral1	-100	8.91	1.921844895	CHL	Soil18_T4
Soil18	Soil18_Neutral1	-60	8.46	1.913809282	CHL	Soil18_T4
Soil18	Soil18_Neutral1	30	7.56	1.634866542	CHL	Soil18_T4
Soil18	Soil18_Neutral1	34	7.11	1.658300829	CHL	Soil18_T4
Soil18	Soil18_Neutral1	40	6.66	1.911996861	CHL	Soil18_T4
Soil18	Soil18_Neutral1	45	6.21	1.952368065	CHL	Soil18_T4
Soil18	Soil18_Neutral1	50	5.76	2.047863127	CHL	Soil18_T4
Soil18	Soil18_Neutral1	55	5.31	1.997911217	CHL	Soil18_T4
Soil18	Soil18_Neutral1	60	4.86	2.02410767	CHL	Soil18_T4
Soil18	Soil18_Neutral1	65	4.41	2.073806955	CHL	Soil18_T4
Soil18	Soil18_Neutral1	75	3.96	2.168423448	CHL	Soil18_T4
Soil18	Soil18_Neutral1	90	3.51	2.056090668	CHL	Soil18_T4
Soil18	Soil18_Neutral1	-100	8.91	1.895143481	CHL	Soil18_T4
Soil18	Soil18_Neutral1	-60	8.46	1.961387823	CHL	Soil18_T4
Soil18	Soil18_Neutral1	30	7.56	1.659613076	CHL	Soil18_T4
Soil18	Soil18_Neutral1	34	7.11	1.701275809	CHL	Soil18_T4
Soil18	Soil18_Neutral1	40	6.66	1.867007436	CHL	Soil18_T4
Soil18	Soil18_Neutral1	45	6.21	1.824938047	CHL	Soil18_T4
Soil18	Soil18_Neutral1	50	5.76	2.120864375	CHL	Soil18_T4
Soil18	Soil18_Neutral1	55	5.31	1.942746139	CHL	Soil18_T4
Soil18	Soil18_Neutral1	60	4.86	2.060499976	CHL	Soil18_T4
Soil18	Soil18_Neutral1	65	4.41	2.091549835	CHL	Soil18_T4
Soil18	Soil18_Neutral1	75	3.96	2.03501941	CHL	Soil18_T4
Soil18	Soil18_Neutral1	90	3.51	2.152003479	CHL	Soil18_T4
Soil18	Soil18_Neutral1	-100	8.91	2.033196029	CHL	Soil18_T4
Soil18	Soil18_Neutral1	-60	8.46	1.939671158	CHL	Soil18_T4
Soil18	Soil18_Neutral1	30	7.56	1.685751112	CHL	Soil18_T4
Soil18	Soil18_Neutral1	34	7.11	1.781422517	CHL	Soil18_T4
Soil18	Soil18_Neutral1	40	6.66	1.9783764	CHL	Soil18_T4
Soil18	Soil18_Neutral1	45	6.21	1.941666985	CHL	Soil18_T4
Soil18	Soil18_Neutral1	50	5.76	2.031772832	CHL	Soil18_T4
Soil18	Soil18_Neutral1	55	5.31	1.915679129	CHL	Soil18_T4
Soil18	Soil18_Neutral1	60	4.86	2.17141461	CHL	Soil18_T4
Soil18	Soil18_Neutral1	65	4.41	2.10716604	CHL	Soil18_T4
Soil18	Soil18_Neutral1	75	3.96	2.237093434	CHL	Soil18_T4
Soil18	Soil18_Neutral1	90	3.51	2.22381388	CHL	Soil18_T4
Soil18	Soil18_Neutral1	0	8.01	1.691972715	CHL	Soil18_T4
Soil18	Soil18_Neutral1	0	8.01	1.737831369	CHL	Soil18_T4
Soil18	Soil18_Neutral1	0	8.01	1.722832206	CHL	Soil18_T4
Soil18	Soil18_Neutral1	-100	8.91	2.012923425	None	Soil18_T5
Soil18	Soil18_Neutral1	-60	8.46	1.959377568	None	Soil18_T5
Soil18	Soil18_Neutral1	30	7.56	1.470454102	None	Soil18_T5
Soil18	Soil18_Neutral1	34	7.11	1.490047323	None	Soil18_T5
Soil18	Soil18_Neutral1	40	6.66	1.727441405	None	Soil18_T5
Soil18	Soil18_Neutral1	45	6.21	1.769309542	None	Soil18_T5
Soil18	Soil18_Neutral1	50	5.76	2.153655513	None	Soil18_T5
Soil18	Soil18_Neutral1	55	5.31	1.911314776	None	Soil18_T5
Soil18	Soil18_Neutral1	60	4.86	2.195568275	None	Soil18_T5
Soil18	Soil18_Neutral1	65	4.41	2.215856029	None	Soil18_T5
Soil18	Soil18_Neutral1	75	3.96	1.999591047	None	Soil18_T5
Soil18	Soil18_Neutral1	90	3.51	2.015127887	None	Soil18_T5
Soil18	Soil18_Neutral1	-100	8.91	2.041435275	None	Soil18_T5
Soil18	Soil18_Neutral1	-60	8.46	1.741673152	None	Soil18_T5
Soil18	Soil18_Neutral1	30	7.56	1.453395591	None	Soil18_T5
Soil18	Soil18_Neutral1	34	7.11	1.437449297	None	Soil18_T5
Soil18	Soil18_Neutral1	40	6.66	1.722509912	None	Soil18_T5
Soil18	Soil18_Neutral1	45	6.21	1.815231356	None	Soil18_T5
Soil18	Soil18_Neutral1	50	5.76	2.139487516	None	Soil18_T5
Soil18	Soil18_Neutral1	55	5.31	1.912456461	None	Soil18_T5
Soil18	Soil18_Neutral1	60	4.86	2.199460468	None	Soil18_T5
Soil18	Soil18_Neutral1	65	4.41	2.069920728	None	Soil18_T5
Soil18	Soil18_Neutral1	75	3.96	2.071476537	None	Soil18_T5
Soil18	Soil18_Neutral1	90	3.51	2.043911158	None	Soil18_T5
Soil18	Soil18_Neutral1	-100	8.91	1.969009741	None	Soil18_T5
Soil18	Soil18_Neutral1	-60	8.46	1.1734515	None	Soil18_T5
Soil18	Soil18_Neutral1	30	7.56	1.509819708	None	Soil18_T5
Soil18	Soil18_Neutral1	34	7.11	1.475530345	None	Soil18_T5
Soil18	Soil18_Neutral1	40	6.66	1.637426102	None	Soil18_T5
Soil18	Soil18_Neutral1	45	6.21	1.63374606	None	Soil18_T5
Soil18	Soil18_Neutral1	50	5.76	2.124877943	None	Soil18_T5
Soil18	Soil18_Neutral1	55	5.31	1.895546992	None	Soil18_T5
Soil18	Soil18_Neutral1	60	4.86	2.160325779	None	Soil18_T5
Soil18	Soil18_Neutral1	65	4.41	2.219181684	None	Soil18_T5
Soil18	Soil18_Neutral1	75	3.96	1.989162799	None	Soil18_T5
Soil18	Soil18_Neutral1	90	3.51	1.967312116	None	Soil18_T5
Soil18	Soil18_Neutral1	0	8.01	1.836884838	None	Soil18_T5
Soil18	Soil18_Neutral1	0	8.01	1.646621232	None	Soil18_T5
Soil18	Soil18_Neutral1	0	8.01	1.60164472	None	Soil18_T5
Soil18	Soil18_Neutral1	-100	8.91	1.911491686	CHL	Soil18_T5
Soil18	Soil18_Neutral1	-60	8.46	1.884591093	CHL	Soil18_T5
Soil18	Soil18_Neutral1	30	7.56	1.561320386	CHL	Soil18_T5
Soil18	Soil18_Neutral1	34	7.11	1.614020722	CHL	Soil18_T5
Soil18	Soil18_Neutral1	40	6.66	1.805836842	CHL	Soil18_T5
Soil18	Soil18_Neutral1	45	6.21	1.890584934	CHL	Soil18_T5
Soil18	Soil18_Neutral1	50	5.76	2.123849748	CHL	Soil18_T5
Soil18	Soil18_Neutral1	55	5.31	1.943709384	CHL	Soil18_T5
Soil18	Soil18_Neutral1	60	4.86	2.035366223	CHL	Soil18_T5
Soil18	Soil18_Neutral1	65	4.41	2.109614608	CHL	Soil18_T5
Soil18	Soil18_Neutral1	75	3.96	2.094820575	CHL	Soil18_T5
Soil18	Soil18_Neutral1	90	3.51	2.061957867	CHL	Soil18_T5
Soil18	Soil18_Neutral1	-100	8.91	1.872404112	CHL	Soil18_T5
Soil18	Soil18_Neutral1	-60	8.46	1.916609549	CHL	Soil18_T5
Soil18	Soil18_Neutral1	30	7.56	1.615453729	CHL	Soil18_T5
Soil18	Soil18_Neutral1	34	7.11	1.65683111	CHL	Soil18_T5
Soil18	Soil18_Neutral1	40	6.66	1.845246561	CHL	Soil18_T5
Soil18	Soil18_Neutral1	45	6.21	1.931948894	CHL	Soil18_T5
Soil18	Soil18_Neutral1	50	5.76	2.118907689	CHL	Soil18_T5
Soil18	Soil18_Neutral1	55	5.31	1.970637998	CHL	Soil18_T5
Soil18	Soil18_Neutral1	60	4.86	2.072681161	CHL	Soil18_T5
Soil18	Soil18_Neutral1	65	4.41	2.105142676	CHL	Soil18_T5
Soil18	Soil18_Neutral1	75	3.96	2.020348887	CHL	Soil18_T5
Soil18	Soil18_Neutral1	90	3.51	2.150523582	CHL	Soil18_T5
Soil18	Soil18_Neutral1	-100	8.91	1.93536509	CHL	Soil18_T5
Soil18	Soil18_Neutral1	-60	8.46	1.942325598	CHL	Soil18_T5
Soil18	Soil18_Neutral1	30	7.56	1.642994452	CHL	Soil18_T5
Soil18	Soil18_Neutral1	34	7.11	1.687314301	CHL	Soil18_T5
Soil18	Soil18_Neutral1	40	6.66	1.92775617	CHL	Soil18_T5
Soil18	Soil18_Neutral1	45	6.21	1.902114611	CHL	Soil18_T5
Soil18	Soil18_Neutral1	50	5.76	2.166570584	CHL	Soil18_T5
Soil18	Soil18_Neutral1	55	5.31	1.959599666	CHL	Soil18_T5
Soil18	Soil18_Neutral1	60	4.86	2.085463582	CHL	Soil18_T5
Soil18	Soil18_Neutral1	65	4.41	1.995693929	CHL	Soil18_T5
Soil18	Soil18_Neutral1	75	3.96	2.173938091	CHL	Soil18_T5
Soil18	Soil18_Neutral1	90	3.51	2.053650016	CHL	Soil18_T5
Soil18	Soil18_Neutral1	0	8.01	1.869310976	CHL	Soil18_T5
Soil18	Soil18_Neutral1	0	8.01	1.6909609	CHL	Soil18_T5
Soil18	Soil18_Neutral1	0	8.01	1.642411909	CHL	Soil18_T5
Soil18	Soil18_Neutral1	-100	8.91	1.523194758	None	Soil18_T6
Soil18	Soil18_Neutral1	-60	8.46	0.2775983149	None	Soil18_T6
Soil18	Soil18_Neutral1	30	7.56	1.284241625	None	Soil18_T6
Soil18	Soil18_Neutral1	34	7.11	1.370899927	None	Soil18_T6
Soil18	Soil18_Neutral1	40	6.66	1.447499332	None	Soil18_T6
Soil18	Soil18_Neutral1	45	6.21	1.680816865	None	Soil18_T6
Soil18	Soil18_Neutral1	50	5.76	2.225566525	None	Soil18_T6
Soil18	Soil18_Neutral1	55	5.31	1.837543632	None	Soil18_T6
Soil18	Soil18_Neutral1	60	4.86	2.165215573	None	Soil18_T6
Soil18	Soil18_Neutral1	65	4.41	2.166569326	None	Soil18_T6
Soil18	Soil18_Neutral1	75	3.96	2.013622717	None	Soil18_T6
Soil18	Soil18_Neutral1	90	3.51	2.001288963	None	Soil18_T6
Soil18	Soil18_Neutral1	-100	8.91	1.364832747	None	Soil18_T6
Soil18	Soil18_Neutral1	-60	8.46	0.1087952408	None	Soil18_T6
Soil18	Soil18_Neutral1	30	7.56	1.262253292	None	Soil18_T6
Soil18	Soil18_Neutral1	34	7.11	1.251438814	None	Soil18_T6
Soil18	Soil18_Neutral1	40	6.66	1.578705853	None	Soil18_T6
Soil18	Soil18_Neutral1	45	6.21	1.693770998	None	Soil18_T6
Soil18	Soil18_Neutral1	50	5.76	2.105080467	None	Soil18_T6
Soil18	Soil18_Neutral1	55	5.31	1.886838491	None	Soil18_T6
Soil18	Soil18_Neutral1	60	4.86	2.164255082	None	Soil18_T6
Soil18	Soil18_Neutral1	65	4.41	2.078924503	None	Soil18_T6
Soil18	Soil18_Neutral1	75	3.96	2.103091344	None	Soil18_T6
Soil18	Soil18_Neutral1	90	3.51	2.118965078	None	Soil18_T6
Soil18	Soil18_Neutral1	-100	8.91	1.428252011	None	Soil18_T6
Soil18	Soil18_Neutral1	-60	8.46	0	None	Soil18_T6
Soil18	Soil18_Neutral1	30	7.56	1.30377347	None	Soil18_T6
Soil18	Soil18_Neutral1	34	7.11	1.316569011	None	Soil18_T6
Soil18	Soil18_Neutral1	40	6.66	1.491877639	None	Soil18_T6
Soil18	Soil18_Neutral1	45	6.21	1.482200004	None	Soil18_T6
Soil18	Soil18_Neutral1	50	5.76	2.072321898	None	Soil18_T6
Soil18	Soil18_Neutral1	55	5.31	1.884497927	None	Soil18_T6
Soil18	Soil18_Neutral1	60	4.86	2.163649187	None	Soil18_T6
Soil18	Soil18_Neutral1	65	4.41	2.189756489	None	Soil18_T6
Soil18	Soil18_Neutral1	75	3.96	2.046874873	None	Soil18_T6
Soil18	Soil18_Neutral1	90	3.51	2.005646498	None	Soil18_T6
Soil18	Soil18_Neutral1	0	8.01	1.482533098	None	Soil18_T6
Soil18	Soil18_Neutral1	0	8.01	1.369381717	None	Soil18_T6
Soil18	Soil18_Neutral1	0	8.01	1.35417261	None	Soil18_T6
Soil18	Soil18_Neutral1	-100	8.91	1.840805871	CHL	Soil18_T6
Soil18	Soil18_Neutral1	-60	8.46	1.868645421	CHL	Soil18_T6
Soil18	Soil18_Neutral1	30	7.56	1.424283742	CHL	Soil18_T6
Soil18	Soil18_Neutral1	34	7.11	1.498987647	CHL	Soil18_T6
Soil18	Soil18_Neutral1	40	6.66	1.774335594	CHL	Soil18_T6
Soil18	Soil18_Neutral1	45	6.21	1.867824575	CHL	Soil18_T6
Soil18	Soil18_Neutral1	50	5.76	2.090561611	CHL	Soil18_T6
Soil18	Soil18_Neutral1	55	5.31	1.927587962	CHL	Soil18_T6
Soil18	Soil18_Neutral1	60	4.86	2.001929023	CHL	Soil18_T6
Soil18	Soil18_Neutral1	65	4.41	2.101670506	CHL	Soil18_T6
Soil18	Soil18_Neutral1	75	3.96	2.123171054	CHL	Soil18_T6
Soil18	Soil18_Neutral1	90	3.51	2.031744233	CHL	Soil18_T6
Soil18	Soil18_Neutral1	-100	8.91	1.891302453	CHL	Soil18_T6
