Well	Nitrite_input	Nitrate_input	Ammonium_input	Soil	Soil_ID	Sample_type	Titration_type	Unit	Concentration_M	Added_ul	Expected_pH	Chloramphenicol	Cycloheximide	Time_point	Ammonia_OD650	Ammonia_mM	NH4_mM	Time_minutes	Time_hours	Time_days	H_mol	Soil_name	Depth	Soil_pH	Moisture_percent	Volume	H_Molarity	H_mM	Time	mcf	Correction_factor_NH4	Replicate	pH	Ave_UnitT0_NH4_mM	Ave_NN_NH4_mM	Correction_factor_by_Unit
D06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	None	None	Soil9_T8	0.00435	0	0	4000	66.66666667	2.777777778	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T8	1.120752427	0.8566312065	3	4.471471471	0.5211768021	0.5022102671	0.9636082516
D06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	None	None	Soil9_T9	0.00655	0.0001715329741	0.0003997939318	5460	91	3.791666667	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T9	1.120752427	0.8318382445	3	4.471471471	0.5211768021	0.5022102671	0.9636082516
H04	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T0	0.38175	0.1806202457	0.5268033622	0	0	0	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T0	1.120752427	1.040956096	1	4.299299299	0.5211768021	0.5022102671	0.9636082516
H04	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T1	0.3715	0.1756556996	0.473596148	210	3.5	0.1458333333	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T1	1.120752427	0.9622683873	1	4.299299299	0.5211768021	0.5022102671	0.9636082516
H04	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T2	0.39935	0.1891493791	0.4806584094	450	7.5	0.3125	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T2	1.120752427	0.9069470408	1	4.299299299	0.5211768021	0.5022102671	0.9636082516
H04	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T3	0.40005	0.1894887275	0.491012034	1100	18.33333333	0.7638888889	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T3	1.120752427	0.924823933	1	4.299299299	0.5211768021	0.5022102671	0.9636082516
H04	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T4	0.41895	0.1986546538	0.5095523327	1465	24.41666667	1.017361111	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T4	1.120752427	0.9154620673	1	4.299299299	0.5211768021	0.5022102671	0.9636082516
H04	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T5	0.42125	0.1997705476	0.4845344541	1810	30.16666667	1.256944444	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T5	1.120752427	0.8656523399	1	4.299299299	0.5211768021	0.5022102671	0.9636082516
H04	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T6	0.42425	0.2012262126	0.5021391558	2530	42.16666667	1.756944444	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T6	1.120752427	0.8906146571	1	4.299299299	0.5211768021	0.5022102671	0.9636082516
H04	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T7	0.43255	0.2052544454	0.5039016957	3255	54.25	2.260416667	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T7	1.120752427	0.8762006101	1	4.299299299	0.5211768021	0.5022102671	0.9636082516
H04	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T8	0.4422	0.2099395235	0.5038923851	4000	66.66666667	2.777777778	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T8	1.120752427	0.8566312065	1	4.299299299	0.5211768021	0.5022102671	0.9636082516
H04	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T9	0.45435	0.2158408795	0.5030628911	5460	91	3.791666667	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T9	1.120752427	0.8318382445	1	4.299299299	0.5211768021	0.5022102671	0.9636082516
H05	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T0	0.38185	0.1806686901	0.5269446569	0	0	0	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T0	1.120752427	1.040956096	2	4.299299299	0.5211768021	0.5022102671	0.9636082516
H05	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T1	0.38705	0.1831880598	0.4939046083	210	3.5	0.1458333333	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T1	1.120752427	0.9622683873	2	4.299299299	0.5211768021	0.5022102671	0.9636082516
H05	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T2	0.40145	0.1901674523	0.4832454938	450	7.5	0.3125	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T2	1.120752427	0.9069470408	2	4.299299299	0.5211768021	0.5022102671	0.9636082516
H05	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T3	0.4004	0.1896584052	0.4914517108	1100	18.33333333	0.7638888889	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T3	1.120752427	0.924823933	2	4.299299299	0.5211768021	0.5022102671	0.9636082516
H05	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T4	0.42025	0.199285364	0.5111701144	1465	24.41666667	1.017361111	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T4	1.120752427	0.9154620673	2	4.299299299	0.5211768021	0.5022102671	0.9636082516
H05	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T5	0.42405	0.2011291629	0.4878297143	1810	30.16666667	1.256944444	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T5	1.120752427	0.8656523399	2	4.299299299	0.5211768021	0.5022102671	0.9636082516
H05	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T6	0.41595	0.1971992915	0.4920903915	2530	42.16666667	1.756944444	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T6	1.120752427	0.8906146571	2	4.299299299	0.5211768021	0.5022102671	0.9636082516
H05	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T7	0.42895	0.2035070989	0.4996119428	3255	54.25	2.260416667	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T7	1.120752427	0.8762006101	2	4.299299299	0.5211768021	0.5022102671	0.9636082516
H05	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T8	0.44695	0.2122463024	0.5094290669	4000	66.66666667	2.777777778	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T8	1.120752427	0.8566312065	2	4.299299299	0.5211768021	0.5022102671	0.9636082516
H05	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T9	0.46725	0.2221096043	0.5176734819	5460	91	3.791666667	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T9	1.120752427	0.8318382445	2	4.299299299	0.5211768021	0.5022102671	0.9636082516
H06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T0	0.39415	0.1866287964	0.5443281124	0	0	0	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T0	1.120752427	1.040956096	3	4.299299299	0.5211768021	0.5022102671	0.9636082516
H06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T1	0.40075	0.1898280853	0.5118071896	210	3.5	0.1458333333	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T1	1.120752427	0.9622683873	3	4.299299299	0.5211768021	0.5022102671	0.9636082516
H06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T2	0.41455	0.1965201809	0.4993887795	450	7.5	0.3125	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T2	1.120752427	0.9069470408	3	4.299299299	0.5211768021	0.5022102671	0.9636082516
H06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T3	0.39685	0.1879374964	0.4869924116	1100	18.33333333	0.7638888889	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T3	1.120752427	0.924823933	3	4.299299299	0.5211768021	0.5022102671	0.9636082516
H06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T4	0.43245	0.2052059047	0.5263563949	1465	24.41666667	1.017361111	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T4	1.120752427	0.9154620673	3	4.299299299	0.5211768021	0.5022102671	0.9636082516
H06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T5	0.41605	0.1972478008	0.4784156454	1810	30.16666667	1.256944444	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T5	1.120752427	0.8656523399	3	4.299299299	0.5211768021	0.5022102671	0.9636082516
H06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T6	0.41595	0.1971992915	0.4920903915	2530	42.16666667	1.756944444	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T6	1.120752427	0.8906146571	3	4.299299299	0.5211768021	0.5022102671	0.9636082516
H06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T7	0.43545	0.2066622097	0.507357771	3255	54.25	2.260416667	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T7	1.120752427	0.8762006101	3	4.299299299	0.5211768021	0.5022102671	0.9636082516
H06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T8	0.4476	0.2125620004	0.5101867985	4000	66.66666667	2.777777778	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T8	1.120752427	0.8566312065	3	4.299299299	0.5211768021	0.5022102671	0.9636082516
H06	0	0	0	Soil9	Soil9_CE277	No_Nitrate	No_Nitrate	0	0	20	4.41	CHL	None	Soil9_T9	0.46655	0.2217693592	0.5168804688	5460	91	3.791666667	0	Soil9_CE277_pH5.82	10_20cm	5.822	24.15048544	1.905279126	0	0	T9	1.120752427	0.8318382445	3	4.299299299	0.5211768021	0.5022102671	0.9636082516
D04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T0	0.00095	0	0	0	0	0	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T0	1.125748503	1.001537355	1	4.487487487	0.4811785714	0.4702660277	0.9773212185
D04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T1	0.012	0.002774108826	0.007182943059	280	4.666666667	0.1944444444	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T1	1.125748503	0.9200205813	1	4.487487487	0.4811785714	0.4702660277	0.9773212185
D04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T2	0.0113	0.002439802857	0.006393504356	500	8.333333333	0.3472222222	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T2	1.125748503	0.9311139709	1	4.487487487	0.4811785714	0.4702660277	0.9773212185
D04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T3	0.01735	0.005329455411	0.0136816036	1205	20.08333333	0.8368055556	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T3	1.125748503	0.9121636966	1	4.487487487	0.4811785714	0.4702660277	0.9773212185
D04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T4	0.01165	0.00260695473	0.006617169522	1530	25.5	1.0625	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T4	1.125748503	0.901897918	1	4.487487487	0.4811785714	0.4702660277	0.9773212185
D04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T5	0.0178	0.005544414804	0.01383440326	1955	32.58333333	1.357638889	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T5	1.125748503	0.886591023	1	4.487487487	0.4811785714	0.4702660277	0.9773212185
D04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T6	0.03565	0.01407410609	0.03478861513	2670	44.5	1.854166667	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T6	1.125748503	0.8782839238	1	4.487487487	0.4811785714	0.4702660277	0.9773212185
D04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T7	0.03095	0.01182763099	0.0298366226	3400	56.66666667	2.361111111	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T7	1.125748503	0.8963353149	1	4.487487487	0.4811785714	0.4702660277	0.9773212185
D04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T8	0.0225	0.007789766111	0.01852453181	4074	67.9	2.829166667	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T8	1.125748503	0.8449702831	1	4.487487487	0.4811785714	0.4702660277	0.9773212185
D04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T9	0.04	0.01615364876	0.03786986348	5535	92.25	3.84375	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T9	1.125748503	0.832993701	1	4.487487487	0.4811785714	0.4702660277	0.9773212185
D05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T0	0	0	0	0	0	0	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T0	1.125748503	1.001537355	2	4.487487487	0.4811785714	0.4702660277	0.9773212185
D05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T1	0.00905	0.001365308193	0.003535164487	280	4.666666667	0.1944444444	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T1	1.125748503	0.9200205813	2	4.487487487	0.4811785714	0.4702660277	0.9773212185
D05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T2	0.0138	0.00363379359	0.009522357545	500	8.333333333	0.3472222222	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T2	1.125748503	0.9311139709	2	4.487487487	0.4811785714	0.4702660277	0.9773212185
D05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T3	0.0151	0.004254713614	0.01092256162	1205	20.08333333	0.8368055556	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T3	1.125748503	0.9121636966	2	4.487487487	0.4811785714	0.4702660277	0.9773212185
D05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T4	0.01535	0.004374124829	0.01110273423	1530	25.5	1.0625	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T4	1.125748503	0.901897918	2	4.487487487	0.4811785714	0.4702660277	0.9773212185
D05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T5	0.01435	0.003896486778	0.009722499361	1955	32.58333333	1.357638889	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T5	1.125748503	0.886591023	2	4.487487487	0.4811785714	0.4702660277	0.9773212185
D05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T6	0.03065	0.01168425261	0.0288813346	2670	44.5	1.854166667	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T6	1.125748503	0.8782839238	2	4.487487487	0.4811785714	0.4702660277	0.9773212185
D05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T7	0.0341	0.01333320286	0.03363460883	3400	56.66666667	2.361111111	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T7	1.125748503	0.8963353149	2	4.487487487	0.4811785714	0.4702660277	0.9773212185
D05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T8	0.03225	0.01244895623	0.02960436583	4074	67.9	2.829166667	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T8	1.125748503	0.8449702831	2	4.487487487	0.4811785714	0.4702660277	0.9773212185
D05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T9	0.04045	0.01636879352	0.03837423887	5535	92.25	3.84375	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T9	1.125748503	0.832993701	2	4.487487487	0.4811785714	0.4702660277	0.9773212185
D06	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T0	0.0006	0	0	0	0	0	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T0	1.125748503	1.001537355	3	4.487487487	0.4811785714	0.4702660277	0.9773212185
D06	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T1	0.0045	0	0	280	4.666666667	0.1944444444	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T1	1.125748503	0.9200205813	3	4.487487487	0.4811785714	0.4702660277	0.9773212185
D06	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T2	0.0171	0.005210035115	0.01365289909	500	8.333333333	0.3472222222	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T2	1.125748503	0.9311139709	3	4.487487487	0.4811785714	0.4702660277	0.9773212185
D06	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T3	0.01615	0.004756248345	0.01221008517	1205	20.08333333	0.8368055556	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T3	1.125748503	0.9121636966	3	4.487487487	0.4811785714	0.4702660277	0.9773212185
D06	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T4	0.01675	0.005042848609	0.01280013946	1530	25.5	1.0625	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T4	1.125748503	0.901897918	3	4.487487487	0.4811785714	0.4702660277	0.9773212185
D06	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T5	0.0239	0.008458671753	0.02110604639	1955	32.58333333	1.357638889	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T5	1.125748503	0.886591023	3	4.487487487	0.4811785714	0.4702660277	0.9773212185
D06	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T6	0.02565	0.009294853907	0.02297517819	2670	44.5	1.854166667	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T6	1.125748503	0.8782839238	3	4.487487487	0.4811785714	0.4702660277	0.9773212185
D06	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T7	0.0346	0.01357219912	0.03423750567	3400	56.66666667	2.361111111	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T7	1.125748503	0.8963353149	3	4.487487487	0.4811785714	0.4702660277	0.9773212185
D06	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T8	0.0339	0.01323760563	0.03147982147	4074	67.9	2.829166667	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T8	1.125748503	0.8449702831	3	4.487487487	0.4811785714	0.4702660277	0.9773212185
D06	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	None	None	Soil11_T9	0.0352	0.01385900065	0.03249039709	5535	92.25	3.84375	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T9	1.125748503	0.832993701	3	4.487487487	0.4811785714	0.4702660277	0.9773212185
H04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T0	0.35805	0.169144262	0.4767665835	0	0	0	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T0	1.125748503	1.001537355	1	4.403403403	0.4811785714	0.4702660277	0.9773212185
H04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T1	0.38945	0.1843510188	0.4773363101	280	4.666666667	0.1944444444	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T1	1.125748503	0.9200205813	1	4.403403403	0.4811785714	0.4702660277	0.9773212185
H04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T2	0.39045	0.1848356172	0.4843618083	500	8.333333333	0.3472222222	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T2	1.125748503	0.9311139709	1	4.403403403	0.4811785714	0.4702660277	0.9773212185
H04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T3	0.39125	0.1852233096	0.4754992218	1205	20.08333333	0.8368055556	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T3	1.125748503	0.9121636966	1	4.403403403	0.4811785714	0.4702660277	0.9773212185
H04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T4	0.37175	0.1757767624	0.4461698632	1530	25.5	1.0625	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T4	1.125748503	0.901897918	1	4.403403403	0.4811785714	0.4702660277	0.9773212185
H04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T5	0.38285	0.1811531445	0.4520126545	1955	32.58333333	1.357638889	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T5	1.125748503	0.886591023	1	4.403403403	0.4811785714	0.4702660277	0.9773212185
H04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T6	0.4122	0.1953803292	0.4829444253	2670	44.5	1.854166667	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T6	1.125748503	0.8782839238	1	4.403403403	0.4811785714	0.4702660277	0.9773212185
H04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T7	0.39915	0.1890524241	0.4769074919	3400	56.66666667	2.361111111	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T7	1.125748503	0.8963353149	1	4.403403403	0.4811785714	0.4702660277	0.9773212185
H04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T8	0.39195	0.1855625504	0.4412788932	4074	67.9	2.829166667	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T8	1.125748503	0.8449702831	1	4.403403403	0.4811785714	0.4702660277	0.9773212185
H04	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T9	0.43355	0.2057398633	0.4823269746	5535	92.25	3.84375	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T9	1.125748503	0.832993701	1	4.403403403	0.4811785714	0.4702660277	0.9773212185
H05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T0	0.35775	0.1689990644	0.4763573155	0	0	0	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T0	1.125748503	1.001537355	2	4.403403403	0.4811785714	0.4702660277	0.9773212185
H05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T1	0.39055	0.1848840781	0.4787165496	280	4.666666667	0.1944444444	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T1	1.125748503	0.9200205813	2	4.403403403	0.4811785714	0.4702660277	0.9773212185
H05	0	0	0	Soil11	Soil11_CE234	No_Nitrate	No_Nitrate	0	0	20	4.53	CHL	None	Soil11_T2	0.39565	0.1873558349	0.4909660397	500	8.333333333	0.3472222222	0	Soil11_CE234_pH6.19	10_20cm	6.186	25.1497006	1.913772455	0	0	T2	1.125748503	0.9311139709	2	4.403403403	0.4811785714	0.4702660277	0.9773212185
