,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_CHL_No_Nitrate_T9,nan,nan,0.780,0.000,nan,nan,nan,6.007,5.487,2.025,0.215,0.418,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.527,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.354
Soil11_CE_234_0_None_No_Nitrate_T9,nan,nan,0.120,0.000,nan,nan,nan,12.675,7.276,2.292,2.541,5.942,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.708
Soil12_CE_229_0_CHL_No_Nitrate_T9,nan,nan,0.780,0.000,nan,nan,nan,3.228,4.552,1.118,0.000,0.410,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.705,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,1.880
Soil12_CE_229_0_None_No_Nitrate_T9,nan,nan,0.477,0.000,nan,nan,nan,6.419,6.160,3.752,2.059,3.868,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.176,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,1.636
Soil14_CE_251_N2_0_CHL_No_Nitrate_T9,nan,nan,0.180,0.000,nan,nan,nan,4.781,4.116,1.070,0.424,2.254,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,0.286,nan,nan,nan,nan,nan,nan,nan,0.845
Soil14_CE_251_N2_0_None_No_Nitrate_T9,nan,nan,0.300,0.000,nan,nan,nan,19.528,9.047,1.666,4.080,5.730,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.057,nan,nan,nan,nan,0.285,nan,nan,nan,nan,nan,nan,nan,0.472
Soil15_CE_251_N5_0_CHL_No_Nitrate_T9,nan,nan,0.420,0.000,nan,nan,nan,22.536,13.880,2.877,2.753,14.495,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.057,nan,nan,nan,nan,0.382,nan,nan,nan,nan,nan,nan,nan,0.448
Soil15_CE_251_N5_0_None_No_Nitrate_T9,nan,nan,1.139,0.000,nan,nan,nan,145.091,90.911,4.410,31.748,90.642,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.053,nan,nan,nan,nan,0.286,nan,nan,nan,nan,nan,nan,nan,0.343
Soil16_CE_251_N6_0_CHL_No_Nitrate_T9,nan,nan,0.897,0.000,nan,nan,nan,6.550,4.596,2.183,3.404,4.748,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.176,nan,nan,nan,nan,0.382,nan,nan,nan,nan,nan,nan,nan,0.684
Soil16_CE_251_N6_0_None_No_Nitrate_T9,nan,nan,0.659,0.443,nan,nan,nan,91.365,54.625,6.509,21.491,77.024,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.410,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,nan,2.427
Soil17_CE_251_N3_0_CHL_No_Nitrate_T9,nan,nan,1.260,0.886,nan,nan,nan,16.361,8.205,2.182,1.905,11.856,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.057,nan,nan,nan,nan,0.858,nan,nan,nan,nan,nan,nan,nan,1.055
Soil17_CE_251_N3_0_None_No_Nitrate_T9,nan,nan,0.240,0.000,nan,nan,nan,59.515,30.820,2.413,4.496,39.323,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.057,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.340
Soil3_CE_239_0_CHL_No_Nitrate_T9,nan,nan,0.601,0.000,nan,nan,nan,5.654,6.389,0.213,0.000,0.000,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.589
Soil3_CE_239_0_None_No_Nitrate_T9,nan,nan,1.134,0.000,nan,nan,nan,8.178,8.101,1.012,0.000,1.024,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.176,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.236
Soil5_CE_201_0_CHL_No_Nitrate_T9,nan,nan,0.060,0.000,nan,nan,nan,3.479,4.308,0.266,0.000,0.410,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.352,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.118
Soil5_CE_201_0_None_No_Nitrate_T9,nan,nan,1.018,0.000,nan,nan,nan,12.304,8.709,0.979,0.210,4.187,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.057,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,0.909
Soil6_CE_73_0_CHL_No_Nitrate_T9,nan,nan,0.840,0.000,nan,nan,nan,6.910,6.596,2.027,0.000,1.844,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.068,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,1.047
Soil6_CE_73_0_None_No_Nitrate_T9,nan,nan,0.900,0.000,nan,nan,nan,8.819,8.138,2.404,0.041,0.574,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.176,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,1.523
Soil9_CE_277_0_CHL_No_Nitrate_T9,nan,nan,0.600,0.000,nan,nan,nan,14.858,9.793,2.447,1.271,3.479,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.705,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.708
Soil9_CE_277_0_None_No_Nitrate_T9,nan,nan,0.900,0.443,nan,nan,nan,63.119,28.070,7.961,15.602,40.708,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,5.324
