,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_None_T0,nan,nan,2.050,0.000,nan,nan,nan,1.627,7.300,1.198,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_0_None_T0,nan,nan,3.404,0.000,nan,nan,nan,1.139,7.283,2.832,0.000,0.224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.287,nan,nan,nan,nan,nan,nan,nan,0.487
Soil14_CE_251_N2_0_None_T0,nan,nan,2.352,0.000,nan,nan,nan,2.259,5.167,1.952,1.000,1.873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.365
Soil15_CE_251_N5_0_None_T0,nan,nan,4.325,0.848,nan,nan,nan,1.338,6.222,4.795,0.000,0.655,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.730
Soil16_CE_251_N6_0_None_T0,nan,nan,6.101,0.000,nan,nan,nan,1.217,7.005,5.208,0.218,1.091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.112,nan,nan,nan,nan,nan,nan,nan,0.852
Soil17_CE_251_N3_0_None_T0,nan,nan,3.110,0.000,nan,nan,nan,1.318,5.700,4.637,0.000,1.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.365
Soil3_CE_239_0_None_T0,nan,nan,1.174,0.000,nan,nan,nan,0.773,2.910,0.874,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,0.243
Soil5_CE_201_0_None_T0,nan,nan,2.054,0.000,nan,nan,nan,1.097,5.535,0.873,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.606
Soil6_CE_73_0_None_T0,nan,nan,4.986,0.000,nan,nan,nan,2.160,11.348,2.186,0.000,0.218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,1.093
Soil9_CE_277_0_None_T0,nan,nan,2.580,0.000,nan,nan,nan,2.341,12.251,1.147,0.000,0.218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.852
