,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_CHL_No_Nitrate_T9,nan,nan,0.119,0.000,nan,nan,nan,13.419,16.518,2.320,0.212,1.024,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.384,nan,nan,nan,nan,nan,nan,nan,0.583
Soil11_CE_234_0_None_No_Nitrate_T9,nan,nan,0.480,0.000,nan,nan,nan,20.721,17.880,3.324,1.811,9.763,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,nan,1.645
Soil12_CE_229_0_CHL_No_Nitrate_T9,nan,nan,0.240,0.443,nan,nan,nan,8.300,10.496,1.004,0.000,0.615,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.288,nan,nan,nan,nan,nan,nan,nan,2.123
Soil12_CE_229_0_None_No_Nitrate_T9,nan,nan,0.840,0.886,nan,nan,nan,9.825,14.533,3.900,0.000,2.459,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.586,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,nan,2.684
Soil14_CE_251_N2_0_CHL_No_Nitrate_T9,nan,nan,0.660,0.443,nan,nan,nan,6.711,7.699,1.844,0.424,2.664,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,1.096,nan,nan,nan,nan,nan,nan,nan,0.583
Soil14_CE_251_N2_0_None_No_Nitrate_T9,nan,nan,0.665,0.434,nan,nan,nan,22.884,18.075,3.321,0.212,13.129,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,0.313,nan,nan,nan,nan,nan,nan,nan,1.429
Soil15_CE_251_N5_0_CHL_No_Nitrate_T9,nan,nan,0.719,0.000,nan,nan,nan,30.525,15.872,3.003,2.163,10.221,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,2.769,nan,nan,nan,nan,nan,nan,nan,3.322
Soil15_CE_251_N5_0_None_No_Nitrate_T9,nan,nan,1.140,0.443,nan,nan,nan,230.144,112.162,6.855,30.278,66.385,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.172,nan,nan,nan,nan,0.481,nan,nan,nan,nan,nan,nan,nan,1.286
Soil16_CE_251_N6_0_CHL_No_Nitrate_T9,nan,nan,0.900,0.000,nan,nan,nan,13.102,7.413,2.480,0.847,4.917,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.348,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,1.148
Soil16_CE_251_N6_0_None_No_Nitrate_T9,nan,nan,1.560,1.328,nan,nan,nan,144.121,62.530,7.067,8.480,51.380,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.986,nan,nan,nan,nan,0.384,nan,nan,nan,nan,nan,nan,nan,4.243
Soil17_CE_251_N3_0_CHL_No_Nitrate_T9,nan,nan,0.900,0.000,nan,nan,nan,21.844,9.823,4.638,0.424,11.081,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.819,nan,nan,nan,nan,0.481,nan,nan,nan,nan,nan,nan,nan,1.392
