,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_CHL_No_Nitrate_T9,nan,0.782,0.234,0.000,nan,nan,nan,3.869,0.197,0.000,0.000,0.223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_0_None_No_Nitrate_T9,nan,0.391,0.000,0.000,nan,nan,nan,2.986,0.680,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_CHL_No_Nitrate_T9,nan,0.196,0.119,0.000,nan,nan,nan,1.048,0.382,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_None_No_Nitrate_T9,nan,1.285,0.119,0.000,nan,nan,nan,1.131,1.115,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.179,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_CHL_No_Nitrate_T9,nan,0.293,0.059,0.000,nan,nan,nan,0.323,0.879,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_None_No_Nitrate_T9,nan,0.489,0.000,0.000,nan,nan,nan,0.484,0.378,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_0_CHL_No_Nitrate_T9,nan,0.685,0.000,0.000,nan,nan,nan,0.161,1.259,0.058,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.209,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_0_None_No_Nitrate_T9,nan,1.174,0.059,0.000,nan,nan,nan,0.323,0.931,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil16_CE_251_N6_0_CHL_No_Nitrate_T9,nan,1.075,0.000,0.000,nan,nan,nan,0.121,0.439,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil16_CE_251_N6_0_None_No_Nitrate_T9,nan,0.978,0.000,0.000,nan,nan,nan,0.647,1.272,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
