,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_None_T0,nan,nan,0.119,0.000,nan,nan,nan,0.454,2.324,nan,2.026,1.082,1.035,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.179,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.382,nan,nan,nan
Soil12_CE_229_0_None_T0,nan,nan,0.471,0.000,nan,nan,nan,0.370,4.296,nan,2.759,2.545,2.196,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.106,nan,2.151,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.931,nan,nan,nan
Soil14_CE_251_N2_0_None_T0,nan,nan,0.234,0.000,nan,nan,nan,0.446,1.622,nan,1.292,2.892,1.259,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.203,nan,2.429,nan,nan,nan,nan,nan,0.000,nan,nan,nan,2.400,nan,nan,nan
Soil15_CE_251_N5_0_None_T0,nan,nan,1.018,0.385,nan,nan,nan,1.752,9.850,nan,4.449,10.567,10.377,nan,0.093,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.422,nan,3.770,nan,nan,nan,nan,nan,0.000,nan,nan,nan,5.322,nan,nan,nan
Soil16_CE_251_N6_0_None_T0,nan,nan,1.638,0.447,nan,nan,nan,1.001,7.809,nan,4.046,12.549,9.434,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,3.589,nan,nan,nan,nan,nan,0.000,nan,nan,nan,5.562,nan,nan,nan
Soil17_CE_251_N3_0_None_T0,nan,nan,0.803,0.000,nan,nan,nan,0.414,7.325,nan,3.183,6.782,3.148,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.156,nan,3.154,nan,nan,nan,nan,nan,0.000,nan,nan,nan,3.245,nan,nan,nan
Soil3_CE_239_0_None_T0,nan,nan,0.000,0.000,nan,nan,nan,0.040,0.198,nan,0.646,0.206,0.236,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.287,nan,7.397,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.362,nan,nan,nan
Soil5_CE_201_0_None_T0,nan,nan,0.059,0.000,nan,nan,nan,0.121,1.045,nan,0.215,0.387,0.943,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,1.776,nan,9.729,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.258,nan,nan,nan
Soil6_CE_73_0_None_T0,nan,nan,0.232,0.000,nan,nan,nan,0.279,5.821,nan,1.508,1.440,1.571,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,1.068,nan,11.401,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.089,nan,nan,nan
Soil9_CE_277_0_None_T0,nan,nan,0.493,0.000,nan,nan,nan,0.577,6.163,nan,1.083,3.895,2.607,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.897,nan,7.950,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.545,nan,nan,nan
