,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,0.812
Soil11_CE_234_-10_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,24.674
Soil11_CE_234_-14_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,34.361
Soil11_CE_234_-18_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.337,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,32.492
Soil11_CE_234_-25_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,26.935
Soil11_CE_234_-3_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,22.640
Soil11_CE_234_-50_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,1.561
Soil11_CE_234_-5_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,22.268
Soil11_CE_234_-8_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,27.212
Soil11_CE_234_0_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,9.856
Soil11_CE_234_3_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,3.685
Soil12_CE_229_-100_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.414,5.123
Soil12_CE_229_-13_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,11.863
Soil12_CE_229_-2_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,10.179
Soil12_CE_229_-32_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,6.685
Soil12_CE_229_-4_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,10.845
Soil12_CE_229_-6_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,12.615
Soil12_CE_229_-9_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,6.190
Soil12_CE_229_0_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.570
Soil12_CE_229_10_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,3.935
Soil12_CE_229_3_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,4.995
Soil12_CE_229_6_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.467,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,4.685
Soil14_CE_251_N2_-23_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.593,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,2.686
Soil14_CE_251_N2_-2_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,12.592
Soil14_CE_251_N2_-5_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.073,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,16.043
Soil14_CE_251_N2_-8_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,14.134
Soil14_CE_251_N2_-90_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.540,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.621
Soil14_CE_251_N2_0_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.257,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,22.055
Soil14_CE_251_N2_14_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.241,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.587
Soil14_CE_251_N2_22_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.122
Soil14_CE_251_N2_2_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.000,23.330
Soil14_CE_251_N2_5_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.510,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,7.619
Soil14_CE_251_N2_9_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,4.184
Soil15_CE_251_N5_-100_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,3.811
Soil15_CE_251_N5_-65_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.372
Soil15_CE_251_N5_0_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,20.180
Soil15_CE_251_N5_12_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,25.911
Soil15_CE_251_N5_16_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.228,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,14.903
Soil15_CE_251_N5_20_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.269,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,8.052
Soil15_CE_251_N5_22_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,23.206
Soil15_CE_251_N5_26_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.666
Soil15_CE_251_N5_30_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.244
Soil15_CE_251_N5_34_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,4.605
Soil15_CE_251_N5_7_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,23.661
Soil16_CE_251_N6_-100_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,11.175
Soil16_CE_251_N6_-7_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,54.158
Soil16_CE_251_N6_0_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,39.277
Soil16_CE_251_N6_11_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,10.269
Soil16_CE_251_N6_14_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.217,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,13.186
Soil16_CE_251_N6_18_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.804,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,9.866
Soil16_CE_251_N6_22_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.741
Soil16_CE_251_N6_28_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,9.042
Soil16_CE_251_N6_3_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,47.823
Soil16_CE_251_N6_6_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,67.713
Soil16_CE_251_N6_8_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.262,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,30.066
Soil17_CE_251_N3_-100_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,4.614
