,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.079,0.000,nan,0.213,0.000,nan,nan,nan,nan,nan,0.243,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-10_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.040,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.177,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.357,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-14_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.082,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-18_None_T9,nan,nan,0.052,0.000,nan,nan,nan,0.121,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.121,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.156,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-25_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.120,0.196,nan,0.069,0.102,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-3_None_T9,nan,nan,0.059,0.000,nan,nan,nan,0.081,0.099,nan,0.000,0.000,nan,nan,nan,nan,nan,0.061,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.143,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-50_None_T9,nan,nan,0.178,0.647,nan,nan,nan,0.434,0.984,nan,0.000,0.000,nan,nan,nan,nan,nan,0.121,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-5_None_T9,nan,nan,0.059,0.000,nan,nan,nan,0.080,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-8_None_T9,nan,nan,0.059,0.000,nan,nan,nan,0.000,0.000,nan,0.037,0.408,nan,nan,nan,nan,nan,0.061,0.577,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_0_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.047,0.395,nan,0.000,0.892,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_3_None_T9,nan,nan,0.059,0.000,nan,nan,nan,0.170,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-100_None_T9,nan,nan,0.070,1.613,nan,nan,nan,0.071,0.096,nan,0.059,0.449,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-13_None_T9,nan,nan,0.059,0.926,nan,nan,nan,0.200,0.084,nan,0.000,0.000,nan,nan,nan,nan,nan,0.061,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.105,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-2_None_T9,nan,nan,0.000,0.755,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-32_None_T9,nan,nan,0.000,0.463,nan,nan,nan,0.080,0.055,nan,0.070,0.000,nan,nan,nan,nan,nan,0.121,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.105,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-4_None_T9,nan,nan,0.055,0.000,nan,nan,nan,0.144,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.061,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.017,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-6_None_T9,nan,nan,0.014,0.825,nan,nan,nan,0.121,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.121,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-9_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.202,0.072,nan,0.000,0.000,nan,nan,nan,nan,nan,0.061,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_None_T9,nan,nan,0.000,1.218,nan,nan,nan,0.133,0.000,nan,0.000,0.225,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_10_None_T9,nan,nan,0.000,0.371,nan,nan,nan,0.116,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.105,0.000,0.018,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_3_None_T9,nan,nan,0.000,0.092,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_6_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-23_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.121,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-2_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.121,0.113,nan,0.000,0.000,nan,nan,nan,nan,nan,0.121,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-5_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.121,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.182,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.153,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-8_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.161,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.121,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-90_None_T9,nan,nan,0.059,0.000,nan,nan,nan,0.081,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_None_T9,nan,nan,0.108,0.000,nan,nan,nan,0.161,0.000,nan,0.111,0.105,nan,nan,nan,nan,nan,0.243,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_14_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.198,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_22_None_T9,nan,nan,0.653,0.000,nan,nan,nan,1.288,1.778,nan,0.206,4.306,nan,nan,nan,nan,nan,0.061,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.183,nan,0.165,0.274,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_2_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.322,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.261,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_5_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.061,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.005,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_9_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.080,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_-100_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.537,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_-65_None_T9,nan,nan,0.094,0.000,nan,nan,nan,0.076,0.098,nan,0.000,0.222,nan,nan,nan,nan,nan,0.036,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.100,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_0_None_T9,nan,nan,0.046,0.580,nan,nan,nan,0.121,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.182,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
