,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.097,nan,nan,nan,nan,nan,nan,0.000,0.862
Soil11_CE_234_-10_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.097,nan,nan,nan,nan,nan,nan,4.287,9.753
Soil11_CE_234_-14_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.194,nan,nan,nan,nan,nan,nan,1.429,7.225
Soil11_CE_234_-18_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.292,nan,nan,nan,nan,nan,nan,2.382,12.419
Soil11_CE_234_-25_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.139,nan,nan,nan,nan,nan,nan,1.309,16.122
Soil11_CE_234_-3_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.221,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.097,nan,nan,nan,nan,nan,nan,0.953,8.202
Soil11_CE_234_-50_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.583,nan,nan,nan,nan,nan,nan,1.423,2.696
Soil11_CE_234_-5_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.194,nan,nan,nan,nan,nan,nan,1.429,7.509
Soil11_CE_234_-8_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,4.763,5.572
Soil11_CE_234_0_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.097,nan,nan,nan,nan,nan,nan,0.476,9.334
Soil11_CE_234_3_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.097,nan,nan,nan,nan,nan,nan,0.476,2.755
Soil12_CE_229_-100_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.194,nan,nan,nan,nan,nan,nan,0.000,3.385
Soil12_CE_229_-13_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.872,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.778,nan,nan,nan,nan,nan,nan,1.019,22.481
Soil12_CE_229_-2_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.851,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.167,nan,nan,nan,nan,nan,nan,1.429,22.406
Soil12_CE_229_-32_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.626,nan,nan,nan,nan,nan,nan,6.486,15.598
Soil12_CE_229_-4_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.194,nan,nan,nan,nan,nan,nan,0.000,15.205
Soil12_CE_229_-6_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.486,nan,nan,nan,nan,nan,nan,1.603,17.951
Soil12_CE_229_-9_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.476,11.379
Soil12_CE_229_0_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.681,nan,nan,nan,nan,nan,nan,0.953,5.719
Soil12_CE_229_10_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.458,nan,nan,nan,nan,nan,nan,0.476,3.850
Soil12_CE_229_3_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.000,3.992
Soil12_CE_229_6_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.875,nan,nan,nan,nan,nan,nan,1.063,4.020
Soil14_CE_251_N2_-23_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.194,nan,nan,nan,nan,nan,nan,0.000,3.962
Soil14_CE_251_N2_-2_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.835,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.389,nan,nan,nan,nan,nan,nan,0.000,16.727
Soil14_CE_251_N2_-5_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.097,nan,nan,nan,nan,nan,nan,0.710,18.253
Soil14_CE_251_N2_-8_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.194,nan,nan,nan,nan,nan,nan,0.000,21.720
Soil14_CE_251_N2_-90_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.000,1.907
Soil14_CE_251_N2_0_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.389,nan,nan,nan,nan,nan,nan,0.000,28.834
Soil14_CE_251_N2_14_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.292,nan,nan,nan,nan,nan,nan,0.000,4.211
Soil14_CE_251_N2_22_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.433,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.972,nan,nan,nan,nan,nan,nan,0.104,3.077
Soil14_CE_251_N2_2_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.614,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.292,nan,nan,nan,nan,nan,nan,0.000,22.232
Soil14_CE_251_N2_5_None_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.325,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.073,7.700
