,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,46.221,57.267,nan,nan,nan,70.726,63.503,nan,69.868,56.671,nan,nan,nan,nan,nan,32.776,43.753,38.593,nan,56.648,51.300,50.762,nan,nan,nan,32.679,nan,40.993,48.048,39.696,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-10_None_T9,nan,nan,23.002,25.055,nan,nan,nan,35.163,40.402,nan,36.218,36.823,nan,nan,nan,nan,nan,20.192,23.535,27.141,nan,25.240,21.958,28.889,nan,nan,nan,19.683,nan,22.970,28.455,24.396,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-14_None_T9,nan,nan,24.399,24.255,nan,nan,nan,32.852,34.035,nan,35.839,35.564,nan,nan,nan,nan,nan,15.856,18.813,15.814,nan,24.395,23.138,23.686,nan,nan,nan,21.709,nan,22.186,19.709,20.303,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-18_None_T9,nan,nan,25.565,25.221,nan,nan,nan,36.542,36.868,nan,35.649,41.793,nan,nan,nan,nan,nan,19.514,18.911,18.156,nan,25.811,20.258,18.295,nan,nan,nan,21.324,nan,23.123,24.846,22.085,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-25_None_T9,nan,nan,27.884,35.000,nan,nan,nan,40.758,36.322,nan,39.020,36.408,nan,nan,nan,nan,nan,20.922,23.176,14.156,nan,30.875,32.538,26.203,nan,nan,nan,23.229,nan,20.692,23.613,28.246,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-3_None_T9,nan,nan,24.157,28.577,nan,nan,nan,41.015,44.102,nan,39.477,37.489,nan,nan,nan,nan,nan,19.743,17.775,20.692,nan,30.079,27.162,30.374,nan,nan,nan,22.668,nan,26.347,31.559,26.756,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-50_None_T9,nan,nan,37.530,26.537,nan,nan,nan,54.074,51.856,nan,45.943,51.588,nan,nan,nan,nan,nan,32.428,23.746,42.065,nan,35.588,36.992,33.820,nan,nan,nan,28.649,nan,32.929,39.355,36.334,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-5_None_T9,nan,nan,26.508,27.439,nan,nan,nan,31.995,32.522,nan,34.187,32.976,nan,nan,nan,nan,nan,19.437,14.423,15.361,nan,23.639,25.786,15.701,nan,nan,nan,19.100,nan,22.548,25.361,24.886,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-8_None_T9,nan,nan,23.724,24.301,nan,nan,nan,32.172,31.179,nan,32.262,34.230,nan,nan,nan,nan,nan,17.699,14.022,24.875,nan,20.376,25.499,26.198,nan,nan,nan,22.188,nan,22.051,19.541,18.600,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_0_None_T9,nan,nan,21.639,23.147,nan,nan,nan,32.293,32.272,nan,30.885,26.387,nan,nan,nan,nan,nan,17.963,20.951,20.551,nan,20.468,25.838,27.846,nan,nan,nan,15.638,nan,16.885,18.297,16.079,nan,nan,nan,nan,nan,nan,nan,nan
