,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,4.063,3.233,nan,1.000,1.250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,3.105,3.950,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,2.410,1.622,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,2.712,2.041,nan,0.000,0.207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,0.952,0.774,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,1.956,2.029,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,4.379,3.294,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,5.918,7.337,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil16_CE_251_N6_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,2.738,1.760,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil16_CE_251_N6_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,4.642,4.610,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil17_CE_251_N3_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,1.271,1.666,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil17_CE_251_N3_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,3.395,4.716,nan,1.000,1.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil3_CE_239_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,3.547,4.002,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil3_CE_239_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,3.683,3.942,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil5_CE_201_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,2.940,2.047,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil5_CE_201_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,5.588,6.440,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil6_CE_73_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,3.579,3.004,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil6_CE_73_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,6.666,4.788,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
