,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,0.059,0.000,nan,nan,nan,5.959,8.962,5.740,0.016,0.603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.330,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,1.675
Soil11_CE_234_-10_CHL_T9,nan,nan,0.118,0.000,nan,nan,nan,5.861,8.147,4.269,0.000,0.406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.264,nan,nan,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,3.119
Soil11_CE_234_-14_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,4.225,6.054,3.052,0.000,0.610,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.285,nan,nan,nan,nan,nan,nan,nan,2.638
Soil11_CE_234_-18_CHL_T9,nan,nan,0.059,0.000,nan,nan,nan,6.879,8.838,2.164,1.000,1.203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.151,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,nan,0.696
Soil11_CE_234_-25_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,5.634,7.087,3.571,0.000,1.016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.340,nan,nan,nan,nan,nan,nan,0.285,nan,nan,nan,nan,nan,nan,nan,1.046
Soil11_CE_234_-3_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,5.979,9.957,5.179,0.000,1.219,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.267,nan,nan,nan,nan,nan,nan,0.285,nan,nan,nan,nan,nan,nan,nan,3.014
Soil11_CE_234_-50_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,7.904,10.305,6.724,0.000,0.203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.474,nan,nan,nan,nan,nan,nan,nan,3.525
Soil11_CE_234_-5_CHL_T9,nan,nan,0.058,0.000,nan,nan,nan,6.043,9.399,3.188,1.000,1.406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.463,nan,nan,nan,nan,nan,nan,0.182,nan,nan,nan,nan,nan,nan,nan,1.461
Soil11_CE_234_-8_CHL_T9,nan,nan,0.059,0.000,nan,nan,nan,22.554,30.522,11.489,1.026,1.831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.595,nan,nan,nan,nan,nan,nan,1.423,nan,nan,nan,nan,nan,nan,nan,6.367
Soil11_CE_234_0_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,5.958,8.503,4.418,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.198,nan,nan,nan,nan,nan,nan,0.474,nan,nan,nan,nan,nan,nan,nan,2.306
Soil11_CE_234_3_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,5.766,10.362,4.337,0.000,1.016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.190,nan,nan,nan,nan,nan,nan,nan,1.575
Soil12_CE_229_-100_CHL_T9,nan,nan,0.343,0.803,nan,nan,nan,6.137,12.852,4.691,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.264,nan,nan,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,2.496
Soil12_CE_229_-13_CHL_T9,nan,nan,0.118,0.407,nan,nan,nan,5.269,6.558,6.101,0.068,0.777,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.660,nan,nan,nan,nan,nan,nan,0.376,nan,nan,nan,nan,nan,nan,nan,2.081
Soil12_CE_229_-2_CHL_T9,nan,nan,0.343,0.407,nan,nan,nan,4.897,6.587,7.073,1.000,1.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.599,nan,nan,nan,nan,nan,nan,0.285,nan,nan,nan,nan,nan,nan,nan,2.154
Soil12_CE_229_-32_CHL_T9,nan,nan,0.059,0.000,nan,nan,nan,5.417,9.788,4.759,0.000,0.203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.264,nan,nan,nan,nan,nan,nan,0.570,nan,nan,nan,nan,nan,nan,nan,1.541
Soil12_CE_229_-4_CHL_T9,nan,nan,0.178,0.000,nan,nan,nan,4.972,10.592,5.913,0.000,0.406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.661,nan,nan,nan,nan,nan,nan,0.474,nan,nan,nan,nan,nan,nan,nan,3.100
Soil12_CE_229_-6_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,5.879,9.860,6.391,0.028,0.186,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.463,nan,nan,nan,nan,nan,nan,0.664,nan,nan,nan,nan,nan,nan,nan,2.507
Soil12_CE_229_-9_CHL_T9,nan,nan,0.118,0.000,nan,nan,nan,4.915,7.917,4.655,1.018,1.602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.467,nan,nan,nan,nan,nan,nan,0.285,nan,nan,nan,nan,nan,nan,nan,2.428
Soil12_CE_229_0_CHL_T9,nan,nan,0.059,0.000,nan,nan,nan,7.477,9.557,7.053,1.053,2.010,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,nan,nan,0.472,nan,nan,nan,nan,nan,nan,nan,3.469
Soil12_CE_229_10_CHL_T9,nan,nan,0.118,0.000,nan,nan,nan,4.474,6.752,2.690,0.000,0.221,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.686,nan,nan,nan,nan,nan,nan,1.569,nan,nan,nan,nan,nan,nan,nan,0.742
Soil12_CE_229_3_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,3.607,8.570,5.525,0.000,0.203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.474,nan,nan,nan,nan,nan,nan,nan,2.474
