,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,nan,nan,nan,nan,nan,4.967,2.260,nan,0.046,0.388,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-10_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.068,1.422,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-14_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.725,1.917,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-18_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.076,1.438,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-25_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.659,0.940,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-3_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.391,1.063,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-50_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.792,1.526,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-5_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.111,1.466,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-8_CHL_T9,nan,nan,nan,nan,nan,nan,nan,13.666,6.098,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_0_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.498,1.594,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_3_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.192,1.453,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-100_CHL_T9,nan,nan,nan,nan,nan,nan,nan,4.884,1.681,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-13_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.423,0.791,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-2_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.361,0.804,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-32_CHL_T9,nan,nan,nan,nan,nan,nan,nan,4.700,0.956,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-4_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.992,0.880,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-6_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.602,1.637,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-9_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.784,0.920,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.615,1.479,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_10_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.765,0.548,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_3_CHL_T9,nan,nan,nan,nan,nan,nan,nan,4.014,1.240,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_6_CHL_T9,nan,nan,nan,nan,nan,nan,nan,4.043,1.139,nan,0.026,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-23_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.664,1.345,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-2_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.296,0.969,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-5_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.376,0.379,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-8_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.295,0.763,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-90_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.218,1.302,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.341,0.674,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_14_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.974,0.198,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_22_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.247,1.483,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_2_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.136,0.402,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_5_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.284,1.073,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_9_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.641,0.520,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
