,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,2.187,0.000,nan,nan,0.101,0.040,0.000,0.737,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-10_None_T9,nan,nan,22.095,0.428,nan,nan,37.437,0.258,0.000,1.706,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.884,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-14_None_T9,nan,nan,23.317,0.000,nan,nan,36.060,0.364,0.000,1.377,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77.539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-18_None_T9,nan,nan,23.431,2.152,nan,nan,30.559,0.235,0.000,2.038,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71.406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-25_None_T9,nan,nan,20.039,1.340,nan,nan,58.089,0.162,0.000,2.259,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-3_None_T9,nan,nan,18.220,0.328,nan,nan,31.475,0.081,0.000,2.426,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.591,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-50_None_T9,nan,nan,3.968,0.000,nan,nan,1.514,0.040,0.000,0.220,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.718,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-5_None_T9,nan,nan,16.112,0.000,nan,nan,21.103,0.000,0.000,2.147,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.841,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-8_None_T9,nan,nan,21.127,0.000,nan,nan,23.360,0.081,0.000,2.367,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66.162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_0_None_T9,nan,nan,10.517,0.757,nan,nan,13.644,0.000,0.000,2.366,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.765,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_3_None_T9,nan,nan,7.156,0.381,nan,nan,12.025,0.223,0.000,0.544,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_-100_None_T9,nan,nan,6.620,1.000,nan,nan,1.435,0.040,0.000,1.220,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000
Soil12_CE_229_-13_None_T9,nan,nan,15.618,0.469,nan,nan,45.447,0.647,0.000,0.826,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_-2_None_T9,nan,nan,21.218,0.666,nan,nan,31.658,0.068,0.000,2.148,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_-32_None_T9,nan,nan,12.719,0.000,nan,nan,132.742,0.145,0.000,0.220,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_-4_None_T9,nan,nan,15.894,0.364,nan,nan,22.037,0.485,0.000,2.578,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_-6_None_T9,nan,nan,17.385,0.660,nan,nan,28.982,0.549,0.000,2.587,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.149,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_-9_None_T9,nan,nan,11.022,0.167,nan,nan,21.318,0.162,0.000,0.884,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_0_None_T9,nan,nan,9.872,0.540,nan,nan,13.991,1.202,1.000,1.322,0.404,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_10_None_T9,nan,nan,6.480,0.000,nan,nan,49.360,0.284,0.000,0.386,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_3_None_T9,nan,nan,10.861,0.428,nan,nan,41.973,0.121,0.000,0.548,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_6_None_T9,nan,nan,9.398,0.000,nan,nan,78.892,1.200,1.000,0.220,1.000,1.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.201,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil14_CE_251_N2_-23_None_T9,nan,nan,10.073,0.208,nan,nan,7.877,0.123,0.000,0.055,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil14_CE_251_N2_-2_None_T9,nan,nan,12.893,2.000,nan,nan,15.218,0.104,0.000,2.398,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.000
Soil14_CE_251_N2_-5_None_T9,nan,nan,13.669,0.000,nan,nan,13.525,0.364,0.000,0.331,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.281,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil14_CE_251_N2_-8_None_T9,nan,nan,13.611,0.000,nan,nan,17.462,0.346,0.000,0.941,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil14_CE_251_N2_-90_None_T9,nan,nan,2.252,0.000,nan,nan,0.194,0.000,0.000,0.274,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil14_CE_251_N2_0_None_T9,nan,nan,16.220,0.284,nan,nan,19.579,0.881,0.000,1.045,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.051,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil14_CE_251_N2_14_None_T9,nan,nan,6.975,1.255,nan,nan,39.194,1.041,1.000,0.055,1.000,1.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.044,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.840
Soil14_CE_251_N2_22_None_T9,nan,nan,4.323,0.000,nan,nan,3.936,0.000,0.000,0.329,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil14_CE_251_N2_2_None_T9,nan,nan,15.361,0.284,nan,nan,19.239,0.487,0.000,1.050,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil14_CE_251_N2_5_None_T9,nan,nan,11.057,0.000,nan,nan,14.939,0.195,0.000,0.551,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
