,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_None_T0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.175,nan,nan,nan,nan,nan,nan,nan,0.378,0.600,1.000,2.732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.254,1.787
Soil12_CE_229_0_None_T0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.266,nan,nan,nan,nan,nan,nan,nan,0.008,3.296,0.000,4.428,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.803,5.354
Soil14_CE_251_N2_0_None_T0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.622,nan,nan,nan,nan,nan,nan,nan,0.088,6.940,0.000,0.433,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.155,5.882
Soil15_CE_251_N5_0_None_T0,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.608,nan,nan,nan,nan,nan,nan,nan,0.272,14.499,0.000,3.660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.212,13.954
Soil16_CE_251_N6_0_None_T0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.798,nan,nan,nan,nan,nan,nan,nan,0.667,13.998,0.000,5.289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.409,15.349
Soil17_CE_251_N3_0_None_T0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.420,nan,nan,nan,nan,nan,nan,nan,0.402,12.252,0.775,9.129,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.096,13.881
Soil3_CE_239_0_None_T0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.659,nan,nan,nan,nan,nan,nan,nan,0.000,1.501,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,0.863
Soil5_CE_201_0_None_T0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.977,nan,nan,nan,nan,nan,nan,nan,0.085,1.604,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.457,1.153
Soil6_CE_73_0_None_T0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.411,nan,nan,nan,nan,nan,nan,nan,0.077,4.203,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,2.896
Soil9_CE_277_0_None_T0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.606,nan,nan,nan,nan,nan,nan,nan,0.025,1.748,0.000,0.526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.451,4.181
