,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,0.480,0.000,nan,nan,nan,5.416,4.329,0.958,0.000,0.410,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.943
Soil11_CE_234_-10_CHL_T9,nan,nan,0.300,0.000,nan,nan,nan,3.869,3.805,0.591,0.000,0.000,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.352,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.118
Soil11_CE_234_-14_CHL_T9,nan,nan,0.300,0.000,nan,nan,nan,3.847,3.381,0.642,0.000,0.000,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.402
Soil11_CE_234_-18_CHL_T9,nan,nan,0.240,0.000,nan,nan,nan,4.963,4.225,0.319,0.212,0.615,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.352,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.236
Soil11_CE_234_-25_CHL_T9,nan,nan,0.657,0.000,nan,nan,nan,4.187,4.320,1.283,0.000,0.410,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.176,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.354
Soil11_CE_234_-3_CHL_T9,nan,nan,0.240,0.000,nan,nan,nan,5.322,6.077,1.534,0.000,0.410,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.407,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.943
Soil11_CE_234_-50_CHL_T9,nan,nan,0.661,0.000,nan,nan,nan,5.901,4.411,1.963,0.212,0.820,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,1.647
Soil11_CE_234_-5_CHL_T9,nan,nan,0.540,0.000,nan,nan,nan,4.729,6.892,0.373,0.000,0.205,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.889,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,0.574
Soil11_CE_234_-8_CHL_T9,nan,nan,1.319,0.000,nan,nan,nan,16.116,17.784,1.862,0.000,1.436,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.061,nan,nan,nan,nan,0.477,nan,nan,nan,nan,nan,nan,nan,0.873
Soil11_CE_234_0_CHL_T9,nan,nan,0.120,0.443,nan,nan,nan,4.886,4.594,1.227,0.424,0.820,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.354
Soil11_CE_234_3_CHL_T9,nan,nan,0.600,0.000,nan,nan,nan,4.588,6.712,2.074,0.000,0.000,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.176,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,0.590
Soil12_CE_229_-100_CHL_T9,nan,nan,0.600,0.000,nan,nan,nan,7.277,8.241,0.908,0.000,0.615,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.176,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.708
Soil12_CE_229_-13_CHL_T9,nan,nan,0.480,0.000,nan,nan,nan,5.149,6.409,2.465,0.212,0.820,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.762,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,3.506
Soil12_CE_229_-2_CHL_T9,nan,nan,0.420,0.000,nan,nan,nan,4.815,4.358,1.719,0.212,0.615,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,1.191,nan,nan,nan,nan,nan,nan,nan,1.179
Soil12_CE_229_-32_CHL_T9,nan,nan,0.480,0.000,nan,nan,nan,5.972,6.949,1.277,0.000,0.615,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.635,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,2.566
Soil12_CE_229_-4_CHL_T9,nan,nan,1.660,1.000,nan,nan,nan,5.684,7.292,1.644,0.212,0.820,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,3.188
Soil12_CE_229_-6_CHL_T9,nan,nan,0.420,0.000,nan,nan,nan,5.525,8.365,2.513,0.000,1.024,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,2.374
Soil12_CE_229_-9_CHL_T9,nan,nan,0.480,0.000,nan,nan,nan,5.478,6.895,1.756,0.000,0.410,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.410,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,1.888
Soil12_CE_229_0_CHL_T9,nan,nan,0.720,0.443,nan,nan,nan,5.984,6.659,2.235,0.212,0.410,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.586,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,2.677
Soil12_CE_229_10_CHL_T9,nan,nan,0.417,0.000,nan,nan,nan,3.334,5.384,0.798,0.000,0.000,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,0.236
Soil12_CE_229_3_CHL_T9,nan,nan,0.180,0.000,nan,nan,nan,4.920,5.816,2.066,0.212,0.410,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.057,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,2.225
Soil12_CE_229_6_CHL_T9,nan,nan,0.120,0.000,nan,nan,nan,5.177,7.305,1.062,1.000,1.820,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.705,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,1.886
Soil14_CE_251_N2_-23_CHL_T9,nan,nan,0.300,0.000,nan,nan,nan,4.462,4.587,0.426,0.212,2.254,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.705,nan,nan,nan,nan,0.286,nan,nan,nan,nan,nan,nan,nan,0.472
Soil14_CE_251_N2_-2_CHL_T9,nan,nan,0.120,0.443,nan,nan,nan,5.032,5.118,0.958,1.906,1.844,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.705,nan,nan,nan,nan,0.572,nan,nan,nan,nan,nan,nan,nan,1.531
Soil14_CE_251_N2_-5_CHL_T9,nan,nan,0.660,0.000,nan,nan,nan,4.340,4.097,1.173,0.093,2.049,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.705,nan,nan,nan,nan,0.382,nan,nan,nan,nan,nan,nan,nan,1.179
Soil14_CE_251_N2_-8_CHL_T9,nan,nan,0.060,0.000,nan,nan,nan,4.782,2.944,1.368,0.424,1.229,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.118
Soil14_CE_251_N2_-90_CHL_T9,nan,nan,0.000,0.443,nan,nan,nan,2.815,3.607,0.266,0.000,0.205,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.236
Soil14_CE_251_N2_0_CHL_T9,nan,nan,0.300,0.000,nan,nan,nan,5.501,3.219,1.205,1.271,2.868,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.057,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.967
Soil14_CE_251_N2_14_CHL_T9,nan,nan,0.180,0.000,nan,nan,nan,5.246,5.117,0.532,0.635,1.024,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.057,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.118
Soil14_CE_251_N2_22_CHL_T9,nan,nan,0.120,0.000,nan,nan,nan,3.501,4.851,0.106,0.424,0.410,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.352,nan,nan,nan,nan,1.286,nan,nan,nan,nan,nan,nan,nan,0.705
Soil14_CE_251_N2_2_CHL_T9,nan,nan,0.540,0.000,nan,nan,nan,5.992,3.881,1.118,0.212,3.475,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.057,nan,nan,nan,nan,0.382,nan,nan,nan,nan,nan,nan,nan,1.179
Soil14_CE_251_N2_5_CHL_T9,nan,nan,0.540,0.000,nan,nan,nan,6.149,4.084,0.954,1.271,2.049,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,0.354
Soil14_CE_251_N2_9_CHL_T9,nan,nan,0.720,0.000,nan,nan,nan,5.125,4.768,0.798,0.424,1.434,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,1.095,nan,nan,nan,nan,nan,nan,nan,0.236
Soil15_CE_251_N5_-100_CHL_T9,nan,nan,0.780,0.443,nan,nan,nan,6.961,4.951,1.331,0.635,5.733,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.705,nan,nan,nan,nan,0.572,nan,nan,nan,nan,nan,nan,nan,0.708
Soil15_CE_251_N5_-65_CHL_T9,nan,nan,0.960,0.000,nan,nan,nan,13.296,9.370,1.062,1.059,10.429,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,0.281,nan,nan,nan,nan,nan,nan,nan,0.109
Soil15_CE_251_N5_0_CHL_T9,nan,nan,0.600,0.000,nan,nan,nan,20.187,11.335,3.664,4.098,14.134,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.938,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,1.290
Soil15_CE_251_N5_12_CHL_T9,nan,nan,0.600,0.443,nan,nan,nan,15.609,9.676,2.177,2.753,12.579,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.938,nan,nan,nan,nan,0.286,nan,nan,nan,nan,nan,nan,nan,0.225
Soil15_CE_251_N5_16_CHL_T9,nan,nan,0.420,0.000,nan,nan,nan,15.734,9.421,2.662,3.812,13.307,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.291,nan,nan,nan,nan,0.572,nan,nan,nan,nan,nan,nan,nan,0.927
Soil15_CE_251_N5_20_CHL_T9,nan,nan,0.540,0.000,nan,nan,nan,18.299,10.538,3.246,2.752,13.494,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.322,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,1.128
Soil15_CE_251_N5_22_CHL_T9,nan,nan,0.480,0.443,nan,nan,nan,13.489,7.162,2.544,1.059,11.678,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,1.095,nan,nan,nan,nan,nan,nan,nan,1.923
Soil15_CE_251_N5_26_CHL_T9,nan,nan,0.358,0.000,nan,nan,nan,8.406,4.220,1.966,2.132,8.009,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.057,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,0.236
Soil15_CE_251_N5_30_CHL_T9,nan,nan,0.120,0.000,nan,nan,nan,8.234,6.842,1.331,0.840,4.917,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.760,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.234
Soil15_CE_251_N5_34_CHL_T9,nan,nan,0.060,0.000,nan,nan,nan,7.228,5.193,1.384,0.424,3.688,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.095,nan,nan,nan,nan,nan,nan,nan,0.000
Soil16_CE_251_N6_-100_CHL_T9,nan,nan,0.420,0.000,nan,nan,nan,11.436,9.389,1.277,0.424,8.195,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.382,nan,nan,nan,nan,nan,nan,nan,0.469
