,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_None_T0,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.210,0.000,0.191,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_None_T0,nan,nan,0.000,0.000,nan,nan,nan,0.242,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.418,nan,0.057,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_None_T0,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.162,nan,0.000,0.000,nan,nan,nan,nan,nan,0.059,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_0_None_T0,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.095,nan,nan,nan,nan,nan,nan,nan,nan
Soil16_CE_251_N6_0_None_T0,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.119,0.000,0.574,nan,0.000,0.000,0.000,nan,nan,nan,0.091,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil17_CE_251_N3_0_None_T0,nan,nan,0.103,0.000,nan,nan,nan,0.000,0.000,nan,0.415,0.010,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.085,0.000,0.000,nan,nan,nan,0.066,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil3_CE_239_0_None_T0,nan,nan,0.119,0.000,nan,nan,nan,0.030,0.000,nan,0.380,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil5_CE_201_0_None_T0,nan,nan,0.119,0.000,nan,nan,nan,0.081,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.121,0.000,0.540,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil6_CE_73_0_None_T0,nan,nan,0.000,0.000,nan,nan,nan,0.079,0.422,nan,0.000,0.000,nan,nan,nan,nan,nan,0.175,0.234,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.182,nan,0.105,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil9_CE_277_0_None_T0,nan,nan,0.000,0.000,nan,nan,nan,0.081,0.308,nan,0.113,0.182,nan,nan,nan,nan,nan,0.061,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.175,nan,0.000,0.000,0.095,nan,nan,nan,nan,nan,nan,nan,nan
