,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,9.716,0.000,nan,nan,nan,nan,nan,0.218,nan,nan,0.156,nan,nan,0.000,0.000,23.541,0.000,0.000,0.000,nan,nan,nan,1.095,nan,3.480,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan
Soil11_CE_234_-10_None_T9,nan,nan,17.648,0.225,nan,nan,nan,nan,nan,3.502,nan,nan,60.134,nan,nan,0.000,0.000,49.834,0.000,0.000,0.000,nan,nan,nan,2.363,nan,9.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.145,nan,nan,nan
Soil11_CE_234_-14_None_T9,nan,nan,21.492,0.154,nan,nan,nan,nan,nan,2.736,nan,nan,52.902,nan,nan,0.000,0.000,54.952,1.000,0.000,0.000,nan,nan,nan,1.804,nan,8.305,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.582,nan,nan,nan
Soil11_CE_234_-18_None_T9,nan,nan,26.859,2.675,nan,nan,nan,nan,nan,4.207,nan,nan,64.833,nan,nan,2.711,0.000,66.283,1.086,2.000,1.000,nan,nan,nan,5.175,nan,6.793,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.403,nan,nan,nan
Soil11_CE_234_-25_None_T9,nan,nan,32.231,0.231,nan,nan,nan,nan,nan,2.647,nan,nan,85.058,nan,nan,2.355,0.143,73.464,0.345,2.000,0.000,nan,nan,nan,5.503,nan,11.709,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.374,nan,nan,nan
Soil11_CE_234_-3_None_T9,nan,nan,19.435,0.222,nan,nan,nan,nan,nan,3.014,nan,nan,51.719,nan,nan,1.000,0.994,51.211,6.323,5.000,5.000,nan,nan,nan,1.985,nan,12.578,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.299,nan,nan,nan
Soil11_CE_234_-50_None_T9,nan,nan,12.048,0.000,nan,nan,nan,nan,nan,0.218,nan,nan,0.155,nan,nan,0.000,0.000,28.566,0.047,0.000,0.000,nan,nan,nan,0.766,nan,5.093,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan
Soil11_CE_234_-5_None_T9,nan,nan,15.119,0.000,nan,nan,nan,nan,nan,2.795,nan,nan,52.787,nan,nan,0.000,0.000,42.013,1.000,1.000,0.000,nan,nan,nan,0.985,nan,6.039,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.148,nan,nan,nan
Soil11_CE_234_-8_None_T9,nan,nan,12.896,0.000,nan,nan,nan,nan,nan,2.345,nan,nan,71.622,nan,nan,1.000,0.000,38.744,2.000,1.000,1.000,nan,nan,nan,2.217,nan,7.304,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.715,nan,nan,nan
Soil11_CE_234_0_None_T9,nan,nan,21.627,2.222,nan,nan,nan,nan,nan,2.175,nan,nan,19.793,nan,nan,1.000,0.000,31.489,0.323,0.000,0.000,nan,nan,nan,2.095,nan,7.414,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.368,nan,nan,nan
Soil11_CE_234_3_None_T9,nan,nan,19.680,0.000,nan,nan,nan,nan,nan,0.924,nan,nan,4.248,nan,nan,0.000,0.000,30.893,0.000,0.000,0.000,nan,nan,nan,1.314,nan,8.898,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.252,nan,nan,nan
Soil12_CE_229_-100_None_T9,nan,nan,23.993,0.876,nan,nan,nan,nan,nan,2.236,nan,nan,0.234,nan,nan,0.000,0.000,51.875,1.000,1.000,0.000,nan,nan,nan,0.876,nan,6.048,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.208,nan,nan,nan
Soil12_CE_229_-13_None_T9,nan,nan,20.112,0.198,nan,nan,nan,nan,nan,1.849,nan,nan,12.498,nan,nan,50.885,7.543,293.544,3.463,0.000,0.000,nan,nan,nan,70.852,nan,78.953,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.534,nan,nan,nan
Soil12_CE_229_-2_None_T9,nan,nan,23.665,1.447,nan,nan,nan,nan,nan,3.358,nan,nan,9.647,nan,nan,4.249,1.142,147.626,10.764,0.000,0.000,nan,nan,nan,13.402,nan,28.315,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.754,nan,nan,nan
Soil12_CE_229_-32_None_T9,nan,nan,19.960,1.000,nan,nan,nan,nan,nan,2.293,nan,nan,17.130,nan,nan,2.487,0.072,273.318,26.814,2.000,0.000,nan,nan,nan,2.956,nan,10.023,nan,nan,nan,nan,nan,nan,nan,nan,nan,59.069,nan,nan,nan
Soil12_CE_229_-4_None_T9,nan,nan,24.065,3.571,nan,nan,nan,nan,nan,3.051,nan,nan,9.900,nan,nan,10.976,1.816,105.291,1.152,1.000,1.000,nan,nan,nan,20.178,nan,26.254,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.509,nan,nan,nan
Soil12_CE_229_-6_None_T9,nan,nan,20.663,0.447,nan,nan,nan,nan,nan,3.021,nan,nan,12.217,nan,nan,25.186,4.541,146.647,5.525,2.000,0.000,nan,nan,nan,40.844,nan,46.199,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.417,nan,nan,nan
Soil12_CE_229_-9_None_T9,nan,nan,16.535,0.000,nan,nan,nan,nan,nan,2.446,nan,nan,8.784,nan,nan,15.626,3.069,153.554,3.854,0.000,0.000,nan,nan,nan,26.591,nan,31.686,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.159,nan,nan,nan
Soil12_CE_229_0_None_T9,nan,nan,10.360,0.000,nan,nan,nan,nan,nan,1.423,nan,nan,1.950,nan,nan,0.000,0.000,43.552,1.355,1.000,0.000,nan,nan,nan,1.423,nan,4.530,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.338,nan,nan,nan
Soil12_CE_229_10_None_T9,nan,nan,19.414,1.000,nan,nan,nan,nan,nan,1.141,nan,nan,0.548,nan,nan,1.711,0.000,24.938,1.000,1.000,0.000,nan,nan,nan,1.876,nan,6.435,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan
Soil12_CE_229_3_None_T9,nan,nan,16.680,0.000,nan,nan,nan,nan,nan,3.019,nan,nan,1.692,nan,nan,1.355,0.000,29.041,0.000,0.000,0.000,nan,nan,nan,1.438,nan,2.649,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.835,nan,nan,nan
Soil12_CE_229_6_None_T9,nan,nan,19.697,1.447,nan,nan,nan,nan,nan,3.344,nan,nan,1.328,nan,nan,2.711,0.000,29.848,0.000,0.000,0.000,nan,nan,nan,2.547,nan,8.250,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.904,nan,nan,nan
Soil14_CE_251_N2_-23_None_T9,nan,nan,20.803,0.000,nan,nan,nan,nan,nan,1.088,nan,nan,17.357,nan,nan,0.355,0.072,195.777,48.809,2.000,2.000,nan,nan,nan,18.843,nan,16.058,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.119,nan,nan,nan
Soil14_CE_251_N2_-2_None_T9,nan,nan,17.148,0.000,nan,nan,nan,nan,nan,7.984,nan,nan,32.289,nan,nan,62.779,10.418,172.066,26.039,2.023,2.000,nan,nan,nan,100.241,nan,101.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.994,nan,nan,nan
Soil14_CE_251_N2_-5_None_T9,nan,nan,22.505,0.447,nan,nan,nan,nan,nan,4.978,nan,nan,27.996,nan,nan,71.160,10.491,215.220,6.747,0.000,0.000,nan,nan,nan,91.903,nan,120.825,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.894,nan,nan,nan
Soil14_CE_251_N2_-8_None_T9,nan,nan,24.747,2.000,nan,nan,nan,nan,nan,4.374,nan,nan,34.987,nan,nan,77.466,10.006,231.432,11.400,3.000,2.000,nan,nan,nan,92.276,nan,119.323,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.216,nan,nan,nan
Soil14_CE_251_N2_-90_None_T9,nan,nan,19.081,1.000,nan,nan,nan,nan,nan,0.761,nan,nan,1.234,nan,nan,0.000,0.072,33.913,0.002,0.000,0.000,nan,nan,nan,1.323,nan,6.232,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.486,nan,nan,nan
Soil14_CE_251_N2_0_None_T9,nan,nan,23.671,0.000,nan,nan,nan,nan,nan,14.796,nan,nan,55.270,nan,nan,97.391,11.706,325.769,62.285,6.026,4.000,nan,nan,nan,185.083,nan,178.590,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.101,nan,nan,nan
Soil14_CE_251_N2_14_None_T9,nan,nan,21.202,0.000,nan,nan,nan,nan,nan,1.966,nan,nan,0.936,nan,nan,0.000,0.000,45.429,3.004,2.000,0.000,nan,nan,nan,0.438,nan,7.742,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.600,nan,nan,nan
Soil14_CE_251_N2_22_None_T9,nan,nan,19.851,1.000,nan,nan,nan,nan,nan,1.630,nan,nan,0.781,nan,nan,0.000,0.000,29.521,1.000,1.000,0.000,nan,nan,nan,1.314,nan,4.909,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.530,nan,nan,nan
Soil14_CE_251_N2_2_None_T9,nan,nan,27.991,0.456,nan,nan,nan,nan,nan,15.659,nan,nan,49.712,nan,nan,70.612,12.723,251.868,50.573,5.000,2.000,nan,nan,nan,145.798,nan,141.531,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.071,nan,nan,nan
Soil14_CE_251_N2_5_None_T9,nan,nan,22.022,0.447,nan,nan,nan,nan,nan,2.175,nan,nan,3.930,nan,nan,1.000,0.215,79.127,0.445,0.000,0.000,nan,nan,nan,3.190,nan,6.229,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.143,nan,nan,nan
Soil14_CE_251_N2_9_None_T9,nan,nan,19.399,0.444,nan,nan,nan,nan,nan,2.076,nan,nan,1.874,nan,nan,1.000,0.072,39.511,0.726,1.000,1.000,nan,nan,nan,1.766,nan,5.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.423,nan,nan,nan
Soil15_CE_251_N5_-100_None_T9,nan,nan,18.851,0.000,nan,nan,nan,nan,nan,1.142,nan,nan,0.547,nan,nan,0.711,0.226,46.323,0.970,0.000,0.000,nan,nan,nan,1.915,nan,9.615,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.088,nan,nan,nan
Soil15_CE_251_N5_-65_None_T9,nan,nan,20.715,0.000,nan,nan,nan,nan,nan,1.036,nan,nan,7.688,nan,nan,0.000,0.000,56.530,3.617,1.000,1.000,nan,nan,nan,1.642,nan,9.999,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.110,nan,nan,nan
Soil15_CE_251_N5_0_None_T9,nan,nan,25.386,0.893,nan,nan,nan,nan,nan,4.283,nan,nan,164.188,nan,nan,102.353,17.633,254.938,26.827,1.073,1.000,nan,nan,nan,117.120,nan,123.965,nan,nan,nan,nan,nan,nan,nan,nan,nan,169.470,nan,nan,nan
Soil15_CE_251_N5_12_None_T9,nan,nan,35.742,2.447,nan,nan,nan,nan,nan,2.885,nan,nan,139.412,nan,nan,49.584,9.640,210.798,6.983,0.000,0.000,nan,nan,nan,43.857,nan,75.659,nan,nan,nan,nan,nan,nan,nan,nan,nan,154.611,nan,nan,nan
Soil15_CE_251_N5_16_None_T9,nan,nan,26.382,2.447,nan,nan,nan,nan,nan,2.227,nan,nan,61.189,nan,nan,4.247,2.067,110.217,1.675,1.000,0.000,nan,nan,nan,6.674,nan,10.818,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.301,nan,nan,nan
Soil15_CE_251_N5_20_None_T9,nan,nan,34.942,0.021,nan,nan,nan,nan,nan,2.497,nan,nan,29.435,nan,nan,0.711,0.515,114.745,5.188,4.000,1.000,nan,nan,nan,2.628,nan,11.568,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.404,nan,nan,nan
Soil15_CE_251_N5_22_None_T9,nan,nan,87.638,0.447,nan,nan,nan,nan,nan,8.151,nan,nan,26.775,nan,nan,2.776,0.286,268.277,14.302,9.000,0.000,nan,nan,nan,3.746,nan,23.006,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.910,nan,nan,nan
Soil15_CE_251_N5_26_None_T9,nan,nan,19.606,0.902,nan,nan,nan,nan,nan,1.318,nan,nan,4.019,nan,nan,0.678,0.000,59.525,6.107,3.000,1.000,nan,nan,nan,1.861,nan,3.774,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.748,nan,nan,nan
Soil15_CE_251_N5_30_None_T9,nan,nan,20.889,0.000,nan,nan,nan,nan,nan,3.509,nan,nan,4.924,nan,nan,0.711,0.000,52.154,6.991,5.000,1.000,nan,nan,nan,1.651,nan,7.183,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.848,nan,nan,nan
Soil15_CE_251_N5_34_None_T9,nan,nan,19.565,0.447,nan,nan,nan,nan,nan,1.494,nan,nan,4.346,nan,nan,1.421,0.072,43.208,2.000,2.000,0.000,nan,nan,nan,1.752,nan,5.845,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.051,nan,nan,nan
