,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,2.711,0.000,nan,nan,nan,0.240,15.278,0.000,0.000,0.000,0.400,nan,0.000,0.000,0.000,1.700,0.311,0.000,0.000,nan,nan,nan,0.110,nan,0.000,nan,nan,0.000,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.677
Soil11_CE_234_-10_None_T9,nan,nan,10.016,0.000,nan,nan,nan,6.576,18.757,0.000,0.000,0.000,0.560,nan,0.000,0.000,0.000,3.012,0.311,0.000,0.000,nan,nan,nan,0.000,nan,0.000,nan,nan,0.000,0.000,0.000,0.180,nan,nan,nan,0.000,nan,0.000,6.474
Soil11_CE_234_-14_None_T9,nan,nan,8.911,0.000,nan,nan,nan,10.213,21.337,0.056,0.000,0.000,0.788,nan,0.000,0.000,0.000,3.026,0.623,0.000,0.000,nan,nan,nan,0.428,nan,0.411,nan,nan,0.000,0.000,0.000,0.180,nan,nan,nan,0.070,nan,0.000,4.759
Soil11_CE_234_-18_None_T9,nan,nan,9.827,0.000,nan,nan,nan,11.007,21.779,0.222,1.023,0.562,2.378,nan,0.000,0.548,0.164,3.136,1.245,0.000,0.000,nan,nan,nan,2.094,nan,0.576,nan,nan,0.000,0.000,0.767,0.757,nan,nan,nan,0.421,nan,0.000,4.432
Soil11_CE_234_-25_None_T9,nan,nan,5.744,0.000,nan,nan,nan,10.537,22.629,1.448,1.315,1.566,6.131,nan,0.000,2.434,0.000,3.884,1.068,0.000,0.000,nan,nan,nan,5.484,nan,1.605,nan,nan,0.000,0.000,0.957,2.878,nan,nan,nan,0.834,nan,0.000,4.250
Soil11_CE_234_-3_None_T9,nan,nan,5.778,0.000,nan,nan,nan,6.470,20.665,0.111,0.000,0.000,0.712,nan,0.000,0.000,0.000,2.835,0.608,0.000,0.000,nan,nan,nan,0.543,nan,0.617,nan,nan,0.000,0.000,0.097,0.090,nan,nan,nan,0.000,nan,0.000,3.447
Soil11_CE_234_-50_None_T9,nan,nan,2.889,0.000,nan,nan,nan,1.565,20.525,0.000,0.000,0.000,1.032,nan,0.000,0.686,0.082,2.588,0.623,0.000,0.000,nan,nan,nan,0.415,nan,0.597,nan,nan,0.000,0.000,0.000,0.270,nan,nan,nan,0.139,nan,0.000,0.808
Soil11_CE_234_-5_None_T9,nan,nan,2.830,0.000,nan,nan,nan,4.563,19.759,0.000,0.000,0.000,0.952,nan,0.000,0.000,0.000,2.226,1.239,0.000,0.000,nan,nan,nan,0.212,nan,0.000,nan,nan,0.000,0.000,0.000,0.088,nan,nan,nan,0.000,nan,0.000,4.381
Soil11_CE_234_-8_None_T9,nan,nan,4.896,0.000,nan,nan,nan,7.461,16.705,0.000,0.000,0.000,0.550,nan,0.000,0.000,0.000,2.416,0.000,0.000,0.000,nan,nan,nan,0.433,nan,0.000,nan,nan,0.000,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,3.385
Soil11_CE_234_0_None_T9,nan,nan,6.010,0.000,nan,nan,nan,2.892,17.499,0.000,0.000,0.000,0.708,nan,0.000,0.000,0.000,2.472,0.311,0.000,0.000,nan,nan,nan,0.428,nan,0.206,nan,nan,0.000,0.000,0.099,0.000,nan,nan,nan,0.000,nan,0.000,3.998
