,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,0.175,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.580,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-10_None_T9,nan,nan,0.820,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.877,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.549,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-14_None_T9,nan,nan,1.503,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.780,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-18_None_T9,nan,nan,1.344,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.586,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-25_None_T9,nan,nan,0.852,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.799,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-3_None_T9,nan,nan,1.560,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.087,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.540,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-50_None_T9,nan,nan,0.422,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.386,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-5_None_T9,nan,nan,1.043,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.155,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-8_None_T9,nan,nan,0.991,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.410,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_0_None_T9,nan,nan,1.317,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.693,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_3_None_T9,nan,nan,1.553,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.806,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.870,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-100_None_T9,nan,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.677,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-13_None_T9,nan,nan,0.379,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.965,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.713,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-2_None_T9,nan,nan,0.758,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.434,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-32_None_T9,nan,nan,0.303,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.328,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-4_None_T9,nan,nan,0.525,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.141,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-6_None_T9,nan,nan,0.181,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.825,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-9_None_T9,nan,nan,0.350,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.980,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_None_T9,nan,nan,0.084,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.837,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_10_None_T9,nan,nan,0.922,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.677,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_3_None_T9,nan,nan,0.410,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.163,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_6_None_T9,nan,nan,0.792,0.205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.469,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-23_None_T9,nan,nan,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.074,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-2_None_T9,nan,nan,0.175,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.540,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-5_None_T9,nan,nan,0.081,0.153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.777,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
