,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_None_T0,nan,nan,nan,nan,nan,nan,nan,1.166,4.385,2.550,0.000,1.029,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,3.803,12.538
Soil12_CE_229_0_None_T0,nan,nan,nan,nan,nan,nan,nan,2.623,5.925,8.145,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.479,nan,nan,nan,nan,nan,nan,7.185,18.320
Soil14_CE_251_N2_0_None_T0,nan,nan,nan,nan,nan,nan,nan,3.693,6.084,5.625,0.862,0.617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,2.636,17.580
Soil15_CE_251_N5_0_None_T0,nan,nan,nan,nan,nan,nan,nan,19.381,24.303,22.264,0.431,5.760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.583,nan,nan,nan,nan,nan,nan,0.670,nan,nan,nan,nan,nan,nan,7.155,45.779
Soil16_CE_251_N6_0_None_T0,nan,nan,nan,nan,nan,nan,nan,13.720,16.100,20.954,0.431,1.646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.124,nan,nan,nan,nan,nan,nan,1.053,nan,nan,nan,nan,nan,nan,10.137,52.479
Soil17_CE_251_N3_0_None_T0,nan,nan,nan,nan,nan,nan,nan,12.856,22.623,11.497,0.646,4.937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.197,nan,nan,nan,nan,nan,nan,0.287,nan,nan,nan,nan,nan,nan,6.778,27.409
Soil3_CE_239_0_None_T0,nan,nan,nan,nan,nan,nan,nan,1.313,4.206,0.266,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,1.130,2.715
Soil5_CE_201_0_None_T0,nan,nan,nan,nan,nan,nan,nan,1.693,5.596,0.641,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,4.142,4.315
Soil6_CE_73_0_None_T0,nan,nan,nan,nan,nan,nan,nan,2.188,10.716,7.772,0.215,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,1.287,nan,nan,nan,nan,nan,nan,17.713,24.257
Soil9_CE_277_0_None_T0,nan,nan,nan,nan,nan,nan,nan,6.395,19.738,7.580,0.000,2.263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.000,nan,nan,nan,nan,nan,nan,2.000,nan,nan,nan,nan,nan,nan,7.122,25.851
