,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,2.998
Soil11_CE_234_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,9.848
Soil12_CE_229_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.570
Soil12_CE_229_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,13.378
Soil14_CE_251_N2_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.245
Soil14_CE_251_N2_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,6.797
Soil15_CE_251_N5_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.588,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,6.418
Soil15_CE_251_N5_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,13.348
Soil16_CE_251_N6_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000,8.386
Soil16_CE_251_N6_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,16.918
Soil17_CE_251_N3_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,8.585
Soil17_CE_251_N3_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,7.515
Soil3_CE_239_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.160,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,2.000
Soil3_CE_239_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.327,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,1.123
Soil5_CE_201_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,1.652
Soil5_CE_201_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,1.811
Soil6_CE_73_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,2.868
Soil6_CE_73_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,4.102
Soil9_CE_277_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,5.993
Soil9_CE_277_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,19.847
