,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,0.235,0.000,nan,nan,nan,0.728,5.152,0.436,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-10_None_T9,nan,nan,10.205,0.000,nan,nan,nan,14.888,36.113,9.250,1.000,2.091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,0.852
Soil11_CE_234_-14_None_T9,nan,nan,13.801,1.000,nan,nan,nan,19.763,48.413,12.078,0.000,2.140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,3.767
Soil11_CE_234_-18_None_T9,nan,nan,13.089,0.417,nan,nan,nan,15.445,39.971,11.302,0.000,1.746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,4.137
Soil11_CE_234_-25_None_T9,nan,nan,26.264,7.459,nan,nan,nan,6.106,16.959,13.004,0.000,0.873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,14.789
Soil11_CE_234_-3_None_T9,nan,nan,6.515,1.000,nan,nan,nan,9.933,23.883,5.250,2.000,2.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,1.365
Soil11_CE_234_-50_None_T9,nan,nan,1.937,0.000,nan,nan,nan,1.674,10.388,0.928,5.000,5.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.487
Soil11_CE_234_-5_None_T9,nan,nan,4.751,0.000,nan,nan,nan,7.562,20.435,2.398,1.000,1.653,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.243
Soil11_CE_234_-8_None_T9,nan,nan,5.366,0.000,nan,nan,nan,14.607,35.267,5.510,2.000,3.087,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,0.365
Soil11_CE_234_0_None_T9,nan,nan,3.225,0.000,nan,nan,nan,3.641,14.382,3.110,1.000,1.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.608
Soil11_CE_234_3_None_T9,nan,nan,5.457,0.000,nan,nan,nan,1.792,12.424,4.304,0.000,0.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,0.365
Soil12_CE_229_-100_None_T9,nan,nan,1.819,0.000,nan,nan,nan,2.182,15.505,2.398,2.000,2.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,0.122
Soil12_CE_229_-13_None_T9,nan,nan,4.085,1.000,nan,nan,nan,9.534,50.477,3.182,3.000,9.934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,1.122
Soil12_CE_229_-2_None_T9,nan,nan,4.353,0.000,nan,nan,nan,4.376,14.896,3.544,0.114,1.046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.365
Soil12_CE_229_-32_None_T9,nan,nan,3.431,0.000,nan,nan,nan,8.473,23.614,1.475,1.000,2.960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.243
Soil12_CE_229_-4_None_T9,nan,nan,2.539,0.000,nan,nan,nan,4.115,21.017,3.031,0.855,5.142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.382,nan,nan,nan,nan,nan,nan,nan,0.852
Soil12_CE_229_-6_None_T9,nan,nan,3.704,0.000,nan,nan,nan,6.965,31.482,3.339,1.000,6.884,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.487
Soil12_CE_229_-9_None_T9,nan,nan,2.523,0.000,nan,nan,nan,4.289,25.008,2.998,2.000,5.273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.479
Soil12_CE_229_0_None_T9,nan,nan,2.525,0.000,nan,nan,nan,1.178,8.155,1.582,0.000,0.655,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.000
Soil12_CE_229_10_None_T9,nan,nan,2.817,0.000,nan,nan,nan,1.258,13.522,2.616,0.218,0.655,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.487
Soil12_CE_229_3_None_T9,nan,nan,3.228,0.000,nan,nan,nan,1.336,8.870,1.800,1.000,1.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,0.122
Soil12_CE_229_6_None_T9,nan,nan,4.988,0.000,nan,nan,nan,1.987,9.529,2.673,2.000,2.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,0.973
Soil14_CE_251_N2_-23_None_T9,nan,nan,5.577,0.000,nan,nan,nan,7.883,23.306,1.471,0.218,1.309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,0.365
Soil14_CE_251_N2_-2_None_T9,nan,nan,2.647,0.000,nan,nan,nan,11.859,51.760,1.748,1.040,8.783,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,0.122
Soil14_CE_251_N2_-5_None_T9,nan,nan,4.493,1.000,nan,nan,nan,10.026,51.433,3.027,0.000,9.785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.191,nan,nan,nan,nan,nan,nan,nan,1.362
Soil14_CE_251_N2_-8_None_T9,nan,nan,4.665,1.417,nan,nan,nan,11.829,51.892,4.835,1.000,14.012,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.738,nan,nan,nan,nan,nan,nan,nan,1.898
