,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.404,nan,nan,nan,nan,nan,nan,nan,0.128,3.600,0.000,1.216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,1.816
Soil11_CE_234_-10_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.964,nan,nan,nan,nan,nan,nan,nan,1.038,1.823,1.000,1.608,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.901,4.656
Soil11_CE_234_-14_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.353,nan,nan,nan,nan,nan,nan,nan,1.000,3.402,1.000,1.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,2.269
Soil11_CE_234_-18_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.636,nan,nan,nan,nan,nan,nan,nan,0.061,1.801,0.000,1.814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,2.334
Soil11_CE_234_-25_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.250,nan,nan,nan,nan,nan,nan,nan,0.000,1.801,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,2.829
Soil11_CE_234_-3_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.799,nan,nan,nan,nan,nan,nan,nan,0.092,4.765,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.901,3.189
Soil11_CE_234_-50_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.931,nan,nan,nan,nan,nan,nan,nan,0.014,4.481,0.000,1.784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.684,3.398
Soil11_CE_234_-5_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.556,nan,nan,nan,nan,nan,nan,nan,0.079,2.819,0.000,1.139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.597,2.635
Soil11_CE_234_-8_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.259,nan,nan,nan,nan,nan,nan,nan,1.168,9.157,1.000,3.907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.057,12.062
Soil11_CE_234_0_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.395,nan,nan,nan,nan,nan,nan,nan,0.028,3.046,0.000,0.479,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.803,2.399
Soil11_CE_234_3_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.128,nan,nan,nan,nan,nan,nan,nan,0.066,2.702,0.000,1.871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.803,3.201
Soil12_CE_229_-100_CHL_T9,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.791,nan,nan,nan,nan,nan,nan,nan,0.086,7.060,0.000,0.577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.451,8.365
