,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,0.164,0.000,nan,nan,nan,0.040,0.162,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-10_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.161,0.000,nan,0.394,0.000,nan,nan,nan,nan,nan,0.089,0.000,0.677,nan,0.104,0.000,0.000,nan,nan,nan,0.000,nan,0.104,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-14_None_T9,nan,nan,0.044,0.000,nan,nan,nan,0.080,0.260,nan,0.000,0.000,nan,nan,nan,nan,nan,0.182,0.000,0.000,nan,0.187,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.095,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-18_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.067,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.119,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-25_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.081,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.210,0.000,0.134,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-3_None_T9,nan,nan,0.119,0.000,nan,nan,nan,0.240,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.089,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-50_None_T9,nan,nan,0.475,0.000,nan,nan,nan,0.401,0.196,nan,0.000,0.000,nan,nan,nan,nan,nan,0.225,0.000,0.734,nan,0.100,0.000,0.146,nan,nan,nan,0.397,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-5_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.425,0.000,nan,nan,nan,nan,nan,0.115,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.133,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-8_None_T9,nan,nan,0.170,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.232,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_0_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.121,0.098,nan,0.000,0.446,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.105,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_3_None_T9,nan,nan,0.119,0.000,nan,nan,nan,0.000,0.000,nan,0.213,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.380,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-100_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.041,0.196,nan,0.765,0.090,nan,nan,nan,nan,nan,0.214,0.000,0.274,nan,0.088,0.000,0.000,nan,nan,nan,0.000,nan,0.106,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-13_None_T9,nan,nan,0.046,0.000,nan,nan,nan,0.000,0.191,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-2_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.196,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-32_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.122,0.000,0.000,nan,0.210,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.004,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-4_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.061,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.315,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-6_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.040,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.193,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-9_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.041,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.081,0.098,nan,0.000,0.195,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.507,nan,nan,nan,0.000,nan,0.202,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_10_None_T9,nan,nan,0.212,0.067,nan,nan,nan,0.146,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.105,0.000,0.000,nan,nan,nan,0.180,nan,0.000,0.000,0.180,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_3_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.061,0.000,0.000,nan,0.000,0.000,0.253,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_6_None_T9,nan,nan,0.168,0.000,nan,nan,nan,0.075,0.000,nan,0.213,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.100,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-23_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.081,0.098,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.133,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-2_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.077,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.673,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-5_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.308,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-8_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.098,nan,0.000,0.000,nan,nan,nan,nan,nan,0.069,0.000,0.000,nan,0.199,0.000,0.000,nan,nan,nan,0.000,nan,0.210,0.000,0.094,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_-90_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.040,0.000,nan,0.000,0.223,nan,nan,nan,nan,nan,0.000,0.332,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_None_T9,nan,nan,0.059,0.000,nan,nan,nan,0.040,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.182,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_14_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.162,nan,0.213,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.095,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_22_None_T9,nan,nan,0.594,0.000,nan,nan,nan,2.340,0.687,nan,0.213,0.000,nan,nan,nan,nan,nan,0.058,0.000,0.000,nan,0.000,0.000,1.233,nan,nan,nan,0.000,nan,0.000,0.000,0.473,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_2_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.061,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_5_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.081,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.189,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_9_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.000,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.000,0.673,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.065,nan,0.000,0.000,0.095,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_-100_None_T9,nan,nan,0.175,0.000,nan,nan,nan,0.145,0.036,nan,0.080,0.000,nan,nan,nan,nan,nan,0.114,0.673,1.129,nan,0.105,0.000,0.000,nan,nan,nan,0.455,nan,0.000,0.000,0.097,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_-65_None_T9,nan,nan,0.096,0.000,nan,nan,nan,0.081,0.300,nan,0.000,0.000,nan,nan,nan,nan,nan,0.176,0.000,0.574,nan,0.000,0.000,0.174,nan,nan,nan,0.340,nan,0.000,0.134,0.239,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_0_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.202,0.098,nan,0.000,0.000,nan,nan,nan,nan,nan,0.243,0.000,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.105,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_12_None_T9,nan,nan,0.000,0.000,nan,nan,nan,0.081,0.000,nan,0.000,0.000,nan,nan,nan,nan,nan,0.061,0.033,0.000,nan,0.000,0.000,0.000,nan,nan,nan,0.182,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_16_None_T9,nan,nan,0.174,0.000,nan,nan,nan,0.000,0.000,nan,0.213,0.000,nan,nan,nan,nan,nan,0.000,0.000,0.000,nan,0.210,0.000,0.000,nan,nan,nan,0.182,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan
