,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,3.720,0.000,nan,nan,nan,1.182,15.216,0.000,0.000,0.000,0.560,nan,0.000,0.000,0.000,2.653,0.000,0.000,0.000,nan,nan,nan,0.106,nan,0.000,nan,nan,0.000,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,1.231
Soil11_CE_234_-10_CHL_T9,nan,nan,3.890,0.000,nan,nan,nan,0.640,15.948,0.000,0.000,0.000,0.706,nan,0.000,0.000,0.000,1.869,0.000,0.000,0.000,nan,nan,nan,0.106,nan,0.000,nan,nan,0.000,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.985
Soil11_CE_234_-14_CHL_T9,nan,nan,3.125,0.000,nan,nan,nan,0.939,15.834,0.000,0.000,0.000,0.556,nan,0.000,0.000,0.000,1.327,0.623,0.000,0.000,nan,nan,nan,0.212,nan,0.184,nan,nan,0.000,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,0.923
Soil11_CE_234_-18_CHL_T9,nan,nan,3.240,0.000,nan,nan,nan,0.886,16.140,0.000,0.000,0.000,0.632,nan,0.000,0.000,0.082,1.629,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,nan,nan,0.000,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,1.046
Soil11_CE_234_-25_CHL_T9,nan,nan,2.771,0.000,nan,nan,nan,1.242,14.250,0.000,0.000,0.000,0.160,nan,0.000,0.686,0.000,1.508,0.623,0.000,0.000,nan,nan,nan,0.000,nan,0.000,nan,nan,0.000,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,1.046
Soil11_CE_234_-3_CHL_T9,nan,nan,6.134,0.000,nan,nan,nan,0.840,18.956,0.222,0.000,0.000,0.474,nan,0.000,0.000,0.000,2.711,0.623,0.000,0.000,nan,nan,nan,0.212,nan,0.206,nan,nan,0.000,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,1.354
Soil11_CE_234_-50_CHL_T9,nan,nan,3.889,0.000,nan,nan,nan,0.572,10.993,0.000,0.000,0.444,0.398,nan,0.000,0.000,0.000,1.990,0.000,0.000,0.000,nan,nan,nan,0.317,nan,0.000,nan,nan,0.000,0.000,0.097,0.000,nan,nan,nan,0.000,nan,0.000,2.881
Soil11_CE_234_-5_CHL_T9,nan,nan,3.418,0.000,nan,nan,nan,0.603,17.194,0.000,0.000,0.000,0.320,nan,0.000,0.000,0.000,0.669,0.252,0.000,0.000,nan,nan,nan,0.000,nan,0.000,nan,nan,0.000,0.000,0.000,0.090,nan,nan,nan,0.000,nan,0.000,1.169
Soil11_CE_234_-8_CHL_T9,nan,nan,13.364,0.000,nan,nan,nan,3.937,61.728,0.056,0.000,0.000,1.998,nan,0.000,0.000,0.000,7.234,1.557,0.000,0.000,nan,nan,nan,1.505,nan,0.411,nan,nan,0.000,0.000,0.388,0.090,nan,nan,nan,0.000,nan,0.000,4.115
Soil11_CE_234_0_CHL_T9,nan,nan,3.005,0.000,nan,nan,nan,1.041,17.815,0.000,0.000,0.000,0.316,nan,0.000,0.000,0.000,1.929,0.000,0.000,0.000,nan,nan,nan,0.428,nan,0.000,nan,nan,0.000,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,1.170
Soil11_CE_234_3_CHL_T9,nan,nan,3.597,0.000,nan,nan,nan,0.959,18.027,0.000,0.128,0.000,0.235,nan,0.000,0.000,0.075,1.324,0.311,0.000,0.000,nan,nan,nan,0.221,nan,0.000,nan,nan,0.000,0.000,0.194,0.090,nan,nan,nan,0.000,nan,0.000,1.293
Soil12_CE_229_-100_CHL_T9,nan,nan,4.858,0.000,nan,nan,nan,1.401,30.910,0.000,0.000,0.000,0.480,nan,0.000,0.166,0.164,2.713,0.311,0.000,0.000,nan,nan,nan,0.926,nan,0.587,nan,nan,0.000,0.000,0.000,0.630,nan,nan,nan,0.000,nan,0.420,1.547
Soil12_CE_229_-13_CHL_T9,nan,nan,4.775,0.000,nan,nan,nan,0.925,25.128,0.111,0.000,0.000,1.279,nan,0.000,0.000,0.297,2.648,0.000,0.065,0.000,nan,nan,nan,1.072,nan,0.000,nan,nan,0.000,0.000,0.099,0.180,nan,nan,nan,0.070,nan,0.000,1.470
Soil12_CE_229_-2_CHL_T9,nan,nan,6.251,0.000,nan,nan,nan,0.440,20.521,0.188,0.000,0.000,1.273,nan,0.000,0.514,0.396,1.827,0.000,0.000,0.000,nan,nan,nan,0.769,nan,0.000,nan,nan,0.000,0.000,0.385,0.180,nan,nan,nan,0.070,nan,0.000,1.737
Soil12_CE_229_-32_CHL_T9,nan,nan,5.207,0.000,nan,nan,nan,1.160,27.615,0.278,0.711,0.000,0.959,nan,0.000,0.627,0.000,3.508,0.000,0.000,0.000,nan,nan,nan,1.120,nan,0.597,nan,nan,0.000,0.000,0.196,0.270,nan,nan,nan,0.481,nan,0.000,2.093
Soil12_CE_229_-4_CHL_T9,nan,nan,4.489,0.000,nan,nan,nan,1.991,25.344,1.000,0.400,0.444,1.600,nan,0.000,0.000,0.075,2.578,0.000,0.735,0.000,nan,nan,nan,1.643,nan,0.000,nan,nan,0.000,0.000,0.000,0.180,nan,nan,nan,0.070,nan,1.000,2.899
Soil12_CE_229_-6_CHL_T9,nan,nan,5.899,0.000,nan,nan,nan,1.040,26.862,0.111,0.000,0.000,0.716,nan,0.003,0.557,0.149,3.455,0.934,0.000,0.000,nan,nan,nan,0.759,nan,0.617,nan,nan,0.000,0.000,0.000,0.000,nan,nan,nan,0.000,nan,0.000,1.847
Soil12_CE_229_-9_CHL_T9,nan,nan,4.775,0.000,nan,nan,nan,0.881,22.248,0.111,0.000,0.609,0.961,nan,0.000,0.000,0.493,2.670,0.000,0.000,0.000,nan,nan,nan,0.534,nan,0.364,nan,nan,0.000,0.000,1.296,0.360,nan,nan,nan,0.139,nan,0.000,1.904
Soil12_CE_229_0_CHL_T9,nan,nan,5.015,0.000,nan,nan,nan,1.279,23.322,0.222,0.000,0.888,1.109,nan,0.000,0.000,0.075,2.833,0.000,0.000,0.000,nan,nan,nan,0.870,nan,0.185,nan,nan,0.000,0.000,0.197,0.227,nan,nan,nan,0.139,nan,0.694,2.051
Soil12_CE_229_10_CHL_T9,nan,nan,3.656,0.000,nan,nan,nan,0.520,18.625,0.000,0.364,0.000,0.330,nan,0.000,0.593,0.075,1.224,0.472,0.069,0.000,nan,nan,nan,1.024,nan,0.000,nan,nan,0.000,0.000,0.099,0.090,nan,nan,nan,0.139,nan,0.000,1.106
Soil12_CE_229_3_CHL_T9,nan,nan,5.198,0.000,nan,nan,nan,0.723,24.236,0.445,0.000,0.000,0.876,nan,0.000,0.634,0.157,2.050,0.000,0.000,0.000,nan,nan,nan,0.234,nan,0.411,nan,nan,0.000,0.000,0.000,0.360,nan,nan,nan,0.139,nan,0.000,1.732
Soil12_CE_229_6_CHL_T9,nan,nan,4.363,0.000,nan,nan,nan,0.963,23.045,0.111,0.200,0.444,0.480,nan,0.000,0.000,0.075,1.266,0.000,0.596,0.000,nan,nan,nan,1.088,nan,0.000,nan,nan,0.000,0.000,0.193,0.360,nan,nan,nan,0.209,nan,1.360,2.102
Soil14_CE_251_N2_-23_CHL_T9,nan,nan,3.538,0.000,nan,nan,nan,0.673,14.694,0.000,0.000,0.000,1.117,nan,0.000,0.000,0.164,2.639,0.348,0.000,0.000,nan,nan,nan,0.980,nan,0.571,nan,nan,0.000,0.000,0.099,0.180,nan,nan,nan,0.000,nan,0.000,1.777
Soil14_CE_251_N2_-2_CHL_T9,nan,nan,3.306,0.000,nan,nan,nan,0.641,11.259,1.000,0.000,0.000,0.799,nan,0.000,0.000,0.149,1.688,0.000,0.000,0.000,nan,nan,nan,0.543,nan,0.000,nan,nan,0.000,0.000,0.000,0.360,nan,nan,nan,0.139,nan,1.000,2.600
Soil14_CE_251_N2_-5_CHL_T9,nan,nan,3.559,0.000,nan,nan,nan,0.640,14.108,0.000,0.000,0.000,0.641,nan,0.000,0.343,0.075,2.051,0.000,0.000,0.000,nan,nan,nan,1.284,nan,0.185,nan,nan,0.000,0.000,0.099,0.090,nan,nan,nan,0.070,nan,0.000,1.845
Soil14_CE_251_N2_-8_CHL_T9,nan,nan,2.679,0.000,nan,nan,nan,0.440,10.616,0.000,0.000,0.000,0.398,nan,0.000,0.000,0.164,2.774,0.000,0.000,0.000,nan,nan,nan,1.187,nan,0.000,nan,nan,0.000,0.000,0.099,0.270,nan,nan,nan,0.000,nan,0.000,1.046
Soil14_CE_251_N2_-90_CHL_T9,nan,nan,5.143,0.000,nan,nan,nan,0.526,19.181,0.056,0.000,0.000,0.400,nan,0.000,0.000,0.077,2.110,0.623,0.000,0.000,nan,nan,nan,1.141,nan,0.548,nan,nan,0.000,0.000,0.000,0.180,nan,nan,nan,0.000,nan,0.000,1.415
Soil14_CE_251_N2_0_CHL_T9,nan,nan,3.719,0.000,nan,nan,nan,0.752,12.194,0.056,0.000,0.444,0.400,nan,0.000,0.000,0.000,1.146,0.000,0.000,0.000,nan,nan,nan,1.300,nan,0.678,nan,nan,0.000,0.000,0.000,0.180,nan,nan,nan,0.139,nan,0.000,1.537
Soil14_CE_251_N2_14_CHL_T9,nan,nan,5.388,0.000,nan,nan,nan,1.321,21.868,0.056,0.362,1.174,1.518,nan,0.045,0.686,0.705,1.085,0.311,0.000,0.000,nan,nan,nan,2.677,nan,1.140,nan,nan,0.000,0.000,0.491,1.529,nan,nan,nan,0.978,nan,0.000,1.804
Soil14_CE_251_N2_22_CHL_T9,nan,nan,4.800,0.000,nan,nan,nan,1.515,21.532,0.000,0.936,1.206,0.632,nan,0.000,1.451,0.464,2.049,0.000,0.000,0.000,nan,nan,nan,1.827,nan,0.823,nan,nan,0.000,0.000,0.296,1.811,nan,nan,nan,0.211,nan,0.000,2.095
