,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_CHL_No_Nitrate_T9,nan,nan,20.346,0.000,nan,nan,nan,nan,nan,1.795,nan,nan,3.009,nan,nan,0.000,0.000,42.200,0.000,0.000,0.000,nan,nan,nan,1.793,nan,4.530,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.112,nan,nan,nan
Soil11_CE_234_0_None_No_Nitrate_T9,nan,nan,13.062,0.000,nan,nan,nan,nan,nan,1.535,nan,nan,17.213,nan,nan,0.000,0.000,27.832,2.000,1.000,0.000,nan,nan,nan,0.806,nan,3.964,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.685,nan,nan,nan
Soil12_CE_229_0_CHL_No_Nitrate_T9,nan,nan,19.475,0.000,nan,nan,nan,nan,nan,1.766,nan,nan,1.129,nan,nan,1.000,0.000,41.758,0.043,1.000,1.000,nan,nan,nan,1.547,nan,7.435,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.348,nan,nan,nan
Soil12_CE_229_0_None_No_Nitrate_T9,nan,nan,22.766,0.000,nan,nan,nan,nan,nan,2.862,nan,nan,2.188,nan,nan,0.355,2.498,115.121,11.535,1.000,0.000,nan,nan,nan,18.114,nan,34.919,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.642,nan,nan,nan
Soil14_CE_251_N2_0_CHL_No_Nitrate_T9,nan,nan,19.670,3.340,nan,nan,nan,nan,nan,1.906,nan,nan,2.952,nan,nan,3.132,0.072,42.680,0.075,0.000,0.000,nan,nan,nan,1.985,nan,5.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.893,nan,nan,nan
Soil14_CE_251_N2_0_None_No_Nitrate_T9,nan,nan,19.907,1.447,nan,nan,nan,nan,nan,1.415,nan,nan,20.806,nan,nan,3.198,0.860,68.734,3.713,0.000,0.000,nan,nan,nan,7.782,nan,9.431,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.626,nan,nan,nan
Soil15_CE_251_N5_0_CHL_No_Nitrate_T9,nan,nan,30.753,1.000,nan,nan,nan,nan,nan,3.831,nan,nan,25.381,nan,nan,2.776,0.358,84.957,1.542,0.000,0.000,nan,nan,nan,5.605,nan,10.394,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.023,nan,nan,nan
Soil15_CE_251_N5_0_None_No_Nitrate_T9,nan,nan,38.330,0.879,nan,nan,nan,nan,nan,3.510,nan,nan,210.815,nan,nan,1.421,2.644,169.259,5.510,5.000,3.000,nan,nan,nan,2.518,nan,16.719,nan,nan,nan,nan,nan,nan,nan,nan,nan,212.415,nan,nan,nan
Soil16_CE_251_N6_0_CHL_No_Nitrate_T9,nan,nan,22.776,0.000,nan,nan,nan,nan,nan,2.179,nan,nan,12.277,nan,nan,2.772,1.000,80.863,5.163,1.000,1.000,nan,nan,nan,2.095,nan,8.276,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.357,nan,nan,nan
Soil16_CE_251_N6_0_None_No_Nitrate_T9,nan,nan,36.806,0.447,nan,nan,nan,nan,nan,6.183,nan,nan,105.592,nan,nan,0.711,3.501,180.428,2.345,1.000,0.000,nan,nan,nan,3.507,nan,16.775,nan,nan,nan,nan,nan,nan,nan,nan,nan,144.543,nan,nan,nan
Soil17_CE_251_N3_0_CHL_No_Nitrate_T9,nan,nan,23.090,0.000,nan,nan,nan,nan,nan,3.048,nan,nan,18.455,nan,nan,4.553,0.358,99.634,8.831,2.000,1.000,nan,nan,nan,12.605,nan,17.980,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.489,nan,nan,nan
Soil17_CE_251_N3_0_None_No_Nitrate_T9,nan,nan,16.056,1.355,nan,nan,nan,nan,nan,2.935,nan,nan,87.279,nan,nan,10.268,1.215,67.869,6.475,0.000,0.000,nan,nan,nan,13.136,nan,14.020,nan,nan,nan,nan,nan,nan,nan,nan,nan,96.779,nan,nan,nan
Soil3_CE_239_0_CHL_No_Nitrate_T9,nan,nan,24.392,1.447,nan,nan,nan,nan,nan,0.054,nan,nan,0.956,nan,nan,0.000,0.000,18.203,0.000,0.000,0.000,nan,nan,nan,0.219,nan,3.586,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan
Soil3_CE_239_0_None_No_Nitrate_T9,nan,nan,25.443,1.000,nan,nan,nan,nan,nan,0.490,nan,nan,4.683,nan,nan,1.000,0.000,25.521,0.000,1.000,0.000,nan,nan,nan,2.268,nan,5.291,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.211,nan,nan,nan
Soil5_CE_201_0_CHL_No_Nitrate_T9,nan,nan,13.747,0.000,nan,nan,nan,nan,nan,0.326,nan,nan,1.872,nan,nan,0.000,0.000,9.510,0.000,0.000,0.000,nan,nan,nan,0.876,nan,2.263,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.278,nan,nan,nan
Soil5_CE_201_0_None_No_Nitrate_T9,nan,nan,21.141,1.000,nan,nan,nan,nan,nan,0.653,nan,nan,8.608,nan,nan,2.000,0.423,20.157,0.004,0.000,0.000,nan,nan,nan,4.299,nan,7.037,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.952,nan,nan,nan
Soil6_CE_73_0_CHL_No_Nitrate_T9,nan,nan,23.629,0.000,nan,nan,nan,nan,nan,1.397,nan,nan,2.713,nan,nan,2.000,0.000,30.419,0.043,0.000,0.000,nan,nan,nan,3.860,nan,7.605,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.904,nan,nan,nan
Soil6_CE_73_0_None_No_Nitrate_T9,nan,nan,22.733,0.006,nan,nan,nan,nan,nan,1.248,nan,nan,4.350,nan,nan,0.000,0.000,37.900,0.000,0.000,0.000,nan,nan,nan,1.314,nan,10.012,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.974,nan,nan,nan
Soil9_CE_277_0_CHL_No_Nitrate_T9,nan,nan,23.721,0.000,nan,nan,nan,nan,nan,1.381,nan,nan,8.502,nan,nan,0.000,0.000,30.944,1.000,1.000,0.000,nan,nan,nan,0.985,nan,4.893,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.878,nan,nan,nan
Soil9_CE_277_0_None_No_Nitrate_T9,nan,nan,25.309,0.000,nan,nan,nan,nan,nan,7.425,nan,nan,60.897,nan,nan,1.000,0.072,40.013,3.000,1.000,1.000,nan,nan,nan,2.426,nan,6.599,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.683,nan,nan,nan
