,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,3.095,10.378,7.701,0.000,1.646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.131,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,9.404,16.139
Soil11_CE_234_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,7.276,17.177,8.426,0.000,3.493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,1.287,nan,nan,nan,nan,nan,nan,16.910,25.818
Soil12_CE_229_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,2.057,3.560,4.416,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.132,nan,nan,nan,nan,nan,nan,0.862,nan,nan,nan,nan,nan,nan,3.406,12.206
Soil12_CE_229_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,2.753,6.558,11.532,0.643,0.823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.128,nan,nan,nan,nan,nan,nan,1.479,nan,nan,nan,nan,nan,nan,8.676,29.287
Soil14_CE_251_N2_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,3.190,5.790,5.091,0.215,0.823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.670,nan,nan,nan,nan,nan,nan,2.636,14.376
Soil14_CE_251_N2_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,15.176,25.291,8.818,1.944,9.068,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.262,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,7.132,39.210
Soil15_CE_251_N5_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,20.425,24.768,12.662,1.511,7.811,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.263,nan,nan,nan,nan,nan,nan,0.766,nan,nan,nan,nan,nan,nan,8.259,26.462
Soil15_CE_251_N5_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,154.205,146.530,31.152,2.154,44.178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.330,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,12.130,69.672
Soil16_CE_251_N6_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,6.212,12.007,10.326,0.000,2.263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.596,nan,nan,nan,nan,nan,nan,0.382,nan,nan,nan,nan,nan,nan,5.272,30.231
Soil16_CE_251_N6_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,81.425,117.696,42.119,4.739,29.828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.860,nan,nan,nan,nan,nan,nan,1.997,nan,nan,nan,nan,nan,nan,19.204,100.079
Soil17_CE_251_N3_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,13.736,18.821,13.737,1.215,4.082,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.397,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,9.037,30.989
Soil17_CE_251_N3_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,49.455,66.523,15.381,1.723,15.828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,11.339,49.633
Soil3_CE_239_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,2.159,7.751,0.695,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,1.130,2.584
Soil3_CE_239_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,3.201,13.316,3.194,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.753,4.495
Soil5_CE_201_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,2.097,4.788,0.319,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,1.130,2.219
Soil5_CE_201_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,6.102,17.693,2.501,0.000,1.440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,5.648,9.801
Soil6_CE_73_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,3.039,9.307,8.226,0.000,0.617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.132,nan,nan,nan,nan,nan,nan,0.287,nan,nan,nan,nan,nan,nan,11.688,23.497
Soil6_CE_73_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,2.771,13.200,25.631,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.331,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,22.509,48.935
Soil9_CE_277_0_CHL_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,7.608,14.649,8.802,0.215,6.789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.000,nan,nan,nan,nan,nan,nan,2.096,nan,nan,nan,nan,nan,nan,9.791,30.189
Soil9_CE_277_0_None_No_Nitrate_T9,nan,nan,nan,nan,nan,nan,nan,31.680,60.395,20.896,3.576,21.800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.066,nan,nan,nan,nan,nan,nan,2.192,nan,nan,nan,nan,nan,nan,24.085,83.172
