,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_None_T0,nan,nan,4.057,0.000,nan,nan,7.240,5.017,4.667,1.542,0.000,0.000,0.618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.851,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,3.239,nan,nan,0.369
Soil12_CE_229_0_None_T0,nan,nan,3.942,0.000,nan,nan,10.597,8.676,5.911,2.943,1.428,1.000,0.853,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.952,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,7.802,nan,nan,0.614
Soil14_CE_251_N2_0_None_T0,nan,nan,4.580,0.000,nan,nan,6.486,7.079,4.115,2.507,0.024,0.000,0.539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.719,nan,nan,nan,nan,nan,nan,0.099,nan,nan,nan,nan,6.950,nan,nan,0.737
Soil15_CE_251_N5_0_None_T0,nan,nan,8.815,0.443,nan,nan,15.649,12.333,5.548,2.646,0.274,0.000,0.311,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.003,nan,nan,nan,nan,nan,nan,0.394,nan,nan,nan,nan,11.795,nan,nan,0.369
Soil16_CE_251_N6_0_None_T0,nan,nan,10.138,0.443,nan,nan,18.202,14.276,6.697,2.787,0.463,0.000,1.537,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.730,nan,nan,nan,nan,nan,nan,0.197,nan,nan,nan,nan,14.325,nan,nan,0.614
Soil17_CE_251_N3_0_None_T0,nan,nan,5.606,0.886,nan,nan,15.042,10.027,4.253,2.421,0.085,0.000,0.856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.613,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,10.344,nan,nan,0.124
Soil3_CE_239_0_None_T0,nan,nan,3.549,1.000,nan,nan,1.814,2.128,1.869,1.103,0.041,0.000,0.389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.663,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,0.750,nan,nan,1.000
Soil5_CE_201_0_None_T0,nan,nan,1.950,0.000,nan,nan,4.695,3.214,1.175,0.889,0.000,0.000,0.389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.995,nan,nan,nan,nan,nan,nan,0.197,nan,nan,nan,nan,1.154,nan,nan,0.000
Soil6_CE_73_0_None_T0,nan,nan,5.308,0.443,nan,nan,11.413,6.895,5.429,2.663,0.363,0.000,3.291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.140,nan,nan,nan,nan,nan,nan,0.099,nan,nan,nan,nan,3.460,nan,nan,0.123
Soil9_CE_277_0_None_T0,nan,nan,6.210,0.000,nan,nan,13.028,9.353,3.271,1.924,0.188,0.000,1.288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.796,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,5.586,nan,nan,0.123
