,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.213,10.360,4.205,0.000,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.198,nan,nan,nan,nan,nan,nan,2.096,nan,nan,nan,nan,nan,nan,7.155,11.168
Soil11_CE_234_-10_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.031,8.251,3.330,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,4.589,9.812
Soil11_CE_234_-14_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.962,6.630,4.525,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.383,nan,nan,nan,nan,nan,nan,3.389,10.599
Soil11_CE_234_-18_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.128,7.965,4.626,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,3.781,10.366
Soil11_CE_234_-25_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.841,7.938,4.528,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.132,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,7.155,11.391
Soil11_CE_234_-3_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.166,10.053,4.524,1.000,2.029,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.132,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,2.636,12.710
Soil11_CE_234_-50_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.798,9.170,10.501,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,18.449,27.813
Soil11_CE_234_-5_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.854,7.152,1.437,1.000,2.029,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,2.259,5.733
Soil11_CE_234_-8_CHL_T9,nan,nan,nan,nan,nan,nan,nan,6.092,27.146,6.071,0.000,2.057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.287,nan,nan,nan,nan,nan,nan,3.766,22.216
Soil11_CE_234_0_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.407,6.063,7.026,0.215,1.849,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.132,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,10.898,13.973
Soil11_CE_234_3_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.916,10.945,5.006,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.066,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,8.284,15.111
Soil12_CE_229_-100_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.249,4.062,4.851,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,1.802,nan,nan,nan,nan,nan,nan,1.883,10.171
Soil12_CE_229_-13_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.461,4.538,6.249,0.000,1.638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.195,nan,nan,nan,nan,nan,nan,0.670,nan,nan,nan,nan,nan,nan,3.389,14.241
Soil12_CE_229_-2_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.344,4.835,5.393,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.479,nan,nan,nan,nan,nan,nan,4.157,9.438
Soil12_CE_229_-32_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.496,6.492,5.130,1.000,1.147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.066,nan,nan,nan,nan,nan,nan,1.019,nan,nan,nan,nan,nan,nan,2.636,9.996
Soil12_CE_229_-4_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.654,7.396,7.318,0.215,0.872,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.265,nan,nan,nan,nan,nan,nan,1.575,nan,nan,nan,nan,nan,nan,4.910,14.883
Soil12_CE_229_-6_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.840,5.370,5.695,0.000,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,nan,nan,0.479,nan,nan,nan,nan,nan,nan,3.012,11.937
Soil12_CE_229_-9_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.834,5.300,6.725,0.000,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.397,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,3.766,16.466
Soil12_CE_229_0_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.268,5.704,9.470,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,7.778,22.295
Soil12_CE_229_10_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.553,6.434,2.415,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.479,nan,nan,nan,nan,nan,nan,1.145,7.306
Soil12_CE_229_3_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.521,4.292,5.829,0.000,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.265,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,5.302,15.985
Soil12_CE_229_6_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.959,6.859,5.215,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,6.778,12.029
Soil14_CE_251_N2_-23_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.077,5.131,2.928,0.646,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.132,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,2.259,9.928
Soil14_CE_251_N2_-2_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.787,5.263,5.278,0.254,0.593,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.265,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,2.259,15.677
Soil14_CE_251_N2_-5_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.167,4.896,3.835,0.431,0.823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.383,nan,nan,nan,nan,nan,nan,1.883,12.337
Soil14_CE_251_N2_-8_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.698,4.223,4.466,0.215,0.616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.331,nan,nan,nan,nan,nan,nan,0.287,nan,nan,nan,nan,nan,nan,0.753,10.388
Soil14_CE_251_N2_-90_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.689,4.776,1.650,0.215,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,1.287,nan,nan,nan,nan,nan,nan,1.873,3.455
Soil14_CE_251_N2_0_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.031,6.079,4.843,0.000,1.029,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.463,nan,nan,nan,nan,nan,nan,1.479,nan,nan,nan,nan,nan,nan,4.157,15.179
Soil14_CE_251_N2_14_CHL_T9,nan,nan,nan,nan,nan,nan,nan,1.876,5.344,2.874,0.000,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.383,nan,nan,nan,nan,nan,nan,2.636,9.295
Soil14_CE_251_N2_22_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.339,5.537,1.912,0.215,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.860,nan,nan,nan,nan,nan,nan,2.636,5.735
Soil14_CE_251_N2_2_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.636,7.378,7.376,0.864,0.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.131,nan,nan,nan,nan,nan,nan,0.479,nan,nan,nan,nan,nan,nan,5.267,21.981
Soil14_CE_251_N2_5_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.304,5.664,5.056,0.215,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.265,nan,nan,nan,nan,nan,nan,0.379,nan,nan,nan,nan,nan,nan,2.259,14.624
Soil14_CE_251_N2_9_CHL_T9,nan,nan,nan,nan,nan,nan,nan,2.367,4.343,5.533,0.000,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.397,nan,nan,nan,nan,nan,nan,1.192,nan,nan,nan,nan,nan,nan,4.142,9.507
Soil15_CE_251_N5_-100_CHL_T9,nan,nan,nan,nan,nan,nan,nan,4.351,6.588,6.023,0.215,0.617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.204,nan,nan,nan,nan,nan,nan,0.479,nan,nan,nan,nan,nan,nan,1.883,15.106
Soil15_CE_251_N5_-65_CHL_T9,nan,nan,nan,nan,nan,nan,nan,10.195,14.342,5.322,0.431,2.674,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.132,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,1.883,15.590
Soil15_CE_251_N5_0_CHL_T9,nan,nan,nan,nan,nan,nan,nan,19.137,20.861,18.106,0.646,3.687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,nan,nan,0.383,nan,nan,nan,nan,nan,nan,5.803,44.804
Soil15_CE_251_N5_12_CHL_T9,nan,nan,nan,nan,nan,nan,nan,14.574,19.406,12.352,0.862,3.703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.331,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,4.920,23.611
Soil15_CE_251_N5_16_CHL_T9,nan,nan,nan,nan,nan,nan,nan,13.866,18.328,14.728,0.431,4.730,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.594,nan,nan,nan,nan,nan,nan,0.575,nan,nan,nan,nan,nan,nan,4.519,29.745
Soil15_CE_251_N5_20_CHL_T9,nan,nan,nan,nan,nan,nan,nan,16.745,16.643,19.111,0.646,4.732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.859,nan,nan,nan,nan,nan,nan,0.479,nan,nan,nan,nan,nan,nan,6.401,47.122
Soil15_CE_251_N5_22_CHL_T9,nan,nan,nan,nan,nan,nan,nan,9.733,15.265,11.644,1.215,3.463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.199,nan,nan,nan,nan,nan,nan,0.383,nan,nan,nan,nan,nan,nan,3.708,25.878
Soil15_CE_251_N5_26_CHL_T9,nan,nan,nan,nan,nan,nan,nan,7.325,7.682,8.111,0.215,2.263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.396,nan,nan,nan,nan,nan,nan,1.053,nan,nan,nan,nan,nan,nan,3.796,18.455
Soil15_CE_251_N5_30_CHL_T9,nan,nan,nan,nan,nan,nan,nan,6.226,7.153,5.060,0.000,2.469,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.397,nan,nan,nan,nan,nan,nan,1.280,nan,nan,nan,nan,nan,nan,2.259,12.588
Soil15_CE_251_N5_34_CHL_T9,nan,nan,nan,nan,nan,nan,nan,4.724,5.776,5.479,0.431,0.617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,1.883,11.868
Soil16_CE_251_N6_-100_CHL_T9,nan,nan,nan,nan,nan,nan,nan,10.821,17.056,8.241,0.431,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.197,nan,nan,nan,nan,nan,nan,1.287,nan,nan,nan,nan,nan,nan,1.130,22.788
Soil16_CE_251_N6_-7_CHL_T9,nan,nan,nan,nan,nan,nan,nan,12.190,18.290,14.076,0.431,0.823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.066,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,6.025,37.660
Soil16_CE_251_N6_0_CHL_T9,nan,nan,nan,nan,nan,nan,nan,14.795,22.061,19.663,0.247,4.084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.463,nan,nan,nan,nan,nan,nan,0.862,nan,nan,nan,nan,nan,nan,9.496,52.956
Soil16_CE_251_N6_11_CHL_T9,nan,nan,nan,nan,nan,nan,nan,7.565,10.424,6.180,1.215,3.371,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,1.883,19.525
Soil16_CE_251_N6_14_CHL_T9,nan,nan,nan,nan,nan,nan,nan,9.595,13.653,11.928,0.431,1.851,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.674,nan,nan,nan,nan,nan,nan,0.479,nan,nan,nan,nan,nan,nan,3.766,27.823
Soil16_CE_251_N6_18_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.139,7.034,3.672,0.431,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.397,nan,nan,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,4.519,7.711
Soil16_CE_251_N6_22_CHL_T9,nan,nan,nan,nan,nan,nan,nan,3.992,4.671,4.099,0.215,0.817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.227,nan,nan,nan,nan,nan,nan,1.383,nan,nan,nan,nan,nan,nan,1.898,11.910
