,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_CHL_No_Nitrate_T9,nan,nan,35.963,35.635,nan,nan,nan,47.953,54.824,nan,50.242,40.382,nan,nan,nan,nan,nan,24.520,23.065,35.080,nan,33.798,34.789,35.810,nan,nan,nan,32.515,nan,34.357,31.348,28.662,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_0_None_No_Nitrate_T9,nan,nan,21.020,16.635,nan,nan,nan,24.395,23.554,nan,29.456,27.689,nan,nan,nan,nan,nan,13.562,10.526,14.483,nan,19.744,17.214,23.183,nan,nan,nan,12.692,nan,19.536,14.229,16.545,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_CHL_No_Nitrate_T9,nan,nan,23.205,23.592,nan,nan,nan,37.011,31.936,nan,27.920,35.851,nan,nan,nan,nan,nan,20.035,18.786,14.327,nan,22.843,20.903,23.299,nan,nan,nan,20.353,nan,21.641,19.485,20.442,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_None_No_Nitrate_T9,nan,nan,24.434,25.592,nan,nan,nan,37.876,38.081,nan,42.058,34.348,nan,nan,nan,nan,nan,20.131,19.768,19.365,nan,24.157,27.916,21.406,nan,nan,nan,19.717,nan,21.831,21.069,24.446,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_CHL_No_Nitrate_T9,nan,nan,17.829,15.840,nan,nan,nan,24.386,22.276,nan,23.497,19.417,nan,nan,nan,nan,nan,13.005,17.341,13.654,nan,19.385,18.783,13.636,nan,nan,nan,11.683,nan,12.148,12.700,13.699,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_None_No_Nitrate_T9,nan,nan,9.396,10.258,nan,nan,nan,16.275,17.376,nan,16.146,11.602,nan,nan,nan,nan,nan,10.893,8.664,7.844,nan,11.687,17.830,13.861,nan,nan,nan,8.578,nan,6.674,7.563,8.559,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_0_CHL_No_Nitrate_T9,nan,nan,42.059,46.531,nan,nan,nan,58.067,53.612,nan,60.895,47.421,nan,nan,nan,nan,nan,30.631,30.958,30.422,nan,42.970,34.956,38.114,nan,nan,nan,32.902,nan,36.966,35.284,29.016,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_0_None_No_Nitrate_T9,nan,nan,40.911,38.534,nan,nan,nan,56.817,63.454,nan,64.746,66.884,nan,nan,nan,nan,nan,29.534,27.229,35.186,nan,38.225,31.540,42.104,nan,nan,nan,29.880,nan,40.530,30.821,35.569,nan,nan,nan,nan,nan,nan,nan,nan
Soil16_CE_251_N6_0_CHL_No_Nitrate_T9,nan,nan,22.949,28.052,nan,nan,nan,35.347,34.154,nan,36.143,32.149,nan,nan,nan,nan,nan,18.466,14.109,17.970,nan,26.327,28.117,27.943,nan,nan,nan,20.480,nan,21.761,25.589,22.583,nan,nan,nan,nan,nan,nan,nan,nan
Soil16_CE_251_N6_0_None_No_Nitrate_T9,nan,nan,30.630,29.758,nan,nan,nan,40.673,47.105,nan,47.401,47.070,nan,nan,nan,nan,nan,23.875,25.285,17.236,nan,25.673,26.940,19.232,nan,nan,nan,26.663,nan,33.218,28.749,27.941,nan,nan,nan,nan,nan,nan,nan,nan
Soil17_CE_251_N3_0_CHL_No_Nitrate_T9,nan,nan,18.791,14.482,nan,nan,nan,30.608,27.706,nan,27.664,28.816,nan,nan,nan,nan,nan,14.713,17.156,13.129,nan,21.705,14.480,16.074,nan,nan,nan,18.450,nan,16.798,19.382,15.195,nan,nan,nan,nan,nan,nan,nan,nan
Soil17_CE_251_N3_0_None_No_Nitrate_T9,nan,nan,12.577,10.525,nan,nan,nan,18.759,16.779,nan,13.919,17.750,nan,nan,nan,nan,nan,9.921,13.933,10.939,nan,15.382,7.308,9.534,nan,nan,nan,9.895,nan,11.274,10.406,10.838,nan,nan,nan,nan,nan,nan,nan,nan
Soil3_CE_239_0_CHL_No_Nitrate_T9,nan,nan,73.376,79.877,nan,nan,nan,106.701,109.887,nan,115.030,102.872,nan,nan,nan,nan,nan,58.744,60.325,55.806,nan,77.918,86.031,72.721,nan,nan,nan,56.496,nan,67.443,60.650,69.340,nan,nan,nan,nan,nan,nan,nan,nan
Soil3_CE_239_0_None_No_Nitrate_T9,nan,nan,58.839,61.506,nan,nan,nan,87.854,92.901,nan,90.370,85.750,nan,nan,nan,nan,nan,45.450,50.726,38.882,nan,63.614,56.164,64.169,nan,nan,nan,50.042,nan,52.406,57.075,50.696,nan,nan,nan,nan,nan,nan,nan,nan
