,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,0.059,0.000,nan,nan,nan,0.330,3.035,nan,0.862,2.669,0.707,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.303,nan,1.992,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.738,nan,nan,nan
Soil11_CE_234_-10_CHL_T9,nan,nan,0.058,0.000,nan,nan,nan,0.082,4.781,nan,0.856,0.719,1.021,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.674,nan,2.257,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.072,nan,nan,nan
Soil11_CE_234_-14_CHL_T9,nan,nan,0.238,0.000,nan,nan,nan,0.205,3.097,nan,0.431,0.226,1.022,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.564,nan,0.657,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.501,nan,nan,nan
Soil11_CE_234_-18_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,0.311,1.705,nan,0.215,1.183,1.565,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,2.143,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.037,nan,nan,nan
Soil11_CE_234_-25_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,0.401,2.681,nan,0.431,1.849,2.200,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.095,nan,0.853,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.761,nan,nan,nan
Soil11_CE_234_-3_CHL_T9,nan,nan,0.297,0.000,nan,nan,nan,0.269,3.023,nan,0.215,1.696,2.593,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.170,nan,1.973,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.578,nan,nan,nan
Soil11_CE_234_-50_CHL_T9,nan,nan,0.289,0.000,nan,nan,nan,0.401,5.924,nan,3.662,1.903,1.886,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.442,nan,3.254,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.815,nan,nan,nan
Soil11_CE_234_-5_CHL_T9,nan,nan,0.119,0.000,nan,nan,nan,0.177,1.590,nan,1.077,1.962,1.257,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,2.093,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.631,nan,nan,nan
Soil11_CE_234_-8_CHL_T9,nan,nan,0.346,0.000,nan,nan,nan,0.361,6.743,nan,4.250,4.986,4.078,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.645,nan,12.619,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.692,nan,nan,nan
Soil11_CE_234_0_CHL_T9,nan,nan,0.000,0.000,nan,nan,nan,0.494,2.442,nan,0.000,2.390,0.864,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.002,nan,4.118,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.272,nan,nan,nan
Soil11_CE_234_3_CHL_T9,nan,nan,0.238,0.000,nan,nan,nan,0.262,2.768,nan,1.854,0.623,0.629,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.713,nan,2.544,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.906,nan,nan,nan
Soil12_CE_229_-100_CHL_T9,nan,nan,0.070,0.000,nan,nan,nan,0.119,2.430,nan,1.508,1.726,0.943,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.412,nan,2.525,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.803,nan,nan,nan
Soil12_CE_229_-13_CHL_T9,nan,nan,0.142,0.000,nan,nan,nan,0.202,2.840,nan,2.126,2.061,1.650,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.122,nan,1.404,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.805,nan,nan,nan
Soil12_CE_229_-2_CHL_T9,nan,nan,0.562,0.893,nan,nan,nan,0.398,2.775,nan,0.431,2.922,2.435,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.211,nan,1.973,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.770,nan,nan,nan
Soil12_CE_229_-32_CHL_T9,nan,nan,0.149,0.000,nan,nan,nan,0.215,1.890,nan,1.912,1.956,1.464,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.211,nan,1.973,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.748,nan,nan,nan
Soil12_CE_229_-4_CHL_T9,nan,nan,0.212,0.000,nan,nan,nan,0.198,2.871,nan,1.039,3.293,2.119,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.250,nan,1.361,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.954,nan,nan,nan
Soil12_CE_229_-6_CHL_T9,nan,nan,0.204,0.456,nan,nan,nan,0.265,2.481,nan,3.218,4.763,3.693,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.211,nan,2.331,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.119,nan,nan,nan
Soil12_CE_229_-9_CHL_T9,nan,nan,0.059,0.000,nan,nan,nan,0.053,4.581,nan,1.298,3.391,1.100,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.106,nan,1.476,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.082,nan,nan,nan
Soil12_CE_229_0_CHL_T9,nan,nan,0.238,0.000,nan,nan,nan,0.290,5.195,nan,1.474,4.033,1.807,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,1.114,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.061,nan,nan,nan
Soil12_CE_229_10_CHL_T9,nan,nan,0.119,0.447,nan,nan,nan,0.000,2.067,nan,0.862,1.446,0.470,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.073,nan,2.025,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.288,nan,nan,nan
Soil12_CE_229_3_CHL_T9,nan,nan,0.267,0.000,nan,nan,nan,0.397,3.663,nan,1.914,4.726,1.565,nan,0.020,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.060,nan,0.791,nan,nan,nan,nan,nan,0.000,nan,nan,nan,1.554,nan,nan,nan
Soil12_CE_229_6_CHL_T9,nan,nan,0.082,0.000,nan,nan,nan,0.215,4.054,nan,1.435,2.828,1.650,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.000,nan,0.735,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.990,nan,nan,nan
Soil14_CE_251_N2_-23_CHL_T9,nan,nan,0.223,0.000,nan,nan,nan,0.112,2.056,nan,0.215,3.484,0.707,nan,0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,0.020,nan,2.293,nan,nan,nan,nan,nan,0.000,nan,nan,nan,0.906,nan,nan,nan
