,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,15.993,0.000,nan,nan,nan,nan,nan,0.709,nan,nan,2.160,nan,nan,0.000,0.000,32.976,0.000,0.000,0.000,nan,nan,nan,1.450,nan,5.285,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.417,nan,nan,nan
Soil11_CE_234_-10_CHL_T9,nan,nan,11.790,0.000,nan,nan,nan,nan,nan,0.653,nan,nan,1.092,nan,nan,0.000,0.000,30.947,1.002,1.000,1.000,nan,nan,nan,1.423,nan,6.036,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.348,nan,nan,nan
Soil11_CE_234_-14_CHL_T9,nan,nan,10.821,0.000,nan,nan,nan,nan,nan,0.706,nan,nan,0.776,nan,nan,1.000,0.099,28.549,1.000,1.000,1.000,nan,nan,nan,1.876,nan,5.530,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.285,nan,nan,nan
Soil11_CE_234_-18_CHL_T9,nan,nan,13.565,0.893,nan,nan,nan,nan,nan,0.326,nan,nan,1.632,nan,nan,2.000,0.000,34.811,0.000,0.000,0.000,nan,nan,nan,2.985,nan,4.715,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.366,nan,nan,nan
Soil11_CE_234_-25_CHL_T9,nan,nan,10.979,0.000,nan,nan,nan,nan,nan,0.762,nan,nan,0.780,nan,nan,0.000,0.000,26.093,0.000,0.000,0.000,nan,nan,nan,1.423,nan,4.710,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.277,nan,nan,nan
Soil11_CE_234_-3_CHL_T9,nan,nan,19.840,1.000,nan,nan,nan,nan,nan,0.597,nan,nan,2.418,nan,nan,0.000,0.000,34.387,0.647,0.000,0.000,nan,nan,nan,1.027,nan,5.095,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.556,nan,nan,nan
Soil11_CE_234_-50_CHL_T9,nan,nan,14.153,0.000,nan,nan,nan,nan,nan,1.074,nan,nan,4.039,nan,nan,0.000,0.000,26.093,3.000,0.000,0.000,nan,nan,nan,0.876,nan,2.453,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.626,nan,nan,nan
Soil11_CE_234_-5_CHL_T9,nan,nan,12.507,1.000,nan,nan,nan,nan,nan,0.274,nan,nan,1.859,nan,nan,0.000,0.000,26.385,0.103,0.000,0.000,nan,nan,nan,1.232,nan,4.149,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.525,nan,nan,nan
Soil11_CE_234_-8_CHL_T9,nan,nan,53.202,3.340,nan,nan,nan,nan,nan,2.403,nan,nan,2.781,nan,nan,1.355,0.072,117.279,2.647,3.000,1.000,nan,nan,nan,5.051,nan,22.425,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.348,nan,nan,nan
Soil11_CE_234_0_CHL_T9,nan,nan,13.449,0.000,nan,nan,nan,nan,nan,0.435,nan,nan,2.709,nan,nan,1.000,0.000,23.552,1.000,1.000,0.000,nan,nan,nan,1.994,nan,5.478,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.626,nan,nan,nan
