,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_None_T0,nan,nan,0.535,0.000,nan,nan,nan,6.838,13.177,1.316,0.000,1.024,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.751,nan,nan,nan,nan,0.384,nan,nan,nan,nan,nan,nan,nan,0.942
Soil12_CE_229_0_None_T0,nan,nan,0.240,0.000,nan,nan,nan,11.239,14.340,2.376,0.000,1.427,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.289,nan,nan,nan,nan,0.384,nan,nan,nan,nan,nan,nan,nan,2.861
Soil14_CE_251_N2_0_None_T0,nan,nan,0.600,0.000,nan,nan,nan,7.679,9.637,2.003,0.209,1.639,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,0.481,nan,nan,nan,nan,nan,nan,nan,1.413
Soil15_CE_251_N5_0_None_T0,nan,nan,0.359,0.443,nan,nan,nan,29.160,14.396,5.006,2.851,14.312,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.291,nan,nan,nan,nan,0.288,nan,nan,nan,nan,nan,nan,nan,2.913
Soil16_CE_251_N6_0_None_T0,nan,nan,1.021,0.000,nan,nan,nan,24.337,20.584,5.444,0.909,8.569,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.481,nan,nan,nan,nan,nan,nan,nan,2.785
Soil17_CE_251_N3_0_None_T0,nan,nan,0.488,0.862,nan,nan,nan,22.997,14.076,2.726,1.056,7.376,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.114,nan,nan,nan,nan,0.769,nan,nan,nan,nan,nan,nan,nan,0.637
Soil3_CE_239_0_None_T0,nan,nan,0.060,0.000,nan,nan,nan,3.264,5.502,0.211,0.000,1.434,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.352,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,0.941
Soil5_CE_201_0_None_T0,nan,nan,0.240,0.000,nan,nan,nan,5.935,9.354,0.423,0.000,0.205,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,0.815
Soil6_CE_73_0_None_T0,nan,nan,0.540,0.443,nan,nan,nan,10.474,20.088,2.268,0.000,1.024,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,2.108
Soil9_CE_277_0_None_T0,nan,nan,0.300,0.443,nan,nan,nan,17.436,21.474,3.115,0.212,10.244,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.586,nan,nan,nan,nan,0.288,nan,nan,nan,nan,nan,nan,nan,2.561
