,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,6.351,1.000,nan,nan,7.088,7.320,3.632,1.566,0.000,0.000,0.919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.264,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,5.360,nan,nan,1.123
Soil11_CE_234_-10_CHL_T9,nan,nan,3.782,0.000,nan,nan,4.591,4.459,4.034,1.267,0.075,0.000,0.458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.856,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,5.171,nan,nan,0.123
Soil11_CE_234_-14_CHL_T9,nan,nan,3.787,0.000,nan,nan,5.061,4.761,4.336,0.862,0.000,0.000,0.810,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.849,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,3.516,nan,nan,0.000
Soil11_CE_234_-18_CHL_T9,nan,nan,3.258,0.000,nan,nan,7.303,4.328,3.706,1.314,0.216,0.000,0.987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.857,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,4.097,nan,nan,0.000
Soil11_CE_234_-25_CHL_T9,nan,nan,3.988,0.000,nan,nan,5.985,4.331,4.648,1.042,0.000,0.000,0.819,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.522,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,3.868,nan,nan,0.246
Soil11_CE_234_-3_CHL_T9,nan,nan,6.991,1.000,nan,nan,10.006,8.324,5.259,2.267,1.079,1.000,1.058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.022,nan,nan,nan,nan,nan,nan,0.197,nan,nan,nan,nan,6.414,nan,nan,1.000
Soil11_CE_234_-50_CHL_T9,nan,nan,7.270,0.000,nan,nan,13.240,8.845,4.725,2.209,0.132,0.000,1.201,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.508,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,4.396,nan,nan,0.246
Soil11_CE_234_-5_CHL_T9,nan,nan,3.306,0.000,nan,nan,5.809,4.684,2.948,1.928,0.000,0.000,0.807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.542,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,4.963,nan,nan,0.123
Soil11_CE_234_-8_CHL_T9,nan,nan,15.838,0.000,nan,nan,19.304,17.938,11.959,6.141,0.496,0.221,2.862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.030,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,15.906,nan,nan,0.614
Soil11_CE_234_0_CHL_T9,nan,nan,3.142,0.443,nan,nan,7.308,6.113,3.691,1.194,0.143,0.000,0.913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.338,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,3.831,nan,nan,0.369
Soil11_CE_234_3_CHL_T9,nan,nan,3.661,0.000,nan,nan,6.011,4.968,4.902,1.451,0.116,0.000,1.705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.385,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,3.363,nan,nan,0.369
Soil12_CE_229_-100_CHL_T9,nan,nan,4.075,0.443,nan,nan,6.563,7.696,2.541,3.413,0.091,0.000,0.301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.717,nan,nan,nan,nan,nan,nan,0.197,nan,nan,nan,nan,7.728,nan,nan,0.246
Soil12_CE_229_-13_CHL_T9,nan,nan,4.625,0.000,nan,nan,10.644,8.868,7.312,2.938,0.107,0.000,1.130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.510,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,9.306,nan,nan,0.737
Soil12_CE_229_-2_CHL_T9,nan,nan,2.775,0.000,nan,nan,5.506,8.648,4.536,3.152,1.151,1.000,0.545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.782,nan,nan,nan,nan,nan,nan,0.097,nan,nan,nan,nan,5.686,nan,nan,0.491
Soil12_CE_229_-32_CHL_T9,nan,nan,5.300,0.443,nan,nan,6.885,8.914,4.173,3.753,0.203,0.000,1.222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.378,nan,nan,nan,nan,nan,nan,0.099,nan,nan,nan,nan,9.877,nan,nan,0.614
Soil12_CE_229_-4_CHL_T9,nan,nan,4.148,0.886,nan,nan,8.796,10.941,7.760,3.202,0.207,0.000,1.495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.115,nan,nan,nan,nan,nan,nan,0.197,nan,nan,nan,nan,9.171,nan,nan,0.369
Soil12_CE_229_-6_CHL_T9,nan,nan,4.262,0.443,nan,nan,7.388,10.167,7.297,4.078,0.375,0.000,0.902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.254,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,10.963,nan,nan,0.369
Soil12_CE_229_-9_CHL_T9,nan,nan,3.983,0.000,nan,nan,9.884,9.328,5.675,3.294,0.262,0.000,1.076,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.844,nan,nan,nan,nan,nan,nan,0.295,nan,nan,nan,nan,6.699,nan,nan,0.491
Soil12_CE_229_0_CHL_T9,nan,nan,5.323,0.886,nan,nan,11.841,11.386,7.126,3.304,0.181,0.000,1.012,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.912,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,8.199,nan,nan,0.737
Soil12_CE_229_10_CHL_T9,nan,nan,1.830,0.000,nan,nan,6.296,4.611,2.213,1.323,0.000,0.000,0.734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.120,nan,nan,nan,nan,nan,nan,0.099,nan,nan,nan,nan,4.867,nan,nan,0.123
Soil12_CE_229_3_CHL_T9,nan,nan,3.606,0.000,nan,nan,6.207,8.980,5.515,2.092,0.281,0.000,1.072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.301,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,6.795,nan,nan,0.737
Soil12_CE_229_6_CHL_T9,nan,nan,3.023,0.443,nan,nan,3.977,8.024,2.620,2.672,0.669,0.019,0.999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.982,nan,nan,nan,nan,nan,nan,0.099,nan,nan,nan,nan,7.728,nan,nan,0.246
Soil14_CE_251_N2_-23_CHL_T9,nan,nan,5.298,1.000,nan,nan,4.206,5.377,2.181,2.423,0.324,0.000,0.301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.328,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,7.466,nan,nan,1.159
Soil14_CE_251_N2_-2_CHL_T9,nan,nan,4.079,0.000,nan,nan,6.960,7.822,3.302,1.653,0.303,0.000,0.466,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.860,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,5.710,nan,nan,0.613
Soil14_CE_251_N2_-5_CHL_T9,nan,nan,3.130,0.000,nan,nan,5.681,7.635,3.838,1.795,0.179,0.000,0.154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.253,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,6.280,nan,nan,0.369
Soil14_CE_251_N2_-8_CHL_T9,nan,nan,4.625,0.000,nan,nan,4.579,5.752,4.165,2.175,0.253,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.259,nan,nan,nan,nan,nan,nan,0.099,nan,nan,nan,nan,6.857,nan,nan,0.737
Soil14_CE_251_N2_-90_CHL_T9,nan,nan,3.364,0.000,nan,nan,3.554,5.171,2.086,1.687,0.103,0.000,0.154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.326,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,9.057,nan,nan,0.123
Soil14_CE_251_N2_0_CHL_T9,nan,nan,5.337,0.000,nan,nan,5.614,5.943,5.138,1.181,0.479,0.000,0.595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.806,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,7.771,nan,nan,0.983
Soil14_CE_251_N2_14_CHL_T9,nan,nan,3.045,0.000,nan,nan,4.166,4.603,2.580,1.320,0.046,0.000,0.235,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.768,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,7.975,nan,nan,0.369
