,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,0.467,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.098,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.600,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-10_CHL_T9,nan,nan,1.147,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.046,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-14_CHL_T9,nan,nan,0.641,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.823,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.080,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-18_CHL_T9,nan,nan,0.956,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.638,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-25_CHL_T9,nan,nan,0.956,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.250,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-3_CHL_T9,nan,nan,0.698,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.532,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.783,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-50_CHL_T9,nan,nan,1.205,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.720,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-5_CHL_T9,nan,nan,0.871,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.752,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_-8_CHL_T9,nan,nan,2.947,0.086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.634,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.468,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_0_CHL_T9,nan,nan,1.176,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.228,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil11_CE_234_3_CHL_T9,nan,nan,1.692,0.484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.713,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-100_CHL_T9,nan,nan,0.240,0.066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.149,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-13_CHL_T9,nan,nan,0.891,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.858,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-2_CHL_T9,nan,nan,0.806,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.473,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-32_CHL_T9,nan,nan,0.489,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.355,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-4_CHL_T9,nan,nan,0.340,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.231,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-6_CHL_T9,nan,nan,0.409,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.654,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.265,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_-9_CHL_T9,nan,nan,0.526,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.294,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_CHL_T9,nan,nan,0.315,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.663,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_10_CHL_T9,nan,nan,0.558,0.069,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_3_CHL_T9,nan,nan,0.380,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.254,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_6_CHL_T9,nan,nan,0.467,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.958,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
