,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_None_T9,nan,nan,1.948,0.000,nan,nan,1.517,0.906,1.941,1.054,0.112,0.000,1.302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.929,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,2.423,nan,nan,0.000
Soil11_CE_234_-10_None_T9,nan,nan,26.667,0.443,nan,nan,40.772,38.567,23.011,2.291,0.360,0.000,2.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.346,nan,nan,nan,nan,nan,nan,0.766,nan,nan,nan,nan,19.886,nan,nan,0.123
Soil11_CE_234_-14_None_T9,nan,nan,42.122,0.000,nan,nan,48.994,50.930,31.789,3.781,0.537,0.000,2.177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.645,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,20.962,nan,nan,0.246
Soil11_CE_234_-18_None_T9,nan,nan,33.596,2.657,nan,nan,56.273,49.053,29.029,2.369,2.203,2.000,4.213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.489,nan,nan,nan,nan,nan,nan,0.296,nan,nan,nan,nan,22.570,nan,nan,1.106
Soil11_CE_234_-25_None_T9,nan,nan,14.457,2.657,nan,nan,76.727,43.690,12.233,1.486,0.321,0.000,2.984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.878,nan,nan,nan,nan,nan,nan,2.163,nan,nan,nan,nan,30.275,nan,nan,1.597
Soil11_CE_234_-3_None_T9,nan,nan,16.664,0.000,nan,nan,33.145,27.051,18.432,2.531,1.232,1.000,2.949,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.113,nan,nan,nan,nan,nan,nan,0.296,nan,nan,nan,nan,17.101,nan,nan,0.369
Soil11_CE_234_-50_None_T9,nan,nan,3.712,0.000,nan,nan,2.705,2.587,2.677,1.213,0.000,0.000,0.702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.921,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,3.866,nan,nan,0.000
Soil11_CE_234_-5_None_T9,nan,nan,13.380,0.886,nan,nan,31.072,29.715,17.445,1.155,0.225,0.000,1.281,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.432,nan,nan,nan,nan,nan,nan,0.057,nan,nan,nan,nan,14.754,nan,nan,0.614
Soil11_CE_234_-8_None_T9,nan,nan,26.080,0.000,nan,nan,41.705,35.853,22.937,1.338,0.332,0.000,2.089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.568,nan,nan,nan,nan,nan,nan,0.099,nan,nan,nan,nan,17.772,nan,nan,0.000
Soil11_CE_234_0_None_T9,nan,nan,6.322,0.000,nan,nan,18.216,12.900,7.937,1.377,0.078,0.000,0.890,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.186,nan,nan,nan,nan,nan,nan,0.197,nan,nan,nan,nan,7.380,nan,nan,0.123
