,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,8.370,0.270,nan,nan,5.640,0.081,0.000,0.606,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-10_CHL_T9,nan,nan,6.049,0.000,nan,nan,3.634,0.000,0.000,0.335,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-14_CHL_T9,nan,nan,5.587,0.000,nan,nan,3.331,0.000,0.000,0.441,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-18_CHL_T9,nan,nan,7.045,0.000,nan,nan,3.027,0.000,0.000,0.386,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-25_CHL_T9,nan,nan,6.158,0.000,nan,nan,4.141,0.033,0.000,0.329,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-3_CHL_T9,nan,nan,7.990,0.000,nan,nan,4.946,0.120,0.000,0.275,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.233,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-50_CHL_T9,nan,nan,9.751,0.170,nan,nan,11.003,0.121,0.000,0.935,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-5_CHL_T9,nan,nan,6.151,0.226,nan,nan,3.735,0.078,0.097,0.496,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_-8_CHL_T9,nan,nan,23.134,0.422,nan,nan,10.327,0.081,0.000,1.212,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_0_CHL_T9,nan,nan,6.212,0.000,nan,nan,7.769,0.081,0.000,0.220,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
Soil11_CE_234_3_CHL_T9,nan,nan,5.881,0.000,nan,nan,4.948,0.071,0.000,0.825,0.000,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.509,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000
