,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_0_None_T0,nan,nan,20.506,20.871,nan,nan,nan,28.875,23.887,nan,26.157,25.602,nan,nan,nan,nan,nan,12.355,11.806,17.837,nan,24.026,20.619,17.201,nan,nan,nan,13.721,nan,19.873,14.320,18.229,nan,nan,nan,nan,nan,nan,nan,nan
Soil12_CE_229_0_None_T0,nan,nan,27.356,26.626,nan,nan,nan,37.734,35.518,nan,36.130,33.075,nan,nan,nan,nan,nan,17.602,15.993,24.768,nan,24.440,17.747,24.592,nan,nan,nan,18.174,nan,21.538,21.107,23.058,nan,nan,nan,nan,nan,nan,nan,nan
Soil14_CE_251_N2_0_None_T0,nan,nan,18.576,15.196,nan,nan,nan,26.558,25.810,nan,21.164,21.828,nan,nan,nan,nan,nan,14.626,17.267,12.981,nan,19.717,16.397,13.396,nan,nan,nan,12.292,nan,14.805,15.316,18.006,nan,nan,nan,nan,nan,nan,nan,nan
Soil15_CE_251_N5_0_None_T0,nan,nan,38.632,36.334,nan,nan,nan,60.371,62.573,nan,52.276,52.866,nan,nan,nan,nan,nan,36.450,24.929,28.202,nan,43.591,41.000,41.159,nan,nan,nan,28.245,nan,39.735,31.545,34.536,nan,nan,nan,nan,nan,nan,nan,nan
Soil16_CE_251_N6_0_None_T0,nan,nan,35.538,30.064,nan,nan,nan,48.888,43.630,nan,47.373,44.466,nan,nan,nan,nan,nan,28.992,28.263,25.502,nan,34.806,36.151,28.678,nan,nan,nan,29.735,nan,32.682,27.724,24.324,nan,nan,nan,nan,nan,nan,nan,nan
Soil17_CE_251_N3_0_None_T0,nan,nan,24.995,22.206,nan,nan,nan,33.888,37.719,nan,34.162,39.315,nan,nan,nan,nan,nan,20.798,28.301,17.848,nan,23.969,24.042,26.695,nan,nan,nan,19.582,nan,25.718,24.281,26.207,nan,nan,nan,nan,nan,nan,nan,nan
Soil3_CE_239_0_None_T0,nan,nan,20.269,24.801,nan,nan,nan,31.677,33.739,nan,24.362,30.915,nan,nan,nan,nan,nan,17.496,11.223,20.281,nan,23.664,19.433,20.562,nan,nan,nan,14.350,nan,20.271,15.965,17.231,nan,nan,nan,nan,nan,nan,nan,nan
Soil5_CE_201_0_None_T0,nan,nan,19.354,22.362,nan,nan,nan,21.149,23.619,nan,24.860,28.564,nan,nan,nan,nan,nan,13.564,11.156,11.620,nan,17.595,17.877,19.723,nan,nan,nan,14.249,nan,16.440,15.409,12.912,nan,nan,nan,nan,nan,nan,nan,nan
Soil6_CE_73_0_None_T0,nan,nan,52.974,49.178,nan,nan,nan,79.645,84.387,nan,80.847,80.401,nan,nan,nan,nan,nan,43.687,40.136,45.297,nan,55.836,49.760,52.295,nan,nan,nan,44.308,nan,41.273,48.607,52.540,nan,nan,nan,nan,nan,nan,nan,nan
Soil9_CE_277_0_None_T0,nan,nan,25.714,16.525,nan,nan,nan,41.501,32.080,nan,34.749,44.142,nan,nan,nan,nan,nan,23.980,29.688,17.589,nan,29.627,31.201,21.508,nan,nan,nan,20.965,nan,27.658,22.409,23.665,nan,nan,nan,nan,nan,nan,nan,nan
