,K00360,K00361,K00362,K00363,K00366,K00367,K00368,K00370,K00371,K00372,K00373,K00374,K00376,K00844,K02164,K02305,K02448,K02567,K02568,K02570,K02571,K03385,K04017,K04018,K04561,K04747,K04748,K05601,K10534,K12264,K12265,K12266,K15864,K15876,K15877,K17877,K19339,K19343,K26138,K26139
Soil11_CE_234_-100_CHL_T9,nan,nan,0.660,0.000,nan,nan,nan,9.432,10.280,2.057,0.000,0.000,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.769,nan,nan,nan,nan,nan,nan,nan,1.528
Soil11_CE_234_-10_CHL_T9,nan,nan,0.540,0.000,nan,nan,nan,8.487,9.667,1.266,0.072,2.890,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.232,nan,nan,nan,nan,0.481,nan,nan,nan,nan,nan,nan,nan,0.352
Soil11_CE_234_-14_CHL_T9,nan,nan,0.285,0.000,nan,nan,nan,7.549,12.988,0.952,0.014,2.469,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.529,nan,nan,nan,nan,0.384,nan,nan,nan,nan,nan,nan,nan,0.352
Soil11_CE_234_-18_CHL_T9,nan,nan,0.120,0.000,nan,nan,nan,9.227,10.443,1.160,0.000,0.615,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.288,nan,nan,nan,nan,nan,nan,nan,0.472
Soil11_CE_234_-25_CHL_T9,nan,nan,0.540,0.000,nan,nan,nan,8.145,9.710,1.639,0.018,1.474,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.352,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,nan,0.333
Soil11_CE_234_-3_CHL_T9,nan,nan,0.420,0.000,nan,nan,nan,9.591,13.403,1.425,0.000,1.434,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.705,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,1.231
Soil11_CE_234_-50_CHL_T9,nan,nan,0.300,0.886,nan,nan,nan,8.836,9.099,4.215,0.013,2.061,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.176,nan,nan,nan,nan,1.673,nan,nan,nan,nan,nan,nan,nan,2.487
Soil11_CE_234_-5_CHL_T9,nan,nan,0.360,0.000,nan,nan,nan,8.749,13.607,0.369,0.000,1.434,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.291,nan,nan,nan,nan,0.384,nan,nan,nan,nan,nan,nan,nan,0.944
Soil11_CE_234_-8_CHL_T9,nan,nan,0.480,0.000,nan,nan,nan,31.781,50.326,2.270,0.212,2.254,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.814,nan,nan,nan,nan,1.634,nan,nan,nan,nan,nan,nan,nan,2.090
Soil11_CE_234_0_CHL_T9,nan,nan,0.843,0.000,nan,nan,nan,9.305,11.145,2.460,0.000,1.844,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,0.288,nan,nan,nan,nan,nan,nan,nan,0.694
Soil11_CE_234_3_CHL_T9,nan,nan,0.300,0.000,nan,nan,nan,10.234,12.414,1.764,0.212,1.024,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.410,nan,nan,nan,nan,0.288,nan,nan,nan,nan,nan,nan,nan,1.863
Soil12_CE_229_-100_CHL_T9,nan,nan,0.359,0.865,nan,nan,nan,12.232,18.120,1.634,0.000,1.434,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,1.287
Soil12_CE_229_-13_CHL_T9,nan,nan,0.360,0.000,nan,nan,nan,10.480,13.099,2.375,0.000,2.062,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.408,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,nan,1.652
Soil12_CE_229_-2_CHL_T9,nan,nan,0.780,0.000,nan,nan,nan,10.603,12.168,2.003,0.424,0.820,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,nan,1.437
Soil12_CE_229_-32_CHL_T9,nan,nan,0.540,0.000,nan,nan,nan,10.959,16.556,1.217,0.000,0.820,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.233,nan,nan,nan,nan,1.289,nan,nan,nan,nan,nan,nan,nan,1.637
Soil12_CE_229_-4_CHL_T9,nan,nan,0.720,0.000,nan,nan,nan,12.763,14.821,1.899,0.006,1.875,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.881,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,nan,2.704
Soil12_CE_229_-6_CHL_T9,nan,nan,0.960,0.443,nan,nan,nan,11.679,15.524,1.739,0.000,1.639,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.705,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,nan,2.901
Soil12_CE_229_-9_CHL_T9,nan,nan,0.840,0.000,nan,nan,nan,11.490,11.938,2.003,0.000,0.820,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.938,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,nan,2.005
Soil12_CE_229_0_CHL_T9,nan,nan,0.900,0.000,nan,nan,nan,13.965,13.794,2.214,1.011,3.868,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.467,nan,nan,nan,nan,0.299,nan,nan,nan,nan,nan,nan,nan,3.977
Soil12_CE_229_10_CHL_T9,nan,nan,0.536,0.000,nan,nan,nan,7.434,11.050,1.582,0.000,0.820,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.176,nan,nan,nan,nan,0.192,nan,nan,nan,nan,nan,nan,nan,0.472
Soil12_CE_229_3_CHL_T9,nan,nan,0.420,0.443,nan,nan,nan,10.739,14.849,2.846,0.000,0.820,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.586,nan,nan,nan,nan,0.096,nan,nan,nan,nan,nan,nan,nan,0.354
Soil12_CE_229_6_CHL_T9,nan,nan,0.300,0.000,nan,nan,nan,9.768,13.468,1.795,0.000,1.225,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.291,nan,nan,nan,nan,0.384,nan,nan,nan,nan,nan,nan,nan,2.570
