0.001000	0.139013	0.084851	0.237953	0.265339	0.468872	0.530291	0.791100	0.806772	1.113772
0.179543	0.285293	0.254737	0.424292	0.454528	0.515144	0.547867	0.605699	0.778706	0.781972
0.194211	0.198752	0.284992	0.339235	0.514468	0.639429	0.707118	0.780749	0.871212	1.601615
0.140879	0.440297	0.441120	0.603482	0.832602	0.795792	0.988023	0.923175	0.974832	1.037957
0.338030	0.469876	0.528047	0.529326	0.679140	0.599325	0.641717	0.683338	0.739971	1.098173
0.554535	0.602778	0.586930	0.639793	0.708413	0.752044	0.834255	0.885566	1.150273	1.484002
0.536001	0.545738	0.551639	0.584883	0.609031	0.708114	0.755499	0.761416	0.872529	1.156869
0.466382	0.608253	0.615866	0.637455	0.698029	0.724384	0.792864	0.900380	1.020630	1.234687
0.653674	0.656547	0.687990	0.730717	0.893753	0.972986	0.921740	0.988730	1.205269	1.232584
0.372216	0.553080	0.705866	0.753182	0.858295	0.825090	1.166330	1.266090	1.745776	1.570533
