0.372493	0.592038	0.813782	0.864374	0.975545	0.938608	1.072450	1.050702	1.236009	1.067836
0.720120	0.726188	0.788220	0.842247	1.033500	1.038615	0.891579	0.892443	0.941152	0.954732
0.493223	0.671239	0.701860	0.729291	0.811031	0.829901	0.836273	0.876013	0.906198	0.971458
0.592818	0.598591	0.611352	0.656602	0.689646	0.755851	0.730296	0.730464	0.747741	0.907302
0.603875	0.671384	0.650245	0.729201	0.821225	0.885089	0.881725	0.881617	0.947513	1.116881
0.312717	0.477418	0.557467	0.558087	0.749407	0.656282	0.656656	0.667459	0.670766	0.872227
0.110784	0.431289	0.433933	0.653844	0.913746	0.775032	0.884165	0.802567	0.815567	0.804464
0.148530	0.152959	0.246664	0.312338	0.548323	0.709078	0.699992	0.678035	0.726607	1.031774
0.140649	0.250712	0.215763	0.414479	0.462161	0.542430	0.578024	0.578263	0.669263	0.639433
0.001000	0.100381	0.056616	0.192928	0.221389	0.446163	0.502520	0.656356	0.640717	0.804739
