0.001000	10.000000	10.000000	10.000000	10.000000	10.000000	8.886932	2.019036	2.167390	1.954963
10.000000	10.000000	10.000000	10.000000	10.000000	10.000000	6.642952	3.927564	2.126421	2.156192
10.000000	10.000000	10.000000	10.000000	10.000000	8.445333	3.454911	2.687839	1.657479	10.000000
10.000000	10.000000	10.000000	7.866686	4.104262	3.052641	2.092845	1.538527	1.194608	1.257631
10.000000	10.000000	10.000000	10.000000	10.000000	10.000000	8.800093	4.070082	2.584702	1.892082
10.000000	10.000000	9.515327	10.000000	8.652802	8.120771	5.799128	4.105089	2.852765	2.147914
10.000000	10.000000	10.000000	10.000000	10.000000	5.262659	3.498004	2.157133	1.599367	1.215936
10.000000	10.000000	10.000000	10.000000	7.544709	5.972381	4.724696	2.673848	2.284342	1.213178
10.000000	10.000000	10.000000	10.000000	10.000000	10.000000	7.544197	5.292666	3.085212	2.294619
10.000000	10.000000	10.000000	10.000000	8.678037	7.177984	5.529853	4.361832	3.404562	2.728239
