0.001000	0.082274	0.323616	0.390770	0.248626	0.500858	0.644792	1.006816	0.989912	0.268519
0.298526	0.396374	0.368203	0.438937	0.429550	0.675563	0.999776	1.329335	1.263675	1.258742
0.399950	0.572081	0.588563	0.629679	0.747549	1.061264	1.467234	1.652013	1.936915	0.107118
0.067523	0.210647	0.400756	0.683272	0.905577	1.067650	1.247403	1.230439	1.324362	1.193838
0.455667	0.626096	0.717317	0.833006	0.900441	0.877635	0.924639	0.913770	0.973904	0.958077
0.941692	1.049785	1.166109	1.331510	1.435806	1.464928	1.516661	1.419894	1.423144	0.991416
0.479755	1.019128	0.877960	1.104949	1.138602	1.047496	1.025092	0.985145	0.991332	0.975796
0.345568	0.625048	0.985002	0.982240	1.082769	1.099549	1.118191	0.999278	1.119262	0.917471
0.774701	0.784024	1.192497	1.276156	1.217494	1.293116	1.289853	1.335130	1.335079	1.254137
0.849182	0.820362	1.259636	1.306731	1.173723	1.184087	1.235275	1.202746	1.223745	1.174173
