1.193272	1.666005	0.958453	0.456064	1.577630	0.462439	0.261170	0.050216	0.601498	0.337796	0.091180	0.038611	0.000000	0.018772	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.458836	1.242367	0.197610	0.037340	0.124209	0.135332	0.000000	0.003699	0.106788	0.127625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.326250	1.185576	1.033224	0.823814	0.920109	0.390940	0.598719	0.357199	0.491342	0.227149	0.793620	0.037556	0.000000	0.008706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.243774	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.208156	0.156174	0.016022	0.001228	0.039192	0.011085	0.001012	0.002134	0.027143	0.027906	0.000000	0.000000	0.000000	0.001632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.155744	0.002290	0.001558	0.000860	0.009647	0.000647	0.001180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004029	0.000000
0.142472	0.495695	0.122171	0.048149	0.239071	0.055888	0.024279	0.011096	0.092127	0.035614	0.023139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.142472	0.614161	0.114605	0.016582	0.098583	0.095425	0.002529	0.011665	0.060031	0.098646	0.008539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.235377	0.026716	0.018915	0.033900	0.024118	0.010623	0.024280	0.008678	0.023775	0.011318	0.010192	0.011183	0.003716	0.008162	0.000929	0.004559	0.009435	0.005206	0.002954	0.000926
0.330991	0.572026	0.125287	0.137200	0.587579	0.223922	0.195077	0.170704	0.184650	0.178362	0.134152	0.025741	0.011702	0.023669	0.005457	0.009252	0.011100	0.000000	0.004566	0.000000
0.192175	0.050989	0.000000	0.065099	0.067229	0.018198	0.063565	0.045237	0.052502	0.008391	0.013222	0.032703	0.010402	0.013059	0.000000	0.025343	0.006475	0.000000	0.000000	0.000000
0.101437	0.047478	0.012017	0.000000	0.003316	0.007205	0.000000	0.001280	0.007331	0.004098	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
