0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
0.192621	0.284176	0.128100	0.192516	0.129531	0.041372	0.015459	0.002988	0.007634	0.005604
