-1.978150	-0.160672	0.027509	0.299300	1.456238	8.938767	9.118939	9.210340	9.210340	9.210340
-9.210340	-1.978150	-0.522243	0.451182	2.639250	9.093064	9.200844	9.210340	9.210340	9.086495
-9.210340	-9.210340	-2.023279	0.865240	8.678395	8.683618	9.210340	9.210340	9.154510	9.099381
-9.210340	-9.210340	-9.210340	2.420699	7.239946	8.366933	8.910715	8.492365	8.087143	7.902799
-9.210340	-9.210340	-9.210340	-9.210340	6.291797	2.898256	8.231762	8.855752	8.590638	7.119256
-9.210340	-9.210340	-9.210340	-1.606493	-0.958294	2.785684	8.104039	7.902633	7.899473	2.644992
-9.210340	-9.210340	6.342060	-0.214390	-1.361433	-0.679414	-0.267688	0.554538	1.329165	7.032091
-9.210340	-9.210340	-9.210340	3.776724	-0.214158	-1.477689	-1.783791	-0.133349	1.018593	4.785178
-9.210340	-9.210340	-9.210340	-9.210340	-2.056173	-9.210340	-1.677475	-1.135327	0.640531	0.545575
-9.210340	-9.210340	-9.210340	-9.210340	-2.595442	-9.210340	-2.991649	-1.336348	-1.111519	0.640531
