Soil17.scaffold_102369427_c1_1
Soil3.scaffold_26587228_c1_1
Soil9.scaffold_63696370_c1_1
Soil5.scaffold_113795878_c1_1
Soil9.scaffold_353055196_c1_5
T0.scaffold_308047681_c1_10
Soil6.scaffold_47353953_c1_4
Soil6.scaffold_370324234_c1_1
Soil5.scaffold_426188557_c1_1
Soil5.scaffold_549637727_c1_1
Soil16.scaffold_1078417100_c1_2
Soil3.scaffold_504725650_c1_2
Soil14.scaffold_1074531152_c1_2
T0.scaffold_851692350_c1_1
Soil15.scaffold_998637677_c1_1
T0.scaffold_327279428_c1_4
Soil3.scaffold_368174673_c1_1
Soil5.scaffold_100460575_c1_5
Soil9.scaffold_389291796_c1_1
Soil5.scaffold_190334812_c1_127
T0.scaffold_961428012_c1_71
T0.scaffold_521600323_c1_3
Soil11.scaffold_163615468_c1_2
Soil9.scaffold_498555357_c1_1
T0.scaffold_967757664_c1_1
Soil6.scaffold_337799130_c1_1
Soil16.scaffold_718712853_c1_1
Soil3.scaffold_507624773_c1_1
Soil3.scaffold_545048581_c1_2
T0.scaffold_469052346_c1_1
Soil5.scaffold_30799888_c1_2
T0.scaffold_786865677_c1_2
T0.scaffold_1040725479_c1_1
Soil5.scaffold_416434691_c1_48
Soil16.scaffold_289523643_c1_23
T0.scaffold_1016848578_c1_1
Soil11.scaffold_65427810_c1_20
Soil9.scaffold_587284677_c1_1
Soil11.scaffold_188574402_c1_9
Soil9.scaffold_133927741_c1_1
Soil15.scaffold_938222320_c1_1
Soil9.scaffold_793036657_c1_1
Soil12.scaffold_851803053_c1_1
Soil6.scaffold_276395619_c1_1
T0.scaffold_632540171_c1_1
T0.scaffold_1087053736_c1_1
Soil15.scaffold_515991602_c1_2
Soil16.scaffold_805434123_c1_1
Soil5.scaffold_75236557_c1_1
T0.scaffold_925671294_c1_1
Soil17.scaffold_1045002370_c1_23
T0.scaffold_72495271_c1_1
Soil6.scaffold_477227124_c1_1
Soil11.scaffold_475955381_c1_1
Soil16.scaffold_313969256_c1_10
Soil9.scaffold_15410744_c1_2
T0.scaffold_1051169002_c1_3
T0.scaffold_287104333_c1_1
Soil15.scaffold_116822102_c1_19
Soil3.scaffold_310218704_c1_2
Soil9.scaffold_602598123_c1_1
Soil6.scaffold_639228132_c1_1
Soil15.scaffold_1154465524_c1_1
T0.scaffold_768735077_c1_1
Soil5.scaffold_568918686_c1_1
T0.scaffold_414794508_c1_1
Soil14.scaffold_138179934_c1_3
T0.scaffold_693658288_c1_1
Soil9.scaffold_77981841_c1_1
Soil11.scaffold_389888404_c1_1
Soil3.scaffold_414071996_c1_8
Soil3.scaffold_297937750_c1_2
Soil17.scaffold_1188092603_c1_2
Soil16.scaffold_1385083464_c1_1
Soil14.scaffold_1099110917_c1_1
T0.scaffold_388892069_c1_1
Soil17.scaffold_332687915_c1_2
Soil5.scaffold_473197893_c1_1
Soil6.scaffold_554490263_c1_1
Soil11.scaffold_149369388_c1_1
Soil14.scaffold_662920441_c1_2
Soil3.scaffold_556116953_c1_1
Soil9.scaffold_215781292_c1_1
Soil14.scaffold_565433180_c1_1
Soil5.scaffold_260743559_c1_1
Soil3.scaffold_531150720_c1_1
Soil3.scaffold_333288240_c1_8
Soil6.scaffold_485578092_c1_1
Soil15.scaffold_16321085_c1_6
T0.scaffold_271427904_c1_1
Soil5.scaffold_183283646_c1_24
Soil3.scaffold_336787855_c1_1
Soil3.scaffold_375487153_c1_3
Soil5.scaffold_411158157_c1_2
Soil11.scaffold_632437082_c1_25
Soil3.scaffold_364714375_c1_1
Soil3.scaffold_546338209_c1_1
Soil3.scaffold_412201567_c1_1
Soil3.scaffold_505476261_c1_2
Soil3.scaffold_220327572_c1_1
Soil3.scaffold_342380389_c1_1
Soil9.scaffold_5397274_c1_2
Soil5.scaffold_526478646_c1_1
Soil9.scaffold_612341916_c1_1
Soil3.scaffold_71126171_c1_1
Soil17.scaffold_1105034040_c1_1
Soil14.scaffold_939872731_c1_1
Soil15.scaffold_652652217_c1_1
Soil6.scaffold_163364383_c1_1
Soil3.scaffold_435521741_c1_1
Soil3.scaffold_66951831_c1_1
Soil3.scaffold_355143247_c1_1
Soil9.scaffold_516112812_c1_1
T0.scaffold_104298005_c1_1
Soil3.scaffold_293059500_c1_1
Soil3.scaffold_611139327_c1_1
Soil12.scaffold_641498763_c1_1
Soil5.scaffold_283674501_c1_1
Soil3.scaffold_487147719_c1_1
Soil9.scaffold_220447296_c1_1
Soil9.scaffold_531412781_c1_1
Soil6.scaffold_129207369_c1_1
Soil5.scaffold_132959859_c1_6
Soil5.scaffold_339605269_c1_5
Soil16.scaffold_1069668938_c1_2
Soil9.scaffold_517831908_c1_1
Soil5.scaffold_484561639_c1_4
Soil5.scaffold_82918708_c1_12
Soil5.scaffold_277088690_c1_18
Soil5.scaffold_260742538_c1_23
Soil5.scaffold_86898616_c1_1
Soil3.scaffold_225804219_c1_12
Soil14.scaffold_927023944_c1_157
Soil5.scaffold_485689044_c1_1
Soil5.scaffold_126248520_c1_2
Soil5.scaffold_33740271_c1_1
Soil5.scaffold_525980190_c1_22
Soil14.scaffold_95957364_c1_2
Soil5.scaffold_209506766_c1_7
Soil5.scaffold_489407153_c1_201
Soil5.scaffold_338947275_c1_1
Soil9.scaffold_360807477_c1_1
Soil5.scaffold_414464903_c1_1
Soil5.scaffold_190958481_c1_1
Soil5.scaffold_120605214_c1_7
Soil5.scaffold_156252851_c1_4
Soil14.scaffold_96422613_c1_1
Soil11.scaffold_340154522_c1_2
Soil9.scaffold_76251367_c1_2
Soil5.scaffold_344852999_c1_1
Soil17.scaffold_918557319_c1_2
Soil5.scaffold_505074467_c1_3
Soil16.scaffold_1016730051_c1_1
Soil5.scaffold_10131657_c1_1
Soil17.scaffold_1260026387_c1_1
Soil9.scaffold_117431192_c1_1
Soil5.scaffold_297430877_c1_1
Soil6.scaffold_520427360_c1_1
Soil5.scaffold_434220697_c1_2
Soil5.scaffold_110427239_c1_1
Soil5.scaffold_359381833_c1_1
Soil5.scaffold_287011042_c1_1
Soil5.scaffold_350004259_c1_1
Soil9.scaffold_495431178_c1_1
Soil9.scaffold_313253032_c1_1
T0.scaffold_104292398_c1_1
T0.scaffold_832297828_c1_3
Soil5.scaffold_549495455_c1_6
Soil5.scaffold_87619515_c1_114
Soil14.scaffold_105183005_c1_1
Soil17.scaffold_561235403_c1_1
Soil6.scaffold_547701030_c1_1
Soil9.scaffold_58551080_c1_2
Soil6.scaffold_522312521_c1_2
Soil11.scaffold_666531250_c1_1
Soil12.scaffold_688655950_c2_1
Soil6.scaffold_433423852_c1_1
Soil11.scaffold_245183604_c1_2
Soil11.scaffold_248094326_c1_1
Soil12.scaffold_156165295_c1_1
Soil6.scaffold_569443478_c1_7
Soil12.scaffold_35843989_c1_1
Soil3.scaffold_352785319_c1_1
Soil6.scaffold_92176293_c1_1
Soil12.scaffold_29882437_c1_2
Soil15.scaffold_175810641_c1_3
Soil9.scaffold_138523248_c1_1
T0.scaffold_418410699_c1_1
Soil17.scaffold_581198514_c1_1
Soil5.scaffold_120021607_c1_1
Soil9.scaffold_727033318_c1_1
Soil9.scaffold_338763167_c1_1
Soil5.scaffold_290114046_c1_1
Soil9.scaffold_427270196_c1_1
Soil6.scaffold_444127124_c1_1
Soil5.scaffold_456906488_c1_1
Soil9.scaffold_372417789_c1_1
Soil9.scaffold_550278571_c1_1
Soil16.scaffold_452052314_c1_1
Soil11.scaffold_114723579_c1_33
Soil14.scaffold_153203538_c1_1
Soil9.scaffold_363015616_c1_1
Soil9.scaffold_713742547_c1_1
Soil9.scaffold_101985961_c1_1
Soil9.scaffold_572289408_c1_9
T0.scaffold_714353858_c1_1
Soil11.scaffold_109289769_c1_1
Soil11.scaffold_404038970_c1_1
Soil9.scaffold_635765039_c1_77
Soil16.scaffold_469205158_c1_1
Soil11.scaffold_170649441_c1_1
Soil11.scaffold_347614675_c1_1
Soil3.scaffold_259363464_c1_1
Soil11.scaffold_392700608_c1_1
Soil17.scaffold_1255261886_c1_1
Soil11.scaffold_129783488_c1_1
Soil11.scaffold_522683875_c1_1
Soil15.scaffold_1095997441_c1_1
Soil11.scaffold_431424030_c1_1
Soil11.scaffold_668984062_c1_1
Soil15.scaffold_437702843_c1_1
Soil6.scaffold_457196357_c1_1
Soil12.scaffold_674568068_c1_1
Soil12.scaffold_411182367_c1_117
Soil15.scaffold_817137977_c1_1
Soil12.scaffold_767270569_c1_1
Soil12.scaffold_689576111_c1_1
Soil12.scaffold_867417568_c1_1
Soil12.scaffold_429967949_c1_2
Soil12.scaffold_331288712_c1_8
Soil3.scaffold_493956733_c1_10
Soil15.scaffold_1166588150_c1_1
Soil15.scaffold_1290921615_c1_1
Soil12.scaffold_698126081_c1_1
Soil14.scaffold_740372462_c1_1
Soil14.scaffold_684112692_c1_1
Soil17.scaffold_1067865600_c1_1
Soil16.scaffold_793465436_c1_2
Soil14.scaffold_280216268_c1_12
Soil15.scaffold_46508226_c1_1
Soil16.scaffold_241688877_c1_1
Soil14.scaffold_753907801_c1_1
Soil15.scaffold_180815506_c1_1
Soil14.scaffold_284095619_c1_1
Soil14.scaffold_576820813_c1_40
Soil11.scaffold_321547053_c1_1
Soil5.scaffold_57484380_c1_1
Soil15.scaffold_1182777590_c1_38
Soil16.scaffold_753772963_c1_1
Soil15.scaffold_674474608_c1_1
Soil17.scaffold_1292277973_c1_1
Soil15.scaffold_1255266399_c1_142
Soil15.scaffold_162675515_c1_1
Soil15.scaffold_43394979_c1_1
Soil16.scaffold_235695670_c1_1
Soil16.scaffold_1215073673_c1_1
Soil16.scaffold_640953118_c1_1
Soil16.scaffold_436666653_c1_2
Soil16.scaffold_494804418_c1_1
Soil14.scaffold_955287814_c1_1
Soil16.scaffold_1328109982_c1_1
Soil17.scaffold_852337644_c1_1
Soil9.scaffold_642935399_c1_11
Soil9.scaffold_635818165_c2_1
Soil17.scaffold_489938669_c1_1
Soil17.scaffold_1071092128_c1_1
T0.scaffold_866938672_c1_1
